URL,Institution,Conference,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,Saves,Combined Sho,Shutouts,G Wins,G Loss,DSaves,Corners,PK,PK Att,GWG
https://stats.ncaa.org/team/521/16462,Oklahoma St.,Big 12,2,5,5,38,13,17,,1,,,,180:00:00,2,5,1,1,,,,16,,2,1
https://stats.ncaa.org/team/523/16462,Old Dominion,Sun Belt,2,5,6,40,17,14,,1,,,,180:00:00,0,2,,2,,,,12,,,2
https://stats.ncaa.org/team/433/16462,Ole Miss,SEC,2,2,,25,12,21,,4,,,,180:00:00,1,9,,1,,,,13,1,1,1
https://stats.ncaa.org/team/464/16462,Omaha,Summit League,2,4,5,31,16,8,,,,,,180:00:00,0,7,,2,,,,17,,,1
https://stats.ncaa.org/team/527/16462,Oral Roberts,Summit League,2,4,4,37,14,15,,1,,,,180:00:00,6,15,,,,,,10,,,
https://stats.ncaa.org/team/529/16462,Oregon,Pac-12,1,,,5,2,14,,1,,,,90:00:00,2,8,,,,,,4,,,
https://stats.ncaa.org/team/528/16462,Oregon St.,Pac-12,2,1,1,10,5,30,,,,,,180:00:00,4,10,,1,,,,8,,,1
https://stats.ncaa.org/team/534/16462,Pacific,WCC,2,7,5,31,20,30,,1,,,,180:00:00,6,5,,,,,,6,1,1,1
https://stats.ncaa.org/team/539/16462,Penn St.,Big Ten,2,8,6,50,27,15,,,,,,180:00:00,0,2,1,2,,,,22,1,1,1
https://stats.ncaa.org/team/541/16462,Pepperdine,WCC,2,3,3,22,10,26,,1,,,,180:00:00,3,8,,,,,,6,1,1,
https://stats.ncaa.org/team/545/16462,Pittsburgh,ACC,2,6,9,31,11,16,,1,,,,180:00:00,2,6,,,,,,16,,,2
https://stats.ncaa.org/team/551/16462,Portland,WCC,1,1,,6,3,9,,1,,,,90:00:00,0,,,1,,,,5,,,1
https://stats.ncaa.org/team/550/16462,Portland St.,Big Sky,2,1,,25,12,16,,4,,,,180:00:00,7,12,,,,,,5,,1,
https://stats.ncaa.org/team/553/16462,Prairie View,SWAC,1,2,1,3,3,9,,3,,,,90:00:00,4,6,,,,,,2,,,
https://stats.ncaa.org/team/1320/16462,Presbyterian,Big South,2,,,21,5,11,,3,,,,180:00:00,2,4,,,,,,5,,,
https://stats.ncaa.org/team/556/16462,Providence,Big East,2,5,4,34,17,13,,1,,,,180:00:00,0,9,2,2,,,,16,1,1,2
https://stats.ncaa.org/team/559/16462,Purdue,Big Ten,2,8,9,32,18,18,,,,,,180:00:00,1,6,1,1,,,,10,1,1,1
https://stats.ncaa.org/team/308/16462,Purdue Fort Wayne,Horizon,2,7,5,39,24,19,,,,,,180:00:00,1,3,1,1,,,,14,,,1
https://stats.ncaa.org/team/11504/16462,Queens (NC),ASUN,2,1,1,16,4,10,,1,,,,180:00:00,0,15,,2,,,,4,,,1
https://stats.ncaa.org/team/562/16462,Quinnipiac,MAAC,1,,,10,8,10,,1,,,,90:00:00,3,3,,,,,,6,,,
https://stats.ncaa.org/team/563/16462,Radford,Big South,3,5,6,44,20,27,,2,,,,270:00:00,7,10,,1,,,,10,1,2,1
https://stats.ncaa.org/team/572/16462,Rhode Island,Atlantic 10,2,,,20,6,7,,2,,,,180:00:00,2,5,,,,,,13,,,
https://stats.ncaa.org/team/574/16462,Rice,AAC,2,,,12,8,11,,,,,,180:00:00,8,9,,,,,,7,,,
https://stats.ncaa.org/team/575/16462,Richmond,Atlantic 10,2,1,1,16,6,15,,1,,,,180:00:00,0,7,,2,,,,9,,,1
https://stats.ncaa.org/team/576/16462,Rider,MAAC,2,1,,21,9,18,,1,,,,180:00:00,1,3,,1,,,,5,,,1
https://stats.ncaa.org/team/579/16462,Robert Morris,Horizon,2,4,4,42,25,13,,1,,,,180:00:00,0,10,,2,,,,17,2,2,2
https://stats.ncaa.org/team/587/16462,Rutgers,Big Ten,2,2,1,39,16,4,,2,,,,180:00:00,1,6,,1,,,,13,1,2,1
https://stats.ncaa.org/team/676/16462,Sacramento St.,Big Sky,2,1,,20,5,20,,3,,,,180:00:00,4,8,,,,,,4,1,1,
https://stats.ncaa.org/team/660/16462,Sacred Heart,NEC,2,,,14,6,23,,2,,,,180:00:00,3,15,,,,,,5,,,
https://stats.ncaa.org/team/663/16462,Saint Francis (PA),NEC,2,1,1,4,3,8,,2,,,,180:00:00,12,13,,,,,,4,,,
https://stats.ncaa.org/team/102/16462,Saint Joseph's,Atlantic 10,2,,,14,6,15,,,,,,180:00:00,4,18,,1,,,,6,,,
https://stats.ncaa.org/team/590/16462,Saint Louis,Atlantic 10,2,4,3,28,17,23,,1,,,,180:00:00,3,17,,1,,,,12,,,1
https://stats.ncaa.org/team/600/16462,Saint Mary's (CA),WCC,2,3,3,21,10,20,,2,,,,180:00:00,3,4,,,,,,7,,,1
https://stats.ncaa.org/team/606/16462,Saint Peter's,MAAC,2,,,8,2,26,,1,,,,180:00:00,10,8,,,,,,5,,,
https://stats.ncaa.org/team/609/16462,Sam Houston,CUSA,2,5,2,22,17,21,,2,,,,180:00:00,5,12,,,,,,5,1,1,1
https://stats.ncaa.org/team/610/16462,Samford,SoCon,2,1,1,14,7,28,,2,,,,180:00:00,2,5,,1,,,,9,,,
https://stats.ncaa.org/team/617/16462,San Diego,WCC,2,,,24,13,11,,1,,,,180:00:00,4,10,,1,,,,8,,,
https://stats.ncaa.org/team/624/16462,San Diego St.,Mountain West,2,4,4,45,18,9,,,,,,180:00:00,1,7,,1,,,,17,,,2
https://stats.ncaa.org/team/625/16462,San Francisco,WCC,1,,,23,8,15,,,,,,90:00:00,1,3,,,,,,12,,1,
https://stats.ncaa.org/team/627/16462,San Jose St.,Mountain West,2,2,,21,6,18,,3,,,,180:00:00,3,18,,,,,,7,,,
https://stats.ncaa.org/team/626/16462,Santa Clara,WCC,2,6,9,50,20,20,,2,,,,180:00:00,1,2,,1,,,,19,1,1,2
https://stats.ncaa.org/team/629/16462,Seattle U,WAC,2,6,2,32,14,12,,1,,,,180:00:00,3,10,1,1,,,,9,2,2,1
https://stats.ncaa.org/team/630/16462,Seton Hall,Big East,2,3,4,27,13,15,1,4,,,,180:00:00,5,3,,,,,,6,,,1
https://stats.ncaa.org/team/631/16462,SFA,WAC,2,1,,14,5,29,,6,,,,180:00:00,4,9,,1,,,,6,,,1
https://stats.ncaa.org/team/1356/16462,Siena,MAAC,2,,,24,6,15,,1,,,,180:00:00,6,12,,,,,,6,,,
https://stats.ncaa.org/team/635/16462,SIUE,OVC,2,1,1,4,2,18,,4,,,,180:00:00,5,10,,,,,,4,,,
https://stats.ncaa.org/team/639/16462,SMU,AAC,1,,,10,5,10,,1,,,,90:00:00,1,6,,,,,,7,,,
https://stats.ncaa.org/team/646/16462,South Alabama,Sun Belt,2,13,9,66,41,13,,,,,,180:00:00,0,1,,2,,,,20,2,2,2
https://stats.ncaa.org/team/648/16462,South Carolina,SEC,2,6,7,48,19,14,,2,,,,180:00:00,0,3,1,2,,,,10,,,1
https://stats.ncaa.org/team/647/16462,South Carolina St.,DI Independent,2,,,4,3,9,,2,,,,180:00:00,25,15,,,,,,,,,
https://stats.ncaa.org/team/650/16462,South Dakota,Summit League,2,1,1,26,10,24,,4,,,,180:00:00,3,10,,1,,,,16,,,
https://stats.ncaa.org/team/649/16462,South Dakota St.,Summit League,2,10,12,37,20,10,,1,,,,180:00:00,0,3,2,2,,,,19,1,1,2
https://stats.ncaa.org/team/651/16462,South Fla.,AAC,2,1,1,21,6,23,,1,,,,180:00:00,2,8,,1,,,,10,,,1
https://stats.ncaa.org/team/654/16462,Southeast Mo. St.,OVC,2,4,2,8,5,20,,2,,,,180:00:00,5,9,,,,,,5,1,1,1
https://stats.ncaa.org/team/655/16462,Southeastern La.,Southland,2,4,2,21,11,8,,,,,,180:00:00,5,9,,1,,,,5,,,1
https://stats.ncaa.org/team/657/16462,Southern California,Pac-12,1,1,1,16,9,12,,,,,,90:00:00,0,,,1,,,,3,,,1
https://stats.ncaa.org/team/659/16462,Southern Ill.,MVC,2,2,1,20,5,13,,1,,,,180:00:00,3,10,,,,,,8,1,1,1
https://stats.ncaa.org/team/661/16462,Southern Ind.,OVC,2,1,1,15,6,14,,2,,,,180:00:00,3,5,,,,,,10,,,
https://stats.ncaa.org/team/664/16462,Southern Miss.,Sun Belt,2,1,,9,5,15,,1,,,,180:00:00,6,7,,,,,,7,,,
https://stats.ncaa.org/team/665/16462,Southern U.,SWAC,2,1,1,10,5,14,,3,,,,180:00:00,10,12,,,,,,5,,,
https://stats.ncaa.org/team/667/16462,Southern Utah,WAC,3,2,1,41,15,29,,1,,,,270:00:00,7,27,,1,,,,9,,,
https://stats.ncaa.org/team/596/16462,St. Bonaventure,Atlantic 10,2,3,3,13,6,9,,,,,,180:00:00,5,17,,,,,,6,,,
https://stats.ncaa.org/team/603/16462,St. John's (NY),Big East,2,3,4,24,10,17,,2,,,,180:00:00,0,2,,2,,,,11,,,1
https://stats.ncaa.org/team/620/16462,St. Thomas (MN),Summit League,2,7,4,38,22,9,,,,,,180:00:00,1,7,1,1,,,,14,2,2,1
https://stats.ncaa.org/team/674/16462,Stanford,Pac-12,2,6,5,37,19,18,,1,,,,180:00:00,1,3,,1,,,,14,1,1,2
https://stats.ncaa.org/team/678/16462,Stetson,ASUN,2,2,1,15,10,33,,3,,,,180:00:00,6,16,,,,,,6,1,1,
https://stats.ncaa.org/team/682/16462,Stonehill,NEC,1,,,6,1,12,,1,,,,90:00:00,1,9,,,,,,,,,
https://stats.ncaa.org/team/683/16462,Stony Brook,CAA,2,1,,26,9,15,,1,,,,180:00:00,2,10,,1,,,,14,1,1,
https://stats.ncaa.org/team/688/16462,Syracuse,ACC,2,3,2,24,13,23,,1,,,,180:00:00,1,9,,1,,,,7,,,1
https://stats.ncaa.org/team/698/16462,Tarleton St.,WAC,2,3,2,24,11,18,,4,,,,180:00:00,1,14,,1,,,,12,,,1
https://stats.ncaa.org/team/1395/16462,TCU,Big 12,2,1,1,26,8,25,,2,,,,180:00:00,2,6,,1,,,,7,,,1
https://stats.ncaa.org/team/690/16462,Temple,AAC,2,,,9,2,17,,1,,,,180:00:00,5,11,,,,,,6,,,
https://stats.ncaa.org/team/694/16462,Tennessee,SEC,2,7,6,29,21,8,,2,,,,180:00:00,1,2,1,1,,,,21,1,2,2
https://stats.ncaa.org/team/692/16462,Tennessee Tech,OVC,2,1,1,17,5,11,,1,,,,180:00:00,2,11,,,,,,9,,,
https://stats.ncaa.org/team/199/16462,Tex. A&M-Commerce,Southland,2,2,,24,10,17,,1,,,,180:00:00,4,7,,,,,,5,,,
https://stats.ncaa.org/team/703/16462,Texas,Big 12,2,10,7,50,22,20,,1,,,,180:00:00,3,6,,1,,,,20,,,2
https://stats.ncaa.org/team/697/16462,Texas A&M,SEC,2,3,4,25,11,21,,1,,,,180:00:00,5,4,,,,,,10,1,1,
https://stats.ncaa.org/team/699/16462,Texas Southern,SWAC,2,,,15,4,14,,2,,,,180:00:00,5,20,,,,,,5,,,
https://stats.ncaa.org/team/670/16462,Texas St.,Sun Belt,2,8,9,41,17,24,,1,,,,180:00:00,2,2,,,,,,15,,,2
https://stats.ncaa.org/team/700/16462,Texas Tech,Big 12,2,6,8,32,18,13,,,,,,180:00:00,1,1,,1,,,,7,1,1,1
https://stats.ncaa.org/team/141/16462,The Citadel,SoCon,2,3,2,27,12,14,,,,,,180:00:00,2,9,,,,,,14,,,1
https://stats.ncaa.org/team/709/16462,Toledo,MAC,1,2,1,7,4,16,,1,,,,90:00:00,2,5,,,,,,1,,,
https://stats.ncaa.org/team/711/16462,Towson,CAA,2,3,4,33,17,16,1,3,,,,180:00:00,1,6,,1,,,,4,,,2
https://stats.ncaa.org/team/716/16462,Troy,Sun Belt,2,1,1,13,6,17,,1,,,,180:00:00,5,7,,1,,,,9,,,1
https://stats.ncaa.org/team/719/16462,Tulsa,AAC,2,,,18,7,24,,,,,,180:00:00,7,2,,,,,,5,,,
https://stats.ncaa.org/team/9/16462,UAB,AAC,2,,,6,3,17,,2,,,,180:00:00,3,10,,,,,,3,,,
https://stats.ncaa.org/team/14/16462,UAlbany,America East,2,2,,18,9,18,,2,,,,180:00:00,2,17,,,,,,4,,,1
https://stats.ncaa.org/team/108/16462,UC Davis,Big West,2,8,5,43,18,28,,3,,,,180:00:00,0,2,,2,,,,12,2,2,2
https://stats.ncaa.org/team/109/16462,UC Irvine,Big West,2,3,4,14,5,16,,1,,,,180:00:00,3,7,,,,,,17,,,1
https://stats.ncaa.org/team/111/16462,UC Riverside,Big West,2,1,1,7,4,18,,3,,,,180:00:00,4,14,,1,,,,3,,,
https://stats.ncaa.org/team/112/16462,UC San Diego,Big West,2,5,3,32,16,20,,2,,,,180:00:00,4,10,,1,,,,10,,,1
https://stats.ncaa.org/team/104/16462,UC Santa Barbara,Big West,2,3,3,18,9,23,,1,,,,180:00:00,1,6,,1,,,,5,,,1
https://stats.ncaa.org/team/128/16462,UCF,Big 12,1,1,1,16,6,11,,2,,,,90:00:00,0,4,,1,,,,5,,,1
https://stats.ncaa.org/team/110/16462,UCLA,Pac-12,1,2,,11,9,11,,2,,,,90:00:00,0,2,,1,,,,1,1,1,1
https://stats.ncaa.org/team/164/16462,UConn,Big East,1,2,,20,11,7,,1,,,,90:00:00,0,2,,1,,,,10,,,1
https://stats.ncaa.org/team/302/16462,UIC,MVC,2,2,,22,8,20,,2,,,,180:00:00,3,5,,,,,,7,,,
https://stats.ncaa.org/team/2743/16462,UIW,Southland,1,2,,5,4,11,,,,,,90:00:00,0,5,,1,,,,2,,,1
https://stats.ncaa.org/team/498/16462,ULM,Sun Belt,2,4,2,46,25,15,,2,,,,180:00:00,2,11,,,,,,10,2,2,1
https://stats.ncaa.org/team/391/16462,UMass Lowell,America East,2,2,1,19,7,17,,2,,,,180:00:00,3,11,,,,,,3,,,
https://stats.ncaa.org/team/368/16462,UMBC,America East,2,2,2,29,16,19,,1,,,,180:00:00,1,10,,1,,,,12,,,1
https://stats.ncaa.org/team/456/16462,UNC Asheville,Big South,2,1,1,21,9,17,,5,,,,180:00:00,1,11,,1,,,,9,,,1
https://stats.ncaa.org/team/459/16462,UNC Greensboro,SoCon,3,2,2,21,10,25,,3,,,,270:00:00,4,9,,1,,,,10,,,1
https://stats.ncaa.org/team/460/16462,UNCW,CAA,2,,,14,6,18,,1,,,,180:00:00,6,5,,,,,,2,,,
https://stats.ncaa.org/team/504/16462,UNI,MVC,3,13,5,74,38,20,,1,,,,270:00:00,2,10,1,2,,,,18,,,3
https://stats.ncaa.org/team/465/16462,UNLV,Mountain West,2,,,20,12,18,1,1,,,,180:00:00,3,11,,1,,,,11,,,
https://stats.ncaa.org/team/10411/16462,USC Upstate,Big South,2,5,2,26,17,20,,3,,,,180:00:00,2,6,1,1,,,,9,,,1
https://stats.ncaa.org/team/695/16462,UT Martin,OVC,1,2,2,10,5,14,,,,,,90:00:00,1,7,,,,,,4,,,1
https://stats.ncaa.org/team/704/16462,Utah,Pac-12,2,3,3,28,14,18,,2,,,,180:00:00,1,10,1,1,,,,8,,,1
https://stats.ncaa.org/team/536/16462,Utah St.,Mountain West,2,5,4,26,14,18,,2,,,,180:00:00,3,8,,,,,,5,1,1,1
https://stats.ncaa.org/team/706/16462,Utah Tech,WAC,2,3,3,21,9,26,,2,,,,180:00:00,1,6,,1,,,,7,,,1
https://stats.ncaa.org/team/732/16462,Utah Valley,WAC,2,6,7,24,16,11,,1,,,,180:00:00,2,9,,,,,,15,1,1,1
https://stats.ncaa.org/team/731/16462,UTEP,CUSA,2,3,,14,10,26,,4,,,,180:00:00,5,10,,,,,,4,1,1,
https://stats.ncaa.org/team/30095/16462,UTRGV,WAC,2,2,2,7,4,11,,1,,,,180:00:00,3,6,,,,,,12,,,1
https://stats.ncaa.org/team/30024/16462,UTSA,AAC,2,7,10,47,25,21,,,,,,180:00:00,1,1,,1,,,,18,,,2
https://stats.ncaa.org/team/740/16462,Valparaiso,MVC,2,3,4,32,13,21,,3,,,,180:00:00,1,6,,1,,,,14,,,2
https://stats.ncaa.org/team/741/16462,Vanderbilt,SEC,2,3,5,42,16,20,,,,,,180:00:00,1,4,1,1,,,,15,,1,1
https://stats.ncaa.org/team/735/16462,VCU,Atlantic 10,2,6,3,23,13,15,,2,,,,180:00:00,2,5,1,1,,,,9,,,1
https://stats.ncaa.org/team/736/16462,Vermont,America East,2,4,4,22,9,25,,1,,,,180:00:00,2,14,,,,,,10,,,1
https://stats.ncaa.org/team/738/16462,Villanova,Big East,2,4,5,38,11,11,,1,,,,180:00:00,1,5,,1,,,,12,,,1
https://stats.ncaa.org/team/739/16462,Virginia,ACC,2,10,6,49,27,8,,,,,,180:00:00,0,2,1,2,,,,24,2,2,2
https://stats.ncaa.org/team/746/16462,Virginia Tech,ACC,2,3,2,15,10,23,,1,,,,180:00:00,0,7,,2,,,,7,,,1
https://stats.ncaa.org/team/742/16462,VMI,SoCon,2,,,26,10,19,,1,,,,180:00:00,4,15,,,,,,6,,,
https://stats.ncaa.org/team/748/16462,Wagner,NEC,2,,,13,5,23,,3,,,,180:00:00,5,9,,,,,,12,,,
https://stats.ncaa.org/team/749/16462,Wake Forest,ACC,2,2,2,39,14,24,,3,,,,180:00:00,1,8,,1,,,,9,,,1
https://stats.ncaa.org/team/756/16462,Washington,Pac-12,2,3,3,29,9,25,,2,,,,180:00:00,1,4,,1,,,,8,,,1
https://stats.ncaa.org/team/754/16462,Washington St.,Pac-12,2,6,4,33,14,28,,1,,,,180:00:00,3,6,,,,,,17,1,1,2
https://stats.ncaa.org/team/758/16462,Weber St.,Big Sky,2,1,1,17,6,14,,1,,,,180:00:00,6,9,,,,,,12,,,
https://stats.ncaa.org/team/768/16462,West Virginia,Big 12,2,9,5,41,21,12,,1,,,,180:00:00,2,3,1,1,,,,15,,,1
https://stats.ncaa.org/team/769/16462,Western Caro.,SoCon,3,6,5,51,27,24,,,,,,270:00:00,1,8,,2,,,,25,,,2
https://stats.ncaa.org/team/771/16462,Western Ill.,OVC,2,1,,13,5,15,,3,,,,180:00:00,3,3,,1,,,,9,,,1
https://stats.ncaa.org/team/772/16462,Western Ky.,CUSA,2,6,4,29,19,14,,,,,,180:00:00,1,1,,1,,,,17,,,1
https://stats.ncaa.org/team/774/16462,Western Mich.,MAC,2,3,3,27,12,24,,3,,,,180:00:00,1,6,,1,,,,13,,,2
https://stats.ncaa.org/team/786/16462,William & Mary,CAA,2,4,3,34,19,10,,1,,,,180:00:00,0,4,1,2,,,,14,,,1
https://stats.ncaa.org/team/792/16462,Winthrop,Big South,2,2,1,13,10,12,,1,,,,180:00:00,6,11,,,,,,7,,,
https://stats.ncaa.org/team/796/16462,Wisconsin,Big Ten,2,1,1,38,13,11,,,,,,180:00:00,0,6,,2,,,,13,,1,1
https://stats.ncaa.org/team/2915/16462,Wofford,SoCon,2,,,20,9,13,,2,,,,180:00:00,4,5,,,,,,2,,,
https://stats.ncaa.org/team/810/16462,Wright St.,Horizon,2,,,6,3,16,,2,,,,180:00:00,8,12,,,,,,2,,,
https://stats.ncaa.org/team/811/16462,Wyoming,Mountain West,2,2,2,23,10,34,,3,,,,180:00:00,1,8,,1,,,,9,,,1
https://stats.ncaa.org/team/812/16462,Xavier,Big East,2,4,5,19,13,25,,2,,,,180:00:00,0,6,,2,,,,8,1,1,2
https://stats.ncaa.org/team/817/16462,Youngstown St.,Horizon,2,4,4,17,10,18,,1,,,,180:00:00,1,6,,1,,,,,,,
