URL,Institution,Conference,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,Saves,Combined Sho,Shutouts,G Wins,G Loss,DSaves,Corners,PK,PK Att,GWG
https://stats.ncaa.org/team/253/16462,Ga. Southern,Sun Belt,2,3,1,34,13,18,,1,,,,180:00:00,2,6,,1,,,,10,,1,1
https://stats.ncaa.org/team/1092/16462,Gardner-Webb,Big South,2,,,4,3,11,,1,,,,180:00:00,11,27,,,,,,4,,,
https://stats.ncaa.org/team/248/16462,George Mason,Atlantic 10,2,,,8,5,19,,4,,,,180:00:00,6,13,,,,,,3,,,
https://stats.ncaa.org/team/249/16462,George Washington,Atlantic 10,2,8,6,47,27,16,,2,,,,180:00:00,3,18,1,1,,,,20,,1,1
https://stats.ncaa.org/team/251/16462,Georgetown,Big East,2,2,1,22,9,17,,2,,,,180:00:00,1,5,,1,,,,19,,,1
https://stats.ncaa.org/team/257/16462,Georgia,SEC,1,,,3,2,4,,,,,,90:00:00,2,7,,,,,,2,,,
https://stats.ncaa.org/team/254/16462,Georgia St.,Sun Belt,2,15,11,51,26,8,,,,,,180:00:00,0,3,2,2,,,,14,,,2
https://stats.ncaa.org/team/260/16462,Gonzaga,WCC,2,10,6,30,17,21,,,,,,180:00:00,5,4,1,1,,,,13,2,2,2
https://stats.ncaa.org/team/261/16462,Grambling,SWAC,2,3,2,14,8,23,,2,,,,180:00:00,4,5,1,1,,,,5,,,1
https://stats.ncaa.org/team/1104/16462,Grand Canyon,WAC,2,5,7,33,17,22,,1,,,,180:00:00,2,4,,1,,,,16,,,1
https://stats.ncaa.org/team/794/16462,Green Bay,Horizon,2,1,,10,6,20,,,,,,180:00:00,5,9,,,,,,4,,,
https://stats.ncaa.org/team/270/16462,Hampton,CAA,2,,,18,8,18,,2,,,,180:00:00,4,21,,,,,,7,,,
https://stats.ncaa.org/team/277/16462,Hawaii,Big West,2,6,5,26,12,15,,2,,,,180:00:00,8,12,,,,,,2,1,1,
https://stats.ncaa.org/team/19651/16462,High Point,Big South,3,3,2,27,10,20,1,2,,,,270:00:00,3,13,,1,,,,11,,,1
https://stats.ncaa.org/team/283/16462,Hofstra,CAA,2,2,1,27,17,17,,2,,,,180:00:00,2,11,,1,,,,11,1,1,1
https://stats.ncaa.org/team/285/16462,Holy Cross,Patriot,2,1,,12,5,28,,5,,,,180:00:00,5,11,,,,,,6,1,1,
https://stats.ncaa.org/team/288/16462,Houston,Big 12,2,5,4,28,14,13,,1,,,,180:00:00,2,7,,1,,,,12,,,1
https://stats.ncaa.org/team/287/16462,Houston Christian,Southland,2,1,,15,8,13,,,,,,180:00:00,8,5,,,,,,3,,,
https://stats.ncaa.org/team/290/16462,Howard,NEC,2,3,1,22,11,17,,1,,,,190:00:00,4,12,,,,,,9,,,
https://stats.ncaa.org/team/2699/16462,Idaho,Big Sky,2,4,5,22,10,19,,2,,,,180:00:00,4,8,,,,,,7,,,1
https://stats.ncaa.org/team/295/16462,Idaho St.,Big Sky,2,1,1,15,4,22,,4,,,,180:00:00,7,9,,,,,,3,,,
https://stats.ncaa.org/team/294/16462,Illinois,Big Ten,1,3,4,12,6,15,,1,,,,90:00:00,2,2,,,,,,3,,,1
https://stats.ncaa.org/team/301/16462,Illinois St.,MVC,2,1,1,10,2,21,,3,,,,180:00:00,6,13,,,,,,5,,,
https://stats.ncaa.org/team/299/16462,Indiana,Big Ten,2,3,5,29,14,18,,1,,,,180:00:00,1,3,,1,,,,13,,,1
https://stats.ncaa.org/team/306/16462,Indiana St.,MVC,2,,,4,1,20,,3,,,,180:00:00,0,13,,2,,,,2,,,
https://stats.ncaa.org/team/305/16462,Iona,MAAC,2,,,6,2,12,,,,,,180:00:00,10,15,,,,,,7,,,
https://stats.ncaa.org/team/310/16462,Iowa,Big Ten,2,3,3,42,21,24,,3,,,,180:00:00,0,4,,2,,,,11,,,2
https://stats.ncaa.org/team/312/16462,Iowa St.,Big 12,2,3,2,20,13,21,,1,,,,180:00:00,1,3,,1,,,,14,1,2,2
https://stats.ncaa.org/team/311/16462,IUPUI,Horizon,2,4,4,35,15,19,,,,,,180:00:00,0,5,1,2,,,,13,,,2
https://stats.ncaa.org/team/314/16462,Jackson St.,SWAC,1,1,1,9,3,10,,,,,,90:00:00,2,1,,,,,,2,,,
https://stats.ncaa.org/team/316/16462,Jacksonville,ASUN,2,4,2,27,14,18,,1,,,,180:00:00,7,13,,,,,,6,,,1
https://stats.ncaa.org/team/315/16462,Jacksonville St.,CUSA,2,18,17,60,32,16,,2,,,,180:00:00,0,6,1,2,,,,14,,,2
https://stats.ncaa.org/team/317/16462,James Madison,Sun Belt,2,6,7,21,10,10,,1,,,,180:00:00,2,2,,1,,,,5,1,1,2
https://stats.ncaa.org/team/328/16462,Kansas,Big 12,2,4,2,29,15,18,,2,,,,180:00:00,1,12,,1,,,,7,,,1
https://stats.ncaa.org/team/2707/16462,Kansas City,Summit League,2,2,2,13,6,17,,2,,,,180:00:00,3,10,,,,,,9,,,1
https://stats.ncaa.org/team/327/16462,Kansas St.,Big 12,2,4,4,30,11,17,,4,,,,180:00:00,1,6,,1,,,,15,,,1
https://stats.ncaa.org/team/1157/16462,Kennesaw St.,ASUN,2,1,2,18,5,25,,3,,,,180:00:00,0,8,,2,,,,4,,,1
https://stats.ncaa.org/team/331/16462,Kent St.,MAC,2,3,3,26,14,21,,1,,,,180:00:00,2,6,,,,,,10,,1,1
https://stats.ncaa.org/team/334/16462,Kentucky,SEC,1,1,2,14,3,4,,1,,,,90:00:00,0,3,,1,,,,10,,,1
https://stats.ncaa.org/team/361/16462,La Salle,Atlantic 10,2,2,3,26,12,19,1,3,,,,163:08:00,2,8,,1,,,,12,,,1
https://stats.ncaa.org/team/370/16462,Lafayette,Patriot,2,5,4,21,11,22,,2,,,,180:00:00,1,7,,1,,,,13,1,1,2
https://stats.ncaa.org/team/365/16462,Lamar University,Southland,1,,,11,7,11,,2,,,,90:00:00,1,3,,,,,,4,,,
https://stats.ncaa.org/team/340/16462,Le Moyne,NEC,1,,,5,3,7,,,,,,90:00:00,5,7,,,,,,3,,,
https://stats.ncaa.org/team/342/16462,Lehigh,Patriot,2,2,2,23,8,22,,1,,,,180:00:00,1,5,,1,,,,7,,,1
https://stats.ncaa.org/team/346/16462,Liberty,CUSA,2,3,3,23,13,22,,1,,,,180:00:00,1,6,,1,,,,10,,,2
https://stats.ncaa.org/team/349/16462,Lindenwood,OVC,2,1,,9,4,24,,1,,,,180:00:00,4,5,,,,,,5,,,
https://stats.ncaa.org/team/352/16462,Lipscomb,ASUN,2,,,16,4,16,,,,,,180:00:00,4,12,,,,,,7,,,
https://stats.ncaa.org/team/355/16462,Little Rock,OVC,1,2,2,5,3,3,,,,,,90:00:00,2,5,,,,,,,1,1,
https://stats.ncaa.org/team/30136/16462,LIU,NEC,2,4,4,22,9,28,,1,,,,180:00:00,0,6,,2,,,,11,,,2
https://stats.ncaa.org/team/28600/16462,LMU (CA),WCC,2,,,8,4,15,,1,,,,180:00:00,3,2,,,,,,2,,,
https://stats.ncaa.org/team/32/16462,Long Beach St.,Big West,2,7,9,26,16,16,,2,,,,180:00:00,6,8,,,,,,5,,,1
https://stats.ncaa.org/team/99/16462,Longwood,Big South,2,1,,24,9,18,,,,,,180:00:00,1,7,,1,,,,8,,,1
https://stats.ncaa.org/team/363/16462,Louisiana,Sun Belt,2,3,1,17,7,10,,1,,,,180:00:00,1,5,,1,,,,7,,,1
https://stats.ncaa.org/team/671/16462,Louisiana Tech,CUSA,2,3,2,17,5,20,,3,,,,180:00:00,4,10,,,,,,6,,,1
https://stats.ncaa.org/team/366/16462,Louisville,ACC,2,,,32,13,21,,2,,,,180:00:00,2,4,,1,,,,11,,,
https://stats.ncaa.org/team/367/16462,Loyola Chicago,Atlantic 10,2,3,2,18,8,13,,1,,,,180:00:00,7,9,,,,,,7,,,
https://stats.ncaa.org/team/371/16462,Loyola Maryland,Patriot,2,2,1,22,13,30,,3,,,,180:00:00,4,7,,1,,,,6,,,1
https://stats.ncaa.org/team/369/16462,LSU,SEC,2,4,4,25,11,25,,3,,,,180:00:00,2,4,,,,,,12,,,1
https://stats.ncaa.org/team/380/16462,Maine,America East,2,6,4,27,17,23,,2,,,,180:00:00,0,4,,2,,,,9,,,2
https://stats.ncaa.org/team/386/16462,Marist,MAAC,1,,,3,1,7,,,,,,90:00:00,3,3,,,,,,3,,,
https://stats.ncaa.org/team/387/16462,Marquette,Big East,2,1,2,18,9,32,,6,,,,180:00:00,4,10,,1,,,,6,,,1
https://stats.ncaa.org/team/388/16462,Marshall,Sun Belt,2,4,2,17,5,27,,2,,,,180:00:00,0,14,,2,,,,1,,,2
https://stats.ncaa.org/team/392/16462,Maryland,Big Ten,2,,,10,7,11,,2,,,,180:00:00,1,7,,1,,,,3,,,
https://stats.ncaa.org/team/400/16462,Massachusetts,Atlantic 10,2,2,2,13,9,18,,4,,,,180:00:00,1,7,1,1,,,,3,,,1
https://stats.ncaa.org/team/402/16462,McNeese,Southland,2,1,,4,3,16,,1,,,,180:00:00,5,17,,,,,,,,,
https://stats.ncaa.org/team/404/16462,Memphis,AAC,2,7,5,35,19,15,,,,,,180:00:00,0,7,1,2,,,,19,1,1,2
https://stats.ncaa.org/team/406/16462,Mercer,SoCon,2,4,4,51,27,19,,1,,,,180:00:00,0,4,,2,,,,23,,,1
https://stats.ncaa.org/team/410/16462,Merrimack,NEC,2,3,3,31,16,16,,1,,,,180:00:00,5,7,,,,,,11,,,1
https://stats.ncaa.org/team/415/16462,Miami (FL),ACC,2,4,5,19,10,13,,2,,,,180:00:00,1,6,1,1,,,,8,,,1
https://stats.ncaa.org/team/414/16462,Miami (OH),MAC,2,,,25,5,27,,2,,,,180:00:00,3,10,1,1,,,,11,,,
https://stats.ncaa.org/team/418/16462,Michigan,Big Ten,2,2,1,12,5,19,,1,,,,180:00:00,3,11,,,,,,5,,,
https://stats.ncaa.org/team/416/16462,Michigan St.,Big Ten,2,4,3,37,16,25,,1,,,,180:00:00,1,3,,1,,,,18,,,2
https://stats.ncaa.org/team/419/16462,Middle Tenn.,CUSA,2,4,4,34,13,17,,1,,,,180:00:00,2,3,,,,,,12,,,1
https://stats.ncaa.org/team/797/16462,Milwaukee,Horizon,2,5,1,20,9,19,,1,,,,180:00:00,3,8,,,,,,5,,,1
https://stats.ncaa.org/team/428/16462,Minnesota,Big Ten,2,9,6,54,26,19,,,,,,180:00:00,1,1,,1,,,,19,1,1,2
https://stats.ncaa.org/team/430/16462,Mississippi St.,SEC,2,2,3,25,12,15,,2,,,,180:00:00,1,8,,1,,,,9,,,1
https://stats.ncaa.org/team/432/16462,Mississippi Val.,SWAC,2,1,,12,6,13,,,,,,180:00:00,6,19,,,,,,3,,,
https://stats.ncaa.org/team/434/16462,Missouri,SEC,2,7,5,41,22,16,,,,,,180:00:00,1,3,1,1,,,,9,,,2
https://stats.ncaa.org/team/669/16462,Missouri St.,MVC,3,7,6,41,18,33,,1,,,,270:00:00,1,2,,2,,,,13,,,3
https://stats.ncaa.org/team/439/16462,Monmouth,CAA,2,4,1,35,20,10,,,,,,180:00:00,1,5,,1,,,,17,,,1
https://stats.ncaa.org/team/441/16462,Montana,Big Sky,2,4,6,32,16,21,,1,,,,180:00:00,1,5,,1,,,,4,,,2
https://stats.ncaa.org/team/444/16462,Morehead St.,OVC,2,5,5,32,18,17,,2,,,,180:00:00,5,8,,,,,,8,,,1
https://stats.ncaa.org/team/450/16462,Mount St. Mary's,MAAC,2,,,9,4,13,,,,,,180:00:00,1,10,,1,,,,7,,,
https://stats.ncaa.org/team/454/16462,Murray St.,MVC,2,,,10,6,13,,2,,,,180:00:00,5,9,,,,,,4,,,
https://stats.ncaa.org/team/490/16462,Navy,Patriot,2,2,4,28,10,19,,3,,,,180:00:00,1,4,,1,,,,9,,,1
https://stats.ncaa.org/team/503/16462,NC State,ACC,2,3,4,24,10,17,,3,,,,180:00:00,2,9,,,,,,6,,,1
https://stats.ncaa.org/team/471/16462,Nebraska,Big Ten,2,4,5,46,19,25,,2,,,,180:00:00,3,6,,,,,,9,,,1
https://stats.ncaa.org/team/726/16462,Nevada,Mountain West,2,,,13,6,12,,3,,,,180:00:00,5,14,,1,,,,9,,,
https://stats.ncaa.org/team/463/16462,New Hampshire,America East,2,1,1,23,11,27,,1,,,,180:00:00,4,5,,1,,,,16,,,1
https://stats.ncaa.org/team/466/16462,New Mexico,Mountain West,2,1,2,22,5,14,,,,,,180:00:00,1,12,,1,,,,4,,,
https://stats.ncaa.org/team/469/16462,New Mexico St.,CUSA,2,2,1,24,13,26,,1,,,,180:00:00,6,9,,,,,,9,,,1
https://stats.ncaa.org/team/473/16462,Niagara,MAAC,2,1,,9,6,16,,2,,,,180:00:00,12,21,,,,,,3,1,1,
https://stats.ncaa.org/team/472/16462,Nicholls,Southland,2,,,8,4,32,1,6,,,,180:00:00,12,14,,,,,,5,,,
https://stats.ncaa.org/team/482/16462,NIU,MAC,2,3,2,25,11,21,,1,,,,180:00:00,1,5,,1,,,,8,,,1
https://stats.ncaa.org/team/483/16462,NJIT,America East,2,7,3,39,16,23,,1,,,,180:00:00,0,2,2,2,,,,11,,,1
https://stats.ncaa.org/team/487/16462,North Ala.,ASUN,2,1,,16,6,22,,3,,,,180:00:00,2,3,,,,,,13,,,
https://stats.ncaa.org/team/457/16462,North Carolina,ACC,2,3,6,44,13,20,,2,,,,180:00:00,1,3,,1,,,,14,,,1
https://stats.ncaa.org/team/494/16462,North Dakota,Summit League,2,2,3,19,10,24,,1,,,,180:00:00,4,13,,,,,,9,,,
https://stats.ncaa.org/team/493/16462,North Dakota St.,Summit League,2,2,2,19,10,20,,4,,,,180:00:00,4,7,,,,,,9,,,
https://stats.ncaa.org/team/2711/16462,North Florida,ASUN,2,3,2,30,13,22,,,,,,180:00:00,0,5,1,2,,,,6,1,1,1
https://stats.ncaa.org/team/497/16462,North Texas,AAC,2,6,3,38,18,20,,2,,,,180:00:00,0,6,1,2,,,,13,,,2
https://stats.ncaa.org/team/500/16462,Northeastern,CAA,2,3,4,18,8,18,,,,,,180:00:00,3,7,,,,,,7,,,1
https://stats.ncaa.org/team/501/16462,Northern Ariz.,Big Sky,2,3,2,18,9,26,,,,,,180:00:00,2,9,1,1,,,,8,,,1
https://stats.ncaa.org/team/502/16462,Northern Colo.,Big Sky,2,,,14,4,9,,1,,,,180:00:00,4,15,,,,,,6,,,
https://stats.ncaa.org/team/505/16462,Northern Ky.,Horizon,2,3,3,24,17,11,,,,,,180:00:00,4,9,,,,,,15,,,
https://stats.ncaa.org/team/509/16462,Northwestern,Big Ten,2,4,4,38,16,15,,1,,,,180:00:00,0,5,1,2,,,,10,,,1
https://stats.ncaa.org/team/508/16462,Northwestern St.,Southland,1,,,4,,3,,,,,,90:00:00,3,5,,,,,,1,,,
https://stats.ncaa.org/team/513/16462,Notre Dame,ACC,2,5,6,57,21,19,,,,,,180:00:00,2,1,,1,,,,16,,,1
https://stats.ncaa.org/team/514/16462,Oakland,Horizon,2,2,1,12,5,19,1,1,,,,180:00:00,2,11,,1,,,,3,1,1,1
https://stats.ncaa.org/team/519/16462,Ohio,MAC,1,3,3,20,8,9,,2,,,,90:00:00,0,2,,1,,,,6,,1,1
https://stats.ncaa.org/team/518/16462,Ohio St.,Big Ten,2,4,5,44,16,22,,2,,,,180:00:00,2,3,1,1,,,,14,,,1
https://stats.ncaa.org/team/522/16462,Oklahoma,Big 12,2,10,11,35,21,18,,,,,,180:00:00,2,10,1,1,,,,15,,,2
