season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,games,goals,assists,points,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,gaa,saves,sv_pct,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg
2023,Charlotte 49ers,30, Tash Hudson,"Hudson, Tash", Tash,Hudson,Sr,F,4,4,4,1,NA,2,6,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,4, Bailey Manfredi,"Manfredi, Bailey", Bailey,Manfredi,So,M,4,0,4,NA,NA,0,3,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,1, Emma Wakeman,"Wakeman, Emma", Emma,Wakeman,Sr,GK,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,360:00,5,1.25,7,0.583,2,NA,2,2,NA,NA,NA,NA,NA
2023,Charlotte 49ers,14, Paige Rosenfeld,"Rosenfeld, Paige", Paige,Rosenfeld,Sr,M,4,1,4,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,18, Reagan Burns,"Burns, Reagan", Reagan,Burns,Sr,D,4,4,4,NA,1,1,2,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,20, Sydney Smith,"Smith, Sydney", Sydney,Smith,Sr,D,4,4,4,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,7, Payton Patrick,"Patrick, Payton", Payton,Patrick,Jr,F,4,4,4,2,NA,4,4,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2023,Charlotte 49ers,35, Laura Cate Westerbeek,"Westerbeek, Laura Cate", Laura Cate,Westerbeek,So,F,4,0,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,6, Macey Bader,"Bader, Macey", Macey,Bader,Jr,F,4,4,4,1,1,3,13,3,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,28, Charlotte Harris,"Harris, Charlotte", Charlotte,Harris,Sr,D,3,3,3,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,24, Lea Wissell,"Wissell, Lea", Lea,Wissell,Sr,D,3,1,3,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,25, Kandis Calvin,"Calvin, Kandis", Kandis,Calvin,Fr,D,3,0,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,23, Lily Suyao,"Suyao, Lily", Lily,Suyao,Sr,M,3,0,3,NA,NA,0,2,NA,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,8, Nika Louchard,"Louchard, Nika", Nika,Louchard,Fr,M,3,2,3,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Charlotte 49ers,16, Serena Spitz,"Spitz, Serena", Serena,Spitz,Jr,D,3,0,3,NA,NA,0,NA,NA,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,16, Fabia Reinschmidt,"Reinschmidt, Fabia", Fabia,Reinschmidt,Fr,M,3,3,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,17, Betha Pucek,"Pucek, Betha", Betha,Pucek,Fr,M,3,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,20, Nicole Solete,"Solete, Nicole", Nicole,Solete,So,D,3,0,3,NA,NA,0,2,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,7, Clarissa Salinas,"Salinas, Clarissa", Clarissa,Salinas,So,M,3,3,3,NA,1,1,1,1,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,24, Mary Beth Skelton,"Skelton, Mary Beth", Mary Beth,Skelton,Fr,M,3,0,3,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,13, Mackenzie Smith,"Smith, Mackenzie", Mackenzie,Smith,Sr,M,3,3,3,NA,NA,0,4,4,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,18, Birna Johannsdottir,"Johannsdottir, Birna", Birna,Johannsdottir,Sr,M,3,3,3,2,1,5,6,3,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2023,Chattanooga Mocs,4, Sylvie Keck,"Keck, Sylvie", Sylvie,Keck,Jr,D,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,14, Kelly Tuerff,"Tuerff, Kelly", Kelly,Tuerff,Jr,M,3,3,3,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,1, Caroline Ekern,"Ekern, Caroline", Caroline,Ekern,So,GK,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,270:00,3,1,12,0.8,2,NA,2,1,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,3, Kennedy Heavrin,"Heavrin, Kennedy", Kennedy,Heavrin,So,F,3,3,3,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,10, Zoey Mize,"Mize, Zoey", Zoey,Mize,So,M,3,3,3,1,NA,2,6,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,15, Caroline Richvalsky,"Richvalsky, Caroline", Caroline,Richvalsky,So,F,3,3,3,NA,1,1,6,4,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,5, Hannah Opie,"Opie, Hannah", Hannah,Opie,So,D,3,3,3,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chattanooga Mocs,11, Carmya Mastrangelo,"Mastrangelo, Carmya", Carmya,Mastrangelo,Fr,MD,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,23, Trinity Babcock,"Babcock, Trinity", Trinity,Babcock,Jr,MD,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,22, Jacqueline Tamayo,"Tamayo, Jacqueline", Jacqueline,Tamayo,Fr,M,3,3,3,3,NA,6,4,4,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Chicago St. Cougars,14, Hannah Bennett,"Bennett, Hannah", Hannah,Bennett,Jr,F,3,3,3,NA,1,1,3,3,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,6, Katie Dohnel,"Dohnel, Katie", Katie,Dohnel,Sr,M,3,3,3,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,1, Julie Arballo,"Arballo, Julie", Julie,Arballo,Jr,GK,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,270:00,5,1.667,13,0.722,1,NA,1,2,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,24, Michaela Williamson,"Williamson, Michaela", Michaela,Williamson,Fr,M,3,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,10, Gisselle Sahagun,"Sahagun, Gisselle", Gisselle,Sahagun,Sr,M,3,2,3,NA,NA,0,1,1,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,20, Brianna Sanchez,"Sanchez, Brianna", Brianna,Sanchez,Jr,F,3,3,3,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,13, Juliette Palechor,"Palechor, Juliette", Juliette,Palechor,Jr,M,3,1,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,17, Veronika Avila,"Avila, Veronika", Veronika,Avila,So,D,3,3,3,NA,NA,0,NA,NA,1,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,5, Karoline Riisnaes,"Riisnaes, Karoline", Karoline,Riisnaes,Jr,D,3,3,3,NA,NA,0,NA,NA,3,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,16, Daliisha Spence,"Spence, Daliisha", Daliisha,Spence,Sr,F,3,3,3,NA,NA,0,NA,NA,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,7, Citlali Zambrano,"Zambrano, Citlali", Citlali,Zambrano,Sr,D,3,3,3,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,25, Chiara Canini,"Canini, Chiara", Chiara,Canini,So,D,2,0,2,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,27, Natalie Martinez,"Martinez, Natalie", Natalie,Martinez,Sr,F,2,0,2,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,12, Samantha Jablonski,"Jablonski, Samantha", Samantha,Jablonski,Jr,FM,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Chicago St. Cougars,11, Delaney Kenney,"Kenney, Delaney", Delaney,Kenney,Jr,M,1,0,1,NA,NA,0,3,1,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,27, Maddie Swingle,"Swingle, Maddie", Maddie,Swingle,So,D,3,2,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,9, Alexis Campbell,"Campbell, Alexis", Alexis,Campbell,So,M,3,2,3,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,2, Megan Smith,"Smith, Megan", Megan,Smith,So,F,3,2,3,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Cincinnati Bearcats,25, Claire Rea,"Rea, Claire", Claire,Rea,So,M,3,1,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,26, Emma Schmelzer,"Schmelzer, Emma", Emma,Schmelzer,Jr,M,3,1,3,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,18, Fran Stables,"Stables, Fran", Fran,Stables,Jr,M,3,3,3,1,NA,2,1,1,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,14, Brooke Brown,"Brown, Brooke", Brooke,Brown,Jr,M,3,2,3,NA,NA,0,1,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,28, Laura Zemberyova,"Zemberyova, Laura", Laura,Zemberyova,Jr,F,3,3,3,NA,NA,0,2,NA,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,7, Chloe Spitler,"Spitler, Chloe", Chloe,Spitler,Sr,F,3,0,3,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,33, Anna Rexford,"Rexford, Anna", Anna,Rexford,Sr,GK,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,270:00,5,1.667,15,0.75,1,NA,1,2,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,24, Ellie Flower,"Flower, Ellie", Ellie,Flower,Sr,F,3,0,3,NA,NA,0,1,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,15, Maddie Thiss,"Thiss, Maddie", Maddie,Thiss,Sr,D,3,1,3,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,22, Ashley Barron,"Barron, Ashley", Ashley,Barron,Sr,D,3,3,3,NA,NA,0,2,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,4, Teni Akindoju,"Akindoju, Teni", Teni,Akindoju,Sr,F,3,3,3,NA,NA,0,2,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,34, Emma Gioffre,"Gioffre, Emma", Emma,Gioffre,Fr,F,3,1,3,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,29, Paige Miller,"Miller, Paige", Paige,Miller,Jr,F,2,0,2,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,19, Kendall Battle,"Battle, Kendall", Kendall,Battle,Sr,F,2,2,2,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,10, Lauren Bastian,"Bastian, Lauren", Lauren,Bastian,Sr,M,2,1,2,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,13, Sydney Waiters,"Waiters, Sydney", Sydney,Waiters,Sr,D,2,1,2,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,12, Elizabeth Fortuna,"Fortuna, Elizabeth", Elizabeth,Fortuna,Sr,D,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,30, Sabrina Taber,"Taber, Sabrina", Sabrina,Taber,Fr,F,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,16, Mandie Simon,"Simon, Mandie", Mandie,Simon,Fr,F,1,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,6, Vyviene Spaulding,"Spaulding, Vyviene", Vyviene,Spaulding,Jr,F,1,1,1,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,8, Sarah Kate Rath,"Rath, Sarah Kate", Sarah Kate,Rath,So,F,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,20, Kendal Green,"Green, Kendal", Kendal,Green,So,M,1,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,5, Lauren Moraitis,"Moraitis, Lauren", Lauren,Moraitis,So,D,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,23, Iris Schuh,"Schuh, Iris", Iris,Schuh,Jr,F,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cincinnati Bearcats,11, Faith Broering,"Broering, Faith", Faith,Broering,So,F,1,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,11, Tatum Short,"Short, Tatum", Tatum,Short,Fr,F,4,4,4,NA,NA,0,11,3,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,7, Dani Davis,"Davis, Dani", Dani,Davis,Fr,M,4,4,4,1,NA,2,8,3,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Clemson Tigers,8, Jenna Tobia,"Tobia, Jenna", Jenna,Tobia,Fr,F,4,4,4,2,3,7,10,4,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,5, Emily Brough,"Brough, Emily", Emily,Brough,So,M,4,4,4,NA,1,1,7,5,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,18, Maria Manousos,"Manousos, Maria", Maria,Manousos,So,F,4,0,4,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,13, Emma Wennar,"Wennar, Emma", Emma,Wennar,So,F,4,0,4,2,NA,4,6,4,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,12, Sydney Minarik,"Minarik, Sydney", Sydney,Minarik,Jr,F,4,1,4,NA,NA,0,4,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,10, Renee Lyles,"Lyles, Renee", Renee,Lyles,Jr,F,4,1,4,1,NA,2,11,5,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2023,Clemson Tigers,9, Mackenzie Duff,"Duff, Mackenzie", Mackenzie,Duff,Jr,D,4,2,4,1,NA,2,2,1,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Clemson Tigers,2, Makenna Morris,"Morris, Makenna", Makenna,Morris,Sr,D,4,4,4,2,3,7,6,5,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Clemson Tigers,1, Halle Mackiewicz,"Mackiewicz, Halle", Halle,Mackiewicz,Sr,GK,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,360:00,0,0,7,1,4,NA,3,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,29, Samantha Meredith,"Meredith, Samantha", Samantha,Meredith,Sr,F,4,2,4,3,NA,6,7,6,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,4, Harper White,"White, Harper", Harper,White,Sr,D,4,4,4,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,22, Gabby Gambino,"Gambino, Gabby", Gabby,Gambino,So,M,3,2,3,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,23, Caroline Conti,"Conti, Caroline", Caroline,Conti,Sr,F,3,2,3,NA,NA,0,12,7,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,15, Hal Hershfelt,"Hershfelt, Hal", Hal,Hershfelt,Sr,M,3,3,3,NA,NA,0,4,NA,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,16, Ella Hauser,"Hauser, Ella", Ella,Hauser,Jr,M,3,0,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,24, Megan Bornkamp,"Bornkamp, Megan", Megan,Bornkamp,Sr,M,3,2,3,NA,NA,0,3,1,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,25, Dani Lynch,"Lynch, Dani", Dani,Lynch,Fr,D,2,0,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,6, Eleanor Hays,"Hays, Eleanor", Eleanor,Hays,Fr,D,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Clemson Tigers,3, Layne St. George,"St. George, Layne", Layne,St. George,Jr,D,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,11, Mayra Sesmas,"Sesmas, Mayra", Mayra,Sesmas,So,M,4,3,4,1,1,3,5,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,33, Emma Pompo,"Pompo, Emma", Emma,Pompo,So,F,4,1,4,NA,NA,0,2,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,4, Maddie Young,"Young, Maddie", Maddie,Young,Sr,F,4,3,4,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,3, Grace Krosky,"Krosky, Grace", Grace,Krosky,Sr,M,4,3,4,NA,NA,0,1,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,9, Lina Feltovich,"Feltovich, Lina", Lina,Feltovich,Sr,D,4,4,4,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,7, Mckenna Donahue,"Donahue, Mckenna", Mckenna,Donahue,Sr,F,4,4,4,NA,NA,0,3,2,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,22, Rylee Bussen,"Bussen, Rylee", Rylee,Bussen,Sr,D,4,4,4,1,NA,2,3,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,13, Brooke Opferman,"Opferman, Brooke", Brooke,Opferman,Fr,M,4,0,4,NA,1,1,5,2,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,17, Kathryn Ramicone,"Ramicone, Kathryn", Kathryn,Ramicone,Sr,M,4,4,4,NA,NA,0,8,4,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,19, Bella Ceepo,"Ceepo, Bella", Bella,Ceepo,Sr,M,4,0,4,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,2, Madi Snyder,"Snyder, Madi", Madi,Snyder,Jr,D,4,4,4,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,27, Eleanor Simkonis,"Simkonis, Eleanor", Eleanor,Simkonis,So,M,4,4,4,NA,NA,0,3,2,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Cleveland St. Vikings,14, Makayla Parry,"Parry, Makayla", Makayla,Parry,Jr,F,4,4,4,NA,NA,0,1,NA,3,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
