season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,games,goals,assists,points,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,gaa,saves,sv_pct,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg
2023,A&M-Corpus Christi Islanders,5, Emmie Barton,"Barton, Emmie", Emmie,Barton,Fr,D,4,2,4,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,18, Cariana Pou,"Pou, Cariana", Cariana,Pou,Fr,D,4,0,4,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,15, Olivia Hughes,"Hughes, Olivia", Olivia,Hughes,Sr,D,4,3,4,1,NA,2,3,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,12, Kaitlynn Melton,"Melton, Kaitlynn", Kaitlynn,Melton,Jr,M,4,0,4,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,11, Vanessa Wimbish,"Wimbish, Vanessa", Vanessa,Wimbish,Fr,M,4,2,4,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,8, Faith Adams,"Adams, Faith", Faith,Adams,Jr,M,4,0,4,NA,NA,0,2,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,99, Aaliyah Ramadan,"Ramadan, Aaliyah", Aaliyah,Ramadan,Fr,F,4,1,4,NA,NA,0,4,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,16, Jayden Rea,"Rea, Jayden", Jayden,Rea,Sr,M,4,4,4,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,7, Maggie Murray,"Murray, Maggie", Maggie,Murray,Sr,F,4,3,4,NA,NA,0,1,1,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,23, Reese Cross,"Cross, Reese", Reese,Cross,Sr,D,4,2,4,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,10, Emma Herrera,"Herrera, Emma", Emma,Herrera,Sr,D,4,1,4,NA,NA,0,NA,NA,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,1, Kennedy Stelling,"Stelling, Kennedy", Kennedy,Stelling,Sr,GK,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,284:44,7,2.213,16,0.696,1,NA,1,3,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,19, Emma Crump,"Crump, Emma", Emma,Crump,Jr,D,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,21, Morgan Westbury,"Westbury, Morgan", Morgan,Westbury,Jr,F,4,2,4,NA,NA,0,8,4,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,6, Molly Arens,"Arens, Molly", Molly,Arens,Sr,M,4,2,4,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,3, Storm Harris,"Harris, Storm", Storm,Harris,Jr,F,4,1,4,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,17, Gracie Gill,"Gill, Gracie", Gracie,Gill,Jr,M,4,4,4,NA,NA,0,3,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,28, Megan Guy,"Guy, Megan", Megan,Guy,Jr,F,4,2,4,1,1,3,5,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,A&M-Corpus Christi Islanders,9, Mai-Lisa Atis,"Atis, Mai-Lisa", Mai-Lisa,Atis,So,F,4,1,4,1,NA,2,3,1,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,13, Rachel Loetzer,"Loetzer, Rachel", Rachel,Loetzer,Jr,M,4,4,4,NA,NA,0,4,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,20, Taylor Thibodeau,"Thibodeau, Taylor", Taylor,Thibodeau,Fr,M,3,0,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,0, Zoe Theriot,"Theriot, Zoe", Zoe,Theriot,Jr,GK,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,75:16,2,2.392,5,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,4, Ashley Wilson,"Wilson, Ashley", Ashley,Wilson,Fr,M,2,2,2,NA,NA,0,2,1,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,A&M-Corpus Christi Islanders,2, Jenna Bodron,"Bodron, Jenna", Jenna,Bodron,Jr,D,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,35, Baylie Simon,"Simon, Baylie", Baylie,Simon,Fr,D,4,0,4,NA,NA,0,2,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,33, Brielle Buchanan,"Buchanan, Brielle", Brielle,Buchanan,Fr,M,4,0,4,NA,NA,0,2,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,77, Lox Neves,"Neves, Lox", Lox,Neves,So,F,4,0,4,NA,1,1,1,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,29, Amelia Leggett,"Leggett, Amelia", Amelia,Leggett,So,F,4,0,4,NA,NA,0,3,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,27, Georgia Guenther,"Guenther, Georgia", Georgia,Guenther,So,D,4,4,4,1,NA,2,4,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,13, Peyton Hill,"Hill, Peyton", Peyton,Hill,So,F,4,4,4,1,NA,2,12,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Abilene Christian Wildcats,7, Jillian Beck,"Beck, Jillian", Jillian,Beck,So,F,4,3,4,NA,NA,0,2,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,3, Hannah Vetromile,"Vetromile, Hannah", Hannah,Vetromile,So,F,4,0,4,1,NA,2,4,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,0, Lili Ross,"Ross, Lili", Lili,Ross,So,GK,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,225:01,0,0,9,1,1,3,3,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,4, Emma Nylund,"Nylund, Emma", Emma,Nylund,So,M,4,0,4,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,19, Chayse Thorn,"Thorn, Chayse", Chayse,Thorn,Jr,F,4,4,4,4,NA,8,9,4,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2023,Abilene Christian Wildcats,6, Macie Stephens,"Stephens, Macie", Macie,Stephens,Jr,D,4,4,4,NA,NA,0,2,2,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,10, Taylor Denn,"Denn, Taylor", Taylor,Denn,Jr,M,4,4,4,NA,1,1,4,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,5, Hannah Martin,"Martin, Hannah", Hannah,Martin,Jr,M,4,4,4,NA,1,1,10,6,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,11, Jordan Michie,"Michie, Jordan", Jordan,Michie,Sr,F,4,4,4,1,1,3,9,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,23, Jazilyn Torres,"Torres, Jazilyn", Jazilyn,Torres,Sr,M,4,4,4,NA,NA,0,1,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,8, McCarly Holloman,"Holloman, McCarly", McCarly,Holloman,So,D,3,3,3,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,12, Anja Lewis,"Lewis, Anja", Anja,Lewis,Fr,M,2,0,2,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,25, Julia Herges,"Herges, Julia", Julia,Herges,Fr,GK,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,89:59,0,0,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,16, Sofia Pezirtzoglou,"Pezirtzoglou, Sofia", Sofia,Pezirtzoglou,Jr,F,2,0,2,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,9, Brooklyn Hurt,"Hurt, Brooklyn", Brooklyn,Hurt,Fr,D,2,0,2,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,99, Grace Ornelas,"Ornelas, Grace", Grace,Ornelas,N/A,D,2,2,2,NA,NA,0,NA,NA,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,20, Brie Sauser,"Sauser, Brie", Brie,Sauser,Fr,D,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,21, Hannah Gage,"Gage, Hannah", Hannah,Gage,Sr,D,1,1,1,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,99, Sami Brown,"Brown, Sami", Sami,Brown,Sr,D,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,44:59,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,15, Mary Waiwaiole,"Waiwaiole, Mary", Mary,Waiwaiole,So,D,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Abilene Christian Wildcats,1, Savanna Alba,"Alba, Savanna", Savanna,Alba,So,GK,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,45:00,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,28, Reagan Wilson,"Wilson, Reagan", Reagan,Wilson,Fr,D,3,0,3,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,25, Ava Carpentier,"Carpentier, Ava", Ava,Carpentier,Fr,MD,3,2,3,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,13, Addie Doyle,"Doyle, Addie", Addie,Doyle,Fr,FM,3,1,3,1,NA,2,3,3,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,12, Chase Borntreger,"Borntreger, Chase", Chase,Borntreger,Fr,M,3,1,3,NA,NA,0,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,26, Caeli Sherman,"Sherman, Caeli", Caeli,Sherman,So,F,3,3,3,1,NA,2,4,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Air Force Falcons,15, Lauren Mirande,"Mirande, Lauren", Lauren,Mirande,So,M,3,0,3,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,23, Katie Wotta,"Wotta, Katie", Katie,Wotta,So,F,3,1,3,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,22, Raine Komata,"Komata, Raine", Raine,Komata,So,D,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,36, Kendall Rippley,"Rippley, Kendall", Kendall,Rippley,Fr,F,3,2,3,NA,NA,0,11,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,1, Cammi Bych,"Bych, Cammi", Cammi,Bych,Sr,GK,3,2,3,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,171:56,3,1.57,10,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,8, Cassi Bych,"Bych, Cassi", Cassi,Bych,Sr,D,3,2,3,NA,NA,0,5,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,7, Audrey Colter,"Colter, Audrey", Audrey,Colter,Sr,M,3,0,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,0, Sydney Davis,"Davis, Sydney", Sydney,Davis,Sr,GK,3,1,3,NA,NA,0,NA,NA,1,NA,NA,NA,3,1,98:04,3,2.753,6,0.667,NA,NA,2,1,NA,NA,NA,NA,NA
2023,Air Force Falcons,10, Jordi Ives,"Ives, Jordi", Jordi,Ives,Sr,F,3,2,3,1,NA,2,7,6,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,5, Grace Sublette,"Sublette, Grace", Grace,Sublette,Sr,M,3,3,3,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,4, Hannah Johnson,"Johnson, Hannah", Hannah,Johnson,Jr,D,3,3,3,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,11, Mia Otero,"Otero, Mia", Mia,Otero,Jr,FM,3,2,3,2,1,5,8,7,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Air Force Falcons,14, Peyton Ferrell,"Ferrell, Peyton", Peyton,Ferrell,So,M,3,3,3,NA,NA,0,2,1,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,20, Eleanor Musgrove,"Musgrove, Eleanor", Eleanor,Musgrove,So,M,3,2,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,6, Samantha Sharp,"Sharp, Samantha", Samantha,Sharp,So,D,2,0,2,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,34, Lauren Steinlage,"Steinlage, Lauren", Lauren,Steinlage,Fr,MD,2,0,2,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,18, Julia Tierney,"Tierney, Julia", Julia,Tierney,Fr,F,2,0,2,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,32, Paige Gartner,"Gartner, Paige", Paige,Gartner,Fr,F,1,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,17, Katie Dingwall,"Dingwall, Katie", Katie,Dingwall,So,M,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,21, Logan Davis,"Davis, Logan", Logan,Davis,So,D,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Air Force Falcons,3, Hailey Ramos,"Ramos, Hailey", Hailey,Ramos,Jr,M,1,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,23, Olivia Heskett,"Heskett, Olivia", Olivia,Heskett,Fr,F,3,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,22, Hannah Langstaff,"Langstaff, Hannah", Hannah,Langstaff,Fr,D,3,3,3,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,21, Anna Simmons,"Simmons, Anna", Anna,Simmons,Fr,M,3,3,3,NA,NA,0,7,4,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,15, Lucia Johnson,"Johnson, Lucia", Lucia,Johnson,Fr,FM,3,0,3,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,26, Kiana Harsh,"Harsh, Kiana", Kiana,Harsh,Fr,M,3,2,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,25, Rachel Wenzel,"Wenzel, Rachel", Rachel,Wenzel,Fr,F,3,3,3,NA,1,1,5,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,27, Kylie Schiemann,"Schiemann, Kylie", Kylie,Schiemann,So,F,3,1,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,2, Abby Koly,"Koly, Abby", Abby,Koly,So,F,3,0,3,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,24, Morgan Shansky,"Shansky, Morgan", Morgan,Shansky,Jr,M,3,0,3,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,18, Katie Stafford,"Stafford, Katie", Katie,Stafford,Jr,D,3,3,3,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,6, Morgan Pentz,"Pentz, Morgan", Morgan,Pentz,Jr,M,3,3,3,2,NA,4,6,3,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,17, Lacey Bernick,"Bernick, Lacey", Lacey,Bernick,Jr,F,3,0,3,NA,NA,0,2,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,3, Caitlin Bruni,"Bruni, Caitlin", Caitlin,Bruni,Jr,D,3,2,3,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,11, Laurie-Anne Renaud,"Renaud, Laurie-Anne", Laurie-Anne,Renaud,Jr,F,3,0,3,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,16, Quinn Casey,"Casey, Quinn", Quinn,Casey,Jr,M,3,2,3,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,4, Ella Hadley,"Hadley, Ella", Ella,Hadley,Jr,M,3,3,3,1,NA,2,3,1,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Akron Zips,13, Jordanne Oberhaus,"Oberhaus, Jordanne", Jordanne,Oberhaus,Fr,D,2,1,2,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,20, Bailee Bowers,"Bowers, Bailee", Bailee,Bowers,Sr,M,2,2,2,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,5, Katharina Bilz,"Bilz, Katharina", Katharina,Bilz,Jr,D,2,2,2,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,1, Penelope Cuirinier,"Cuirinier, Penelope", Penelope,Cuirinier,Jr,GK,2,2,2,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,180:00,2,1,4,0.667,NA,NA,1,1,NA,NA,NA,NA,NA
2023,Akron Zips,10, Emma King,"King, Emma", Emma,King,So,F,1,0,1,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Akron Zips,33, Sara Bower,"Bower, Sara", Sara,Bower,Fr,GK,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,90:00,3,3,2,0.4,NA,NA,NA,1,NA,NA,NA,NA,NA
2023,Akron Zips,12, Emalee Szablewski,"Szablewski, Emalee", Emalee,Szablewski,Fr,F,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Alabama Crimson Tide,12, Cameron Silva,"Silva, Cameron", Cameron,Silva,Fr,M,4,0,4,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Alabama Crimson Tide,10, Nadia Ramadan,"Ramadan, Nadia", Nadia,Ramadan,Fr,M,4,0,4,NA,1,1,2,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Alabama Crimson Tide,14, Gianna Paul,"Paul, Gianna", Gianna,Paul,So,F,4,4,4,3,NA,6,14,7,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Alabama Crimson Tide,24, Sydney Japic,"Japic, Sydney", Sydney,Japic,So,D,4,2,4,NA,NA,0,2,1,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Alabama Crimson Tide,25, Isabel Smith,"Smith, Isabel", Isabel,Smith,So,M,4,3,4,2,1,5,9,6,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Alabama Crimson Tide,22, Leah Kunde,"Kunde, Leah", Leah,Kunde,Jr,M,4,4,4,NA,NA,0,5,3,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Alabama Crimson Tide,29, Itala Gemelli,"Gemelli, Itala", Itala,Gemelli,Jr,F,4,2,4,1,1,3,6,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Alabama Crimson Tide,13, Marianna Annest,"Annest, Marianna", Marianna,Annest,Sr,D,4,4,4,NA,1,1,4,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Alabama Crimson Tide,5, Bella Scaturro Bright,"Scaturro Bright, Bella", Bella,Scaturro Bright,Sr,D,4,0,4,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
