date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,combined_sho,shutouts,g_wins,g_loss,d_saves,g_ties,corners,pk,pk_att,gwg.x,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_combined_sho,defensive_shutouts,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_g_ties,defensive_corners,defensive_pk,defensive_pk_att,gwg.y,team_id
2023-08-17,A&M-Corpus Christi Islanders,Texas Southern,Home,Win,2,0,NA,1,2,2,24,16,11,0,1,0,0,0,90:00,0,2,0,1,0,0,0,0,6,0,0,1,0,0,6,2,10,0,2,0,0,0,90:00,2,14,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,A&M-Corpus Christi Islanders,UTRGV,Away,Loss,1,2,NA,1,1,0,8,3,6,0,0,0,0,0,90:00,2,0,0,0,0,0,0,0,2,0,0,NA,2,2,4,2,8,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,7,0,0,1,game_sport_year_ctl_id=16462
2023-08-24,A&M-Corpus Christi Islanders,FGCU,Away,Loss,0,4,NA,1,0,0,4,2,10,0,2,0,0,0,90:00,4,14,0,0,0,0,0,0,3,0,0,NA,4,5,30,18,11,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,10,0,1,1,game_sport_year_ctl_id=16462
2023-08-27,A&M-Corpus Christi Islanders,Fla. Atlantic,Away,Loss,0,3,NA,1,0,0,5,1,5,0,1,0,0,0,90:00,3,5,0,0,0,0,0,0,3,0,0,NA,3,5,13,8,3,0,1,0,0,0,90:00,0,1,0,1,0,0,0,0,8,0,0,1,game_sport_year_ctl_id=16462
2023-09-01,A&M-Corpus Christi Islanders,Prairie View,Away,Win,6,0,NA,1,6,6,21,17,4,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,6,0,0,1,0,0,4,4,1,1,4,0,0,0,90:00,6,11,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,A&M-Corpus Christi Islanders,Sam Houston,Away,Draw,2,2,NA,1,2,2,11,7,3,0,1,0,0,0,90:00,2,6,0,0,0,0,0,0,3,0,0,NA,2,0,12,8,3,0,1,0,0,0,90:00,2,5,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-08,A&M-Corpus Christi Islanders,Tarleton St.,Away,Win,3,1,NA,1,3,3,21,15,11,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,12,0,0,1,1,0,10,3,9,0,0,0,0,0,90:00,3,12,0,0,0,0,0,0,7,1,1,NA,game_sport_year_ctl_id=16462
2023-09-14,A&M-Corpus Christi Islanders,UTRGV,Home,Draw,1,1,NA,1,1,1,10,6,10,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,7,0,0,NA,1,0,4,2,7,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-09-17,A&M-Corpus Christi Islanders,Tex. A&M-Commerce,Home,Loss,2,3,NA,1,2,4,20,10,16,0,1,0,0,0,90:00,3,3,0,0,0,0,0,0,6,0,0,NA,3,4,11,6,11,0,2,0,0,0,90:00,2,8,0,0,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-09-22,A&M-Corpus Christi Islanders,McNeese,Away,Draw,1,1,NA,1,1,1,10,6,11,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,3,0,0,NA,1,1,12,5,10,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,7,0,0,NA,game_sport_year_ctl_id=16462
2023-09-29,A&M-Corpus Christi Islanders,Houston Christian,Away,Win,1,0,NA,1,1,0,8,6,13,0,0,0,0,0,90:00,0,6,0,1,0,0,0,0,6,0,0,1,0,0,24,6,7,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-10-01,A&M-Corpus Christi Islanders,UIW,Away,Loss,1,3,NA,1,1,0,7,6,11,0,2,0,0,0,90:00,3,2,0,0,0,0,0,0,4,0,0,NA,3,1,8,5,9,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-10-06,A&M-Corpus Christi Islanders,Southeastern La.,Home,Win,1,0,NA,1,1,1,10,4,15,0,1,0,0,0,90:00,0,5,0,1,0,0,0,0,8,0,0,1,0,0,9,5,15,0,1,0,0,0,90:00,1,3,0,0,0,0,0,0,5,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,A&M-Corpus Christi Islanders,Nicholls,Home,Win,2,0,NA,1,2,1,19,7,13,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,7,0,0,1,0,0,3,1,13,0,1,0,0,0,90:00,2,5,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-10-13,A&M-Corpus Christi Islanders,Tex. A&M-Commerce,Away,Win,2,1,NA,1,2,2,8,4,12,0,0,0,0,0,90:00,1,8,0,0,0,0,0,0,7,0,0,1,1,1,17,9,10,0,0,0,0,0,90:00,2,2,0,0,0,0,0,0,9,0,0,NA,game_sport_year_ctl_id=16462
2023-10-15,A&M-Corpus Christi Islanders,Northwestern St.,Away,Loss,0,2,NA,1,0,0,5,1,5,0,1,0,0,0,90:00,2,6,0,0,0,0,0,0,2,0,0,NA,2,3,22,8,7,0,1,0,0,0,90:00,0,1,0,1,0,0,0,0,9,0,0,1,game_sport_year_ctl_id=16462
2023-10-20,A&M-Corpus Christi Islanders,Lamar University,Home,Loss,0,1,NA,1,0,0,5,1,11,0,1,0,0,0,90:00,1,10,0,0,0,0,0,0,3,0,0,NA,1,1,15,11,10,0,1,0,0,0,90:00,0,1,0,1,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-10-22,A&M-Corpus Christi Islanders,McNeese,Home,Loss,0,2,NA,1,0,0,15,7,10,0,3,0,0,0,90:00,2,5,0,0,0,0,0,0,3,0,0,NA,2,2,9,7,11,0,3,0,0,0,90:00,0,7,0,1,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-11-01,A&M-Corpus Christi Islanders,Northwestern St.,Home,Draw,1,1,3,1,1,1,15,7,12,0,2,0,0,0,110:00,1,7,0,0,0,0,0,0,4,0,0,NA,1,0,22,8,8,0,1,0,0,0,110:00,1,6,0,0,0,0,0,0,11,0,0,NA,game_sport_year_ctl_id=16462
2023-08-18,Abilene Christian Wildcats,Lamar University,Away,Win,1,0,NA,1,1,1,7,4,11,0,2,0,0,0,90:00,0,7,0,1,0,0,0,0,9,0,0,1,0,0,11,7,11,0,2,0,0,0,90:00,1,3,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Abilene Christian Wildcats,Texas Southern,Away,Win,3,0,NA,1,3,2,26,9,8,0,0,0,0,0,90:00,0,2,1,1,0,0,0,0,9,0,0,1,0,0,9,2,4,0,0,0,0,0,90:00,3,6,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,Abilene Christian Wildcats,UTEP,Away,Draw,0,0,NA,1,0,0,10,5,8,0,0,0,0,0,90:00,0,2,1,1,0,0,0,0,6,0,0,NA,0,0,8,2,10,0,0,0,0,0,90:00,0,5,0,1,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-08-27,Abilene Christian Wildcats,Nicholls,Home,Win,4,0,NA,1,4,2,25,10,10,0,3,0,0,0,90:00,0,2,1,1,0,0,0,0,8,0,0,1,0,0,4,2,11,0,2,0,0,0,90:00,4,6,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-09-01,Abilene Christian Wildcats,Tex. Permian Basin,Home,Win,5,0,NA,1,5,3,22,12,10,0,2,0,0,0,90:00,0,3,1,1,0,0,0,0,5,0,0,1,0,0,10,3,11,0,2,0,0,0,90:00,5,7,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,Abilene Christian Wildcats,Texas Tech,Away,Loss,0,3,NA,1,0,0,4,2,5,0,0,0,0,0,90:00,3,4,0,0,0,0,0,0,6,0,0,NA,3,4,18,7,3,0,1,0,0,0,90:00,0,2,0,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-09-10,Abilene Christian Wildcats,Baylor,Away,Loss,0,7,NA,1,0,0,5,4,6,0,0,0,0,0,90:00,7,8,0,0,0,0,0,0,3,0,0,NA,7,7,25,15,3,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-09-14,Abilene Christian Wildcats,Prairie View,Home,Win,6,0,NA,1,6,4,26,12,8,0,0,0,0,0,90:00,0,1,1,1,0,0,0,0,6,0,0,1,0,0,3,1,8,0,1,0,0,0,90:00,6,6,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-09-17,Abilene Christian Wildcats,Oklahoma St.,Away,Loss,0,2,NA,1,0,0,4,2,10,0,0,0,0,0,90:00,2,9,0,0,0,0,0,0,2,0,0,NA,2,2,34,11,13,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,15,0,0,1,game_sport_year_ctl_id=16462
2023-09-21,Abilene Christian Wildcats,UTRGV,Away,Loss,0,1,NA,1,0,0,10,3,5,0,0,0,0,0,90:00,1,0,0,0,0,0,0,0,3,0,0,NA,1,0,6,1,2,0,0,0,0,0,90:00,0,3,0,1,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-09-24,Abilene Christian Wildcats,SFA,Away,Win,2,0,NA,1,2,1,16,8,7,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,7,0,0,1,0,0,10,2,3,0,1,0,0,0,90:00,2,6,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-10-01,Abilene Christian Wildcats,Tarleton St.,Home,Win,2,1,NA,1,2,2,12,6,12,0,1,0,0,0,90:00,1,0,0,0,0,0,0,0,3,0,0,1,1,0,3,1,5,0,0,0,0,0,90:00,2,4,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-10-05,Abilene Christian Wildcats,Seattle U,Home,Loss,1,2,NA,1,1,1,7,3,8,0,1,0,0,0,90:00,2,1,0,0,0,0,0,0,3,0,0,NA,2,1,5,3,5,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,0,1,1,1,game_sport_year_ctl_id=16462
2023-10-08,Abilene Christian Wildcats,Utah Valley,Home,Loss,1,3,NA,1,1,1,5,3,7,0,1,0,0,0,90:00,3,3,0,0,0,0,0,0,1,0,0,NA,3,1,16,6,12,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-10-12,Abilene Christian Wildcats,Southern Utah,Away,Loss,2,3,NA,1,2,2,9,5,4,0,0,0,0,0,90:00,3,7,0,0,0,0,0,0,4,0,0,NA,3,2,15,10,4,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-10-15,Abilene Christian Wildcats,Utah Tech,Away,Loss,1,3,NA,1,1,0,9,4,7,0,1,0,0,0,90:00,3,3,0,0,0,0,0,0,4,0,0,NA,3,2,18,6,11,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-10-19,Abilene Christian Wildcats,Grand Canyon,Home,Draw,1,1,NA,1,1,1,5,5,12,0,0,0,0,0,90:00,1,7,0,0,0,0,0,0,3,0,0,NA,1,0,19,8,6,0,3,0,0,0,90:00,1,4,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-22,Abilene Christian Wildcats,California Baptist,Home,Loss,0,3,NA,1,0,0,3,1,16,0,1,0,0,0,90:00,3,2,0,0,0,0,0,0,1,0,0,NA,3,1,7,4,16,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-08-17,Air Force Falcons,North Florida,Away,Loss,0,3,NA,1,0,0,8,4,9,0,0,0,0,0,90:00,3,6,0,0,0,0,0,0,1,0,0,NA,3,2,15,9,12,0,0,0,0,0,90:00,0,4,1,1,0,0,0,0,3,1,1,1,game_sport_year_ctl_id=16462
2023-08-20,Air Force Falcons,Stetson,Away,Win,3,2,NA,1,3,3,24,14,10,0,0,0,0,0,90:00,2,6,0,0,0,0,0,0,6,0,0,1,2,1,10,8,15,0,3,0,0,0,90:00,3,11,0,0,0,0,0,0,4,1,1,NA,game_sport_year_ctl_id=16462
2023-08-27,Air Force Falcons,Northern Colo.,Home,Win,2,1,NA,1,2,1,20,12,10,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,5,0,0,1,1,0,16,5,12,0,0,0,0,0,90:00,2,10,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-08-31,Air Force Falcons,Hawaii,Home,Win,3,1,NA,1,3,3,20,7,7,0,2,0,0,0,90:00,1,7,0,0,0,0,0,0,4,0,0,1,1,1,16,8,13,1,3,0,0,0,90:00,3,4,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-07,Air Force Falcons,Army West Point,Away,Loss,1,2,NA,1,1,0,6,3,9,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,4,0,0,NA,2,1,14,5,11,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,2,1,1,1,game_sport_year_ctl_id=16462
2023-09-10,Air Force Falcons,Bucknell,Away,Loss,1,2,NA,1,1,0,17,6,5,0,0,0,0,0,90:00,2,7,0,0,0,0,0,0,6,0,1,NA,2,3,19,9,7,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,5,0,1,1,game_sport_year_ctl_id=16462
2023-09-16,Air Force Falcons,Washington,Home,Loss,1,2,NA,1,1,1,18,7,6,0,1,0,0,0,90:00,2,4,0,0,0,0,0,0,6,0,0,NA,2,1,12,6,9,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,4,1,1,1,game_sport_year_ctl_id=16462
2023-09-21,Air Force Falcons,Utah St.,Home,Win,1,0,NA,1,1,0,12,8,5,0,0,0,0,0,90:00,0,6,0,1,0,0,0,0,5,1,1,1,0,0,14,6,16,0,2,0,0,0,90:00,1,7,0,0,0,0,0,0,7,0,0,NA,game_sport_year_ctl_id=16462
2023-09-24,Air Force Falcons,Boise St.,Home,Draw,1,1,NA,1,1,1,19,8,8,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,1,0,0,NA,1,0,14,5,13,0,1,0,0,0,90:00,1,7,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-09-28,Air Force Falcons,San Diego St.,Away,Loss,0,1,NA,1,0,0,20,8,8,0,1,0,0,0,90:00,1,6,0,0,0,0,0,0,1,0,0,NA,1,1,11,7,8,0,0,0,0,0,90:00,0,8,0,1,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-10-01,Air Force Falcons,New Mexico,Away,Loss,1,2,NA,1,1,1,13,4,9,0,1,0,0,0,90:00,2,5,0,0,0,0,0,0,2,0,0,NA,2,1,11,7,13,0,2,0,0,0,90:00,1,3,0,0,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-10-05,Air Force Falcons,UNLV,Home,Win,1,0,NA,1,1,1,15,2,10,0,0,0,0,0,90:00,0,5,0,1,0,0,0,0,2,0,0,1,0,0,19,5,9,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Air Force Falcons,Nevada,Home,Loss,0,1,NA,1,0,0,16,4,11,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,2,0,0,NA,1,1,12,5,8,0,1,0,0,0,90:00,0,4,0,1,0,0,0,0,7,0,0,1,game_sport_year_ctl_id=16462
2023-10-12,Air Force Falcons,Wyoming,Away,Draw,1,1,NA,1,1,0,18,6,3,0,0,0,0,0,90:00,1,7,0,0,0,0,0,0,8,0,0,NA,1,1,15,8,13,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-10-15,Air Force Falcons,Colorado St.,Away,Loss,0,1,NA,1,0,0,9,6,9,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,6,0,0,NA,1,2,11,3,15,0,1,0,0,0,90:00,0,6,0,1,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-10-19,Air Force Falcons,Fresno St.,Home,Loss,2,4,NA,1,2,0,18,5,5,0,0,0,0,0,90:00,4,3,0,0,0,0,0,0,4,0,0,NA,4,4,12,7,8,0,2,0,0,0,90:00,2,3,0,0,0,0,0,0,3,1,1,1,game_sport_year_ctl_id=16462
2023-10-22,Air Force Falcons,San Jose St.,Away,Win,2,1,NA,1,2,2,24,10,14,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,9,0,0,1,1,0,10,5,8,0,0,0,0,0,90:00,2,8,0,0,0,0,0,0,6,1,1,NA,game_sport_year_ctl_id=16462
2023-10-26,Air Force Falcons,Colorado Col.,Away,Draw,0,0,NA,1,0,0,19,13,9,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,8,0,0,NA,0,0,13,2,15,0,1,0,0,0,90:00,0,13,0,1,0,0,0,0,5,0,0,NA,game_sport_year_ctl_id=16462
2023-08-18,Akron Zips,Cleveland St.,Away,Win,3,1,NA,1,3,2,11,5,13,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,1,0,0,1,1,1,10,3,10,0,3,0,0,0,90:00,3,2,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Akron Zips,Youngstown St.,Away,Loss,0,1,NA,1,0,0,5,4,12,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,2,0,0,NA,1,0,5,3,11,0,1,0,0,0,90:00,0,4,0,1,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-08-24,Akron Zips,Robert Morris,Home,Loss,0,3,NA,1,0,0,18,4,5,0,0,0,0,0,90:00,3,2,0,0,0,0,0,0,3,0,0,NA,3,3,14,5,6,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-08-31,Akron Zips,Dayton,Home,Loss,2,5,NA,1,2,1,9,6,10,0,0,0,0,0,90:00,5,10,0,0,0,0,0,0,2,1,1,NA,5,6,27,15,8,0,0,0,0,0,90:00,2,4,0,0,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-09-03,Akron Zips,Boston College,Home,Loss,0,2,NA,1,0,0,9,3,4,0,1,0,0,0,90:00,2,3,0,0,0,0,0,0,2,0,0,NA,2,2,11,5,10,0,0,0,0,0,90:00,0,3,0,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-10,Akron Zips,Wright St.,Away,Loss,1,2,NA,1,1,0,9,5,6,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,1,0,0,NA,2,2,12,7,9,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-14,Akron Zips,Niagara,Away,Win,1,0,NA,1,1,0,15,6,4,0,2,0,0,0,90:00,0,5,0,1,0,0,0,0,6,0,0,1,0,0,17,5,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-09-21,Akron Zips,Buffalo,Home,Loss,0,2,NA,1,0,0,6,1,11,0,3,0,0,0,90:00,2,3,0,0,0,0,0,0,0,0,0,NA,2,3,18,5,14,0,1,0,0,0,90:00,0,1,1,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-24,Akron Zips,Kent St.,Away,Loss,1,2,NA,1,1,1,13,8,9,0,1,0,0,0,90:00,2,3,0,0,0,0,0,0,2,0,0,NA,2,1,11,5,13,0,0,0,0,0,90:00,1,7,0,0,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-09-28,Akron Zips,Bowling Green,Away,Loss,0,1,NA,1,0,0,5,4,5,0,0,0,0,0,90:00,1,8,0,0,0,0,0,0,4,0,0,NA,1,1,20,9,10,0,0,0,0,0,90:00,0,4,1,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-10-01,Akron Zips,NIU,Home,Loss,0,1,NA,1,0,0,9,2,8,0,0,0,0,0,90:00,1,7,0,0,0,0,0,0,5,0,0,NA,1,2,19,8,6,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-10-05,Akron Zips,Western Mich.,Home,Loss,0,2,NA,1,0,0,2,1,17,0,0,0,0,0,90:00,2,8,0,0,0,0,0,0,0,0,0,NA,2,3,17,10,21,0,2,0,0,0,90:00,0,1,0,1,0,0,0,0,13,0,0,1,game_sport_year_ctl_id=16462
2023-10-08,Akron Zips,Toledo,Away,Loss,0,3,NA,1,0,0,12,7,10,0,0,0,0,0,90:00,3,1,0,0,0,0,0,0,5,0,0,NA,3,2,9,4,7,0,0,0,0,0,90:00,0,7,1,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-10-12,Akron Zips,Ball St.,Home,Loss,1,2,NA,1,1,1,25,11,7,0,0,0,0,0,90:00,2,2,0,0,0,0,0,0,9,0,0,NA,2,3,10,4,6,0,0,0,0,0,90:00,1,10,0,0,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-10-15,Akron Zips,Central Mich.,Away,Draw,0,0,NA,1,0,0,17,6,8,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,6,0,0,NA,0,0,9,2,10,0,0,0,0,0,90:00,0,6,0,1,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-19,Akron Zips,Eastern Mich.,Away,Win,2,1,NA,1,2,2,21,10,9,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,5,0,0,1,1,1,9,3,14,0,0,0,0,0,90:00,2,8,0,0,0,0,0,0,7,0,0,NA,game_sport_year_ctl_id=16462
2023-10-22,Akron Zips,Miami (OH),Home,Loss,0,2,NA,1,0,0,3,1,6,0,0,0,0,0,90:00,2,6,0,0,0,0,0,0,4,0,0,NA,2,2,15,8,13,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-10-26,Akron Zips,Ohio,Away,Loss,0,3,NA,1,0,0,3,1,10,0,1,0,0,0,90:00,3,6,0,0,0,0,0,0,1,0,0,NA,3,3,20,9,14,0,1,0,0,0,90:00,0,1,0,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-08-17,Alabama Crimson Tide,DePaul,Home,Win,2,0,NA,1,2,3,21,8,9,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,8,0,0,1,0,0,4,1,7,0,0,0,0,0,90:00,2,6,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Alabama Crimson Tide,UAB,Away,Win,1,0,NA,1,1,1,14,8,10,0,0,0,0,0,90:00,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,7,0,1,0,0,0,90:00,1,7,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,Alabama Crimson Tide,Lipscomb,Away,Win,3,1,NA,1,3,2,12,8,5,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,7,0,0,1,1,2,20,7,7,0,1,0,0,0,90:00,3,5,0,0,0,0,0,0,10,0,0,NA,game_sport_year_ctl_id=16462
2023-08-27,Alabama Crimson Tide,Memphis,Home,Win,2,1,NA,1,2,1,19,6,16,0,3,0,0,0,90:00,1,4,0,0,0,0,0,0,5,1,1,1,1,1,17,5,9,0,5,0,0,0,90:00,2,4,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-08-31,Alabama Crimson Tide,Miami (FL),Home,Draw,0,0,NA,1,0,0,18,9,11,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,4,0,0,NA,0,0,5,1,7,0,1,0,0,0,90:00,0,9,0,1,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,Alabama Crimson Tide,Samford,Away,Draw,0,0,NA,1,0,0,15,4,13,0,2,0,0,0,90:00,0,4,0,1,0,0,0,0,3,0,0,NA,0,0,20,4,14,0,1,0,0,0,90:00,0,4,0,1,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-07,Alabama Crimson Tide,Southern Miss.,Away,Win,2,0,NA,1,2,0,8,4,3,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,7,0,0,1,0,0,2,1,5,0,0,0,0,0,90:00,2,2,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-09-10,Alabama Crimson Tide,North Carolina,Home,Draw,1,1,NA,1,1,0,11,3,12,0,3,0,0,0,90:00,1,6,0,0,0,0,0,0,4,0,0,NA,1,0,18,7,6,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,8,0,0,NA,game_sport_year_ctl_id=16462
2023-09-14,Alabama Crimson Tide,Georgia,Home,Draw,1,1,NA,1,1,1,13,5,12,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,5,0,0,NA,1,1,7,3,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-09-17,Alabama Crimson Tide,Mercer,Away,Win,5,1,NA,1,5,3,15,6,8,0,0,0,0,0,90:00,1,0,0,0,0,0,0,0,1,0,0,1,1,1,6,1,10,0,1,0,0,0,90:00,5,1,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-09-21,Alabama Crimson Tide,Arkansas,Away,Loss,0,5,NA,1,0,0,15,5,11,0,5,0,0,0,90:00,5,6,0,0,0,0,0,0,2,0,0,NA,5,4,23,11,10,0,1,0,0,0,90:00,0,5,0,1,0,0,0,0,10,0,0,1,game_sport_year_ctl_id=16462
2023-09-24,Alabama Crimson Tide,Vanderbilt,Home,Win,1,0,NA,1,1,2,9,6,11,0,0,0,0,0,90:00,0,5,0,1,0,0,0,0,3,0,0,1,0,0,13,5,10,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,9,0,0,NA,game_sport_year_ctl_id=16462
2023-09-29,Alabama Crimson Tide,Kentucky,Away,Loss,1,2,NA,1,1,1,11,2,13,0,3,0,0,0,90:00,2,1,0,0,0,0,0,0,2,0,0,NA,2,1,12,3,13,0,3,0,0,0,90:00,1,1,0,0,0,0,0,0,1,0,0,1,game_sport_year_ctl_id=16462
2023-10-05,Alabama Crimson Tide,Auburn,Home,Win,2,1,NA,1,2,3,14,10,10,0,2,0,0,0,90:00,1,2,0,0,0,0,0,0,4,0,0,1,1,0,6,3,7,0,0,0,0,0,90:00,2,8,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Alabama Crimson Tide,Texas A&M,Away,Loss,1,3,NA,1,1,1,14,4,9,0,1,0,0,0,90:00,3,7,0,0,0,0,0,0,4,0,0,NA,3,2,18,10,12,0,2,0,0,0,90:00,1,3,0,0,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
