date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,combined_sho,shutouts,g_wins,g_loss,d_saves,g_ties,corners,pk,pk_att,gwg.x,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_combined_sho,defensive_shutouts,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_g_ties,defensive_corners,defensive_pk,defensive_pk_att,gwg.y,team_id
2023-10-26,Florida Gators,South Carolina,Home,Draw,0,0,NA,1,0,0,8,3,6,0,0,0,0,0,90:00,0,3,0,1,0,0,0,0,4,0,0,NA,0,0,7,3,5,0,1,0,0,0,90:00,0,3,0,1,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-08-17,Florida St. Seminoles,Texas A&M,Away,Win,2,1,NA,1,2,3,11,5,8,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,3,0,0,1,1,2,10,4,10,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Florida St. Seminoles,TCU,Away,Win,2,0,NA,1,2,3,8,3,17,0,3,0,0,0,90:00,0,1,0,1,0,0,0,0,3,0,0,1,0,0,9,1,15,0,2,0,0,0,90:00,2,1,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,Florida St. Seminoles,South Fla.,Home,Win,5,1,NA,1,5,1,26,13,10,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,6,2,2,1,1,2,2,2,16,0,2,0,0,0,90:00,5,8,0,0,0,0,0,0,7,0,0,NA,game_sport_year_ctl_id=16462
2023-09-07,Florida St. Seminoles,North Florida,Away,Win,4,0,NA,1,4,7,17,7,8,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,10,0,0,1,0,0,2,1,8,0,0,0,0,0,90:00,4,3,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-09-10,Florida St. Seminoles,Florida,Home,Win,1,0,NA,1,1,1,10,3,9,0,0,0,0,0,90:00,0,0,0,1,0,0,0,0,11,0,0,1,0,0,3,0,8,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-15,Florida St. Seminoles,Clemson,Away,Win,4,2,NA,1,4,2,17,8,14,0,1,0,0,0,90:00,2,1,0,0,0,0,0,0,6,0,0,1,2,2,10,3,6,0,3,0,0,0,90:00,4,4,0,0,0,0,0,0,5,0,0,NA,game_sport_year_ctl_id=16462
2023-09-21,Florida St. Seminoles,Syracuse,Away,Win,3,2,NA,1,3,2,32,19,6,0,1,0,0,0,90:00,2,0,0,0,0,0,0,0,15,0,0,1,2,0,2,1,7,0,1,0,0,0,90:00,3,17,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-09-24,Florida St. Seminoles,North Carolina,Away,Draw,3,3,NA,1,3,3,19,7,10,0,3,0,0,0,90:00,3,3,0,0,0,0,0,0,2,0,0,NA,3,3,20,6,8,0,2,0,0,0,90:00,3,4,0,0,0,0,0,0,10,0,1,NA,game_sport_year_ctl_id=16462
2023-09-29,Florida St. Seminoles,Miami (FL),Home,Win,2,0,NA,1,2,2,22,11,6,0,0,0,0,0,90:00,0,0,0,1,0,0,0,0,15,0,0,1,0,0,0,0,8,0,0,0,0,0,90:00,2,9,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-10-05,Florida St. Seminoles,Louisville,Away,Win,2,0,NA,1,2,3,10,5,9,0,1,0,0,0,90:00,0,1,0,1,0,0,0,0,7,0,0,1,0,0,3,1,12,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Florida St. Seminoles,Boston College,Home,Win,6,0,NA,1,6,11,24,17,8,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,4,0,0,1,0,0,4,1,8,1,3,0,0,0,90:00,6,11,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-12,Florida St. Seminoles,Notre Dame,Home,Win,4,1,NA,1,4,5,21,11,9,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,2,0,0,1,1,1,7,5,6,0,3,0,0,0,90:00,4,7,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-19,Florida St. Seminoles,Pittsburgh,Home,Win,3,2,NA,1,3,4,10,4,7,0,1,0,0,0,90:00,2,0,0,0,0,0,0,0,3,0,0,1,2,1,16,2,11,0,1,0,0,0,90:00,3,1,0,0,0,0,0,0,7,1,1,NA,game_sport_year_ctl_id=16462
2023-10-22,Florida St. Seminoles,Duke,Away,Win,4,0,NA,1,4,6,21,12,12,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,4,0,0,1,0,0,14,4,3,0,0,0,0,0,90:00,4,8,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-26,Florida St. Seminoles,NC State,Home,Win,5,0,NA,1,5,3,26,11,10,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,11,0,0,1,0,0,5,1,4,0,0,0,0,0,90:00,5,6,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-11-02,Florida St. Seminoles,"Pittsburgh Cary, NC",Away,Win,2,0,NA,1,2,3,19,7,11,0,0,0,0,0,90:00,0,3,0,1,0,0,0,0,2,0,0,1,0,0,8,3,8,0,2,0,0,0,90:00,2,5,0,0,0,0,0,0,5,0,0,NA,game_sport_year_ctl_id=16462
2023-08-17,Fordham Rams,Drexel,Away,Loss,0,3,NA,1,0,0,9,5,11,0,0,0,0,0,90:00,3,5,0,0,0,0,0,0,4,0,0,NA,3,4,13,8,15,0,0,0,0,0,45:00,0,5,1,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-08-20,Fordham Rams,Wagner,Home,Win,4,0,NA,1,4,3,20,10,16,0,1,0,0,0,90:00,0,2,0,1,0,0,0,0,4,0,0,1,0,0,8,2,8,0,2,0,0,0,90:00,4,6,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,Fordham Rams,Stonehill,Home,Win,2,0,NA,1,2,1,34,15,13,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,3,0,0,1,0,0,5,1,5,0,0,0,0,0,90:00,2,13,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-08-31,Fordham Rams,Stony Brook,Home,Draw,2,2,NA,1,2,1,15,7,23,0,1,0,0,0,90:00,2,7,0,0,0,0,0,0,4,1,1,NA,2,1,14,9,13,0,2,0,0,0,90:00,2,5,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,Fordham Rams,Fairfield,Home,Loss,1,3,NA,1,1,2,7,4,8,1,0,0,0,0,90:00,3,5,0,0,0,0,0,0,2,0,0,NA,3,1,16,8,13,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-07,Fordham Rams,Columbia,Home,Loss,0,2,NA,1,0,0,4,2,9,0,0,0,0,0,90:00,2,7,0,0,0,0,0,0,4,0,0,NA,2,1,16,9,11,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-09-10,Fordham Rams,UAlbany,Away,Loss,0,1,NA,1,0,0,10,3,12,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,5,0,0,NA,1,1,8,2,13,0,2,0,0,0,90:00,0,3,0,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-14,Fordham Rams,George Mason,Home,Win,4,2,NA,1,4,3,20,7,14,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,8,0,0,1,2,1,10,5,15,0,1,0,0,0,90:00,4,3,0,0,0,0,0,0,0,0,1,NA,game_sport_year_ctl_id=16462
2023-09-17,Fordham Rams,George Washington,Away,Draw,0,0,NA,1,0,0,16,4,19,0,1,0,0,0,90:00,0,3,0,1,0,0,0,0,1,0,0,NA,0,0,16,3,8,0,1,0,0,0,90:00,0,4,1,1,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-21,Fordham Rams,St. Bonaventure,Home,Loss,1,3,NA,1,1,1,32,13,5,0,0,0,0,0,90:00,3,2,0,0,0,0,0,0,5,0,0,NA,3,4,10,5,6,0,0,0,0,0,90:00,1,12,0,0,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-09-25,Fordham Rams,Yale,Home,Loss,1,4,NA,1,1,1,7,1,7,0,2,0,0,0,90:00,4,4,0,0,0,0,0,0,1,0,0,NA,4,4,15,8,9,0,0,0,0,0,90:00,1,0,0,0,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-09-28,Fordham Rams,Dayton,Away,Draw,0,0,NA,1,0,0,11,6,12,0,1,0,0,0,90:00,0,7,0,1,0,0,0,0,1,0,0,NA,0,0,19,7,2,0,1,0,0,0,90:00,0,6,0,1,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-10-01,Fordham Rams,Davidson,Home,Win,1,0,NA,1,1,1,9,5,15,0,1,0,0,0,90:00,0,9,0,1,0,0,0,0,5,0,0,1,0,0,18,9,13,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Fordham Rams,Rhode Island,Away,Draw,2,2,NA,1,2,1,12,7,8,0,0,0,0,0,90:00,2,4,0,0,0,0,0,0,6,0,1,NA,2,1,15,6,8,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,5,1,1,NA,game_sport_year_ctl_id=16462
2023-10-12,Fordham Rams,La Salle,Away,Loss,1,2,NA,1,1,1,8,3,20,0,4,0,0,0,90:00,2,1,0,0,0,0,0,0,3,0,0,NA,2,1,6,3,12,0,3,0,0,0,90:00,1,2,0,0,0,0,0,0,1,1,1,1,game_sport_year_ctl_id=16462
2023-10-15,Fordham Rams,Saint Joseph's,Home,Loss,1,2,NA,1,1,0,20,8,16,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,8,0,0,NA,2,4,10,5,9,0,1,0,0,0,90:00,1,7,0,0,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-10-19,Fordham Rams,VCU,Away,Loss,1,3,NA,1,1,1,5,1,14,0,1,0,0,0,90:00,3,9,0,0,0,0,0,0,2,0,0,NA,3,4,22,12,12,0,0,0,0,0,90:00,1,0,0,0,0,0,0,0,10,0,0,1,game_sport_year_ctl_id=16462
2023-10-22,Fordham Rams,Massachusetts,Home,Loss,0,2,NA,1,0,0,9,5,8,0,2,0,0,0,90:00,2,3,0,0,0,0,0,0,2,0,0,NA,2,3,11,5,10,0,1,0,0,0,90:00,0,5,0,1,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-08-17,Fresno St. Bulldogs,Cal Poly,Home,Draw,1,1,NA,1,1,1,12,4,6,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,5,0,0,NA,1,1,6,4,8,0,1,0,0,0,90:00,1,3,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Fresno St. Bulldogs,CSU Bakersfield,Away,Win,2,1,NA,1,2,2,13,6,13,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,7,0,0,1,1,1,12,3,13,0,1,0,0,0,90:00,2,4,0,0,0,0,0,0,7,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,Fresno St. Bulldogs,UC Santa Barbara,Home,Draw,0,0,NA,1,0,0,9,4,9,0,0,0,0,0,90:00,0,6,1,1,0,0,0,0,8,0,0,NA,0,0,14,6,10,0,1,0,0,0,90:00,0,4,0,1,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-09-01,Fresno St. Bulldogs,Pepperdine,Home,Loss,0,2,NA,1,0,0,5,1,10,0,1,0,0,0,90:00,2,2,0,0,0,0,0,0,4,0,0,NA,2,2,6,4,8,0,0,0,0,0,90:00,0,1,1,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-03,Fresno St. Bulldogs,Long Beach St.,Home,Loss,0,1,NA,1,0,0,12,6,10,0,1,0,0,0,90:00,1,1,0,0,0,0,0,0,9,0,0,NA,1,1,11,2,14,0,1,0,0,0,90:00,0,6,0,1,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-09-07,Fresno St. Bulldogs,UC Riverside,Away,Draw,1,1,NA,1,1,1,7,5,5,0,1,0,0,0,90:00,1,1,0,0,0,0,0,0,5,0,0,NA,1,1,5,2,11,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-10,Fresno St. Bulldogs,California Baptist,Away,Loss,1,2,NA,1,1,1,7,5,11,0,2,0,0,0,90:00,2,6,0,0,0,0,0,0,3,0,0,NA,2,2,16,8,9,0,3,0,0,0,90:00,1,4,0,0,0,0,0,0,10,0,0,1,game_sport_year_ctl_id=16462
2023-09-14,Fresno St. Bulldogs,Pacific,Away,Loss,0,3,NA,1,0,0,9,4,14,0,1,0,0,0,90:00,3,1,0,0,0,0,0,0,7,0,0,NA,3,3,7,4,17,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,1,0,0,1,game_sport_year_ctl_id=16462
2023-09-21,Fresno St. Bulldogs,San Diego St.,Home,Loss,1,5,NA,1,1,0,10,6,6,0,0,0,0,0,90:00,5,2,0,0,0,0,0,0,7,0,0,NA,5,6,9,7,8,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,1,0,0,1,game_sport_year_ctl_id=16462
2023-09-24,Fresno St. Bulldogs,New Mexico,Home,Draw,0,0,NA,1,0,0,7,2,13,0,3,0,0,0,90:00,0,4,0,1,0,0,0,0,5,0,0,NA,0,0,14,4,5,0,2,0,0,0,90:00,0,2,1,1,0,0,0,0,7,0,0,NA,game_sport_year_ctl_id=16462
2023-09-28,Fresno St. Bulldogs,Nevada,Away,Draw,1,1,NA,1,1,0,15,7,8,0,2,0,0,0,90:00,1,4,0,0,0,0,0,0,5,0,1,NA,1,2,11,5,13,0,1,0,0,0,90:00,1,6,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-10-01,Fresno St. Bulldogs,UNLV,Away,Draw,0,0,NA,1,0,0,10,3,8,0,1,0,0,0,90:00,0,7,0,1,0,0,0,0,2,0,0,NA,0,0,18,7,10,0,1,0,0,0,90:00,0,3,1,1,0,0,0,0,8,0,0,NA,game_sport_year_ctl_id=16462
2023-10-05,Fresno St. Bulldogs,Colorado St.,Home,Loss,0,1,NA,1,0,0,6,4,5,0,2,0,0,0,90:00,1,2,0,0,0,0,0,0,2,0,0,NA,1,0,9,3,7,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,8,0,0,1,game_sport_year_ctl_id=16462
2023-10-08,Fresno St. Bulldogs,Wyoming,Home,Win,2,0,NA,1,2,2,13,8,9,0,1,0,0,0,90:00,0,6,0,1,0,0,0,0,3,0,0,1,0,0,10,6,12,0,2,0,0,0,90:00,2,6,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-12,Fresno St. Bulldogs,Utah St.,Away,Loss,0,2,NA,1,0,0,14,6,9,0,2,0,0,0,90:00,2,7,0,0,0,0,0,0,3,0,1,NA,2,4,25,9,7,0,0,0,0,0,90:00,0,6,0,1,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-10-15,Fresno St. Bulldogs,Boise St.,Away,Loss,1,2,NA,1,1,0,6,4,10,1,2,0,0,0,90:00,2,8,0,0,0,0,0,0,3,0,0,NA,2,2,15,10,17,0,1,0,0,0,90:00,1,3,0,0,0,0,0,0,8,0,0,1,game_sport_year_ctl_id=16462
2023-10-19,Fresno St. Bulldogs,Air Force,Away,Win,4,2,NA,1,4,4,12,7,8,0,2,0,0,0,90:00,2,3,0,0,0,0,0,0,3,1,1,1,2,0,18,5,5,0,0,0,0,0,90:00,4,3,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-22,Fresno St. Bulldogs,Colorado Col.,Home,Win,5,0,NA,1,5,5,16,11,12,0,0,0,0,0,90:00,0,3,1,1,0,0,0,0,7,0,0,1,0,0,8,3,11,0,0,0,0,0,90:00,5,6,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-26,Fresno St. Bulldogs,San Jose St.,Home,Win,3,0,NA,1,3,2,18,7,7,0,3,0,0,0,90:00,0,1,0,1,0,0,0,0,3,0,0,1,0,0,2,1,9,0,1,0,0,0,90:00,3,4,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-10-29,Fresno St. Bulldogs,"Colorado St. Laramie, WY",Away,Loss,0,2,NA,1,0,0,7,2,9,0,0,0,0,0,90:00,2,9,0,0,0,0,0,0,3,0,0,NA,2,1,18,11,10,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-08-17,Furman Paladins,Presbyterian,Away,Win,1,0,NA,1,1,0,8,3,7,0,2,0,0,0,90:00,0,3,0,1,0,0,0,0,6,0,0,1,0,0,10,3,5,0,3,0,0,0,90:00,1,2,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Furman Paladins,Ga. Southern,Home,Win,2,1,NA,1,2,3,9,5,10,0,2,0,0,0,90:00,1,7,0,0,0,0,0,0,4,0,0,1,1,1,20,8,9,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,8,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,Furman Paladins,North Greenville,Home,Win,4,0,NA,1,4,2,17,12,3,0,0,0,0,0,90:00,0,3,1,1,0,0,0,0,11,1,1,1,0,0,6,3,10,0,2,0,0,0,90:00,4,8,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-08-27,Furman Paladins,USC Upstate,Away,Draw,1,1,NA,1,1,0,10,6,7,0,1,0,0,0,90:00,1,8,0,0,0,0,0,0,3,0,0,NA,1,0,16,9,13,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-08-31,Furman Paladins,Clemson,Away,Loss,1,4,NA,1,1,1,1,1,6,0,0,0,0,0,90:00,4,13,0,0,0,0,0,0,1,0,0,NA,4,3,37,17,3,0,1,0,0,0,90:00,1,0,0,0,0,0,0,0,10,0,0,1,game_sport_year_ctl_id=16462
2023-09-03,Furman Paladins,UNC Asheville,Away,Loss,1,2,NA,1,1,1,12,7,10,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,8,0,0,NA,2,3,10,5,10,0,1,0,0,0,90:00,1,6,0,0,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-09-10,Furman Paladins,South Carolina,Away,Loss,0,2,NA,1,0,0,4,1,4,0,0,0,0,0,90:00,2,12,0,0,0,0,0,0,4,0,0,NA,2,1,32,14,7,0,0,0,0,0,90:00,0,1,1,1,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-09-14,Furman Paladins,South Carolina St.,Home,Win,2,0,NA,1,2,1,22,11,7,0,0,0,0,0,90:00,0,0,0,1,0,0,0,0,8,0,0,1,0,0,2,0,12,0,3,0,0,0,90:00,2,9,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-09-21,Furman Paladins,ETSU,Home,Draw,0,0,NA,1,0,0,6,3,11,0,1,0,0,0,90:00,0,2,0,1,0,0,0,0,8,0,0,NA,0,0,4,2,13,0,2,0,0,0,90:00,0,3,0,1,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-24,Furman Paladins,Western Caro.,Away,Win,2,1,NA,1,2,2,8,3,12,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,5,0,0,1,1,1,16,6,13,0,1,0,0,0,90:00,2,1,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-28,Furman Paladins,The Citadel,Home,Draw,1,1,NA,1,1,0,13,6,12,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,6,0,0,NA,1,1,7,3,9,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-01,Furman Paladins,Chattanooga,Away,Draw,1,1,NA,1,1,1,11,6,8,0,0,0,0,0,90:00,1,7,0,0,0,0,0,0,6,0,0,NA,1,1,23,8,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,7,0,0,NA,game_sport_year_ctl_id=16462
2023-10-05,Furman Paladins,Samford,Home,Draw,1,1,NA,1,1,1,7,4,16,0,1,0,0,0,90:00,1,6,0,0,0,0,0,0,3,0,0,NA,1,1,18,7,17,0,1,0,0,0,90:00,1,3,0,0,0,0,0,0,8,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Furman Paladins,UNC Greensboro,Away,Loss,0,1,NA,1,0,0,7,4,5,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,6,0,0,NA,1,1,12,3,16,0,1,0,0,0,90:00,0,4,0,1,0,0,0,0,7,0,0,1,game_sport_year_ctl_id=16462
2023-10-12,Furman Paladins,VMI,Away,Win,3,1,NA,1,3,2,22,9,11,0,1,0,0,0,90:00,1,3,0,0,0,0,0,0,9,0,0,1,1,1,9,4,11,0,1,0,0,0,90:00,3,6,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-10-15,Furman Paladins,Mercer,Home,Win,2,1,NA,1,2,2,12,7,16,0,1,0,0,0,90:00,1,7,0,0,0,0,0,0,2,1,1,1,1,0,20,8,16,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,10,1,1,NA,game_sport_year_ctl_id=16462
2023-10-22,Furman Paladins,Wofford,Away,Draw,1,1,NA,1,1,1,14,5,6,0,2,0,0,0,90:00,1,4,0,0,0,0,0,0,10,0,0,NA,1,0,12,5,13,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-10-27,Furman Paladins,"UNC Greensboro Cullowhee, NC",Away,Draw,2,2,3,1,2,2,8,7,15,0,0,0,0,0,110:00,2,2,0,0,0,0,0,0,3,0,0,NA,2,2,8,4,14,0,1,0,0,0,110:00,2,5,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-10-29,Furman Paladins,Western Caro.,Away,Loss,0,1,NA,1,0,0,7,4,12,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,4,0,0,NA,1,1,11,6,8,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,8,0,0,1,game_sport_year_ctl_id=16462
2023-08-17,Ga. Southern Eagles,UAB,Away,Win,2,0,NA,1,2,0,14,5,9,0,1,0,0,0,90:00,0,3,0,1,0,0,0,0,2,0,1,1,0,0,6,3,10,0,1,0,0,0,90:00,2,3,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Ga. Southern Eagles,Furman,Away,Loss,1,2,NA,1,1,1,20,8,9,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,8,0,0,NA,2,3,9,5,10,0,2,0,0,0,90:00,1,7,0,0,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-08-24,Ga. Southern Eagles,North Florida,Home,Win,4,1,NA,1,4,6,17,10,8,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,4,0,0,1,1,1,7,3,7,0,0,0,0,0,90:00,4,6,0,0,0,0,0,0,5,0,0,NA,game_sport_year_ctl_id=16462
2023-08-27,Ga. Southern Eagles,Miami (FL),Away,Win,2,1,NA,1,2,1,7,3,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,3,0,0,1,1,2,7,5,1,0,0,0,0,0,90:00,2,1,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,Ga. Southern Eagles,Col. of Charleston,Home,Win,3,1,NA,1,3,1,15,7,8,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,7,0,0,1,1,0,15,6,7,0,1,0,0,0,90:00,3,4,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-09-07,Ga. Southern Eagles,Georgia,Home,Loss,0,1,NA,1,0,0,10,5,3,0,0,0,0,0,90:00,1,10,0,0,0,0,0,0,1,0,0,NA,1,0,22,11,6,0,2,0,0,0,90:00,0,5,0,1,0,0,0,0,10,1,1,1,game_sport_year_ctl_id=16462
2023-09-10,Ga. Southern Eagles,Montana,Away,Win,1,0,NA,1,1,1,20,8,11,0,1,0,0,0,90:00,0,2,0,1,0,0,0,0,5,0,0,1,0,0,12,2,5,0,2,0,0,0,90:00,1,7,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-21,Ga. Southern Eagles,South Alabama,Away,Loss,1,2,NA,1,1,1,12,7,4,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,5,0,0,NA,2,2,11,7,7,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-09-24,Ga. Southern Eagles,Old Dominion,Home,Loss,1,2,NA,1,1,1,11,5,3,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,8,0,0,NA,2,1,13,5,9,0,2,0,0,0,90:00,1,4,0,0,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-09-29,Ga. Southern Eagles,App State,Away,Loss,0,1,NA,1,0,0,18,7,10,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,6,0,0,NA,1,1,18,7,6,0,0,0,0,0,90:00,0,7,0,1,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-10-05,Ga. Southern Eagles,Louisiana,Home,Win,3,1,NA,1,3,3,23,10,5,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,7,0,0,1,1,0,9,5,5,0,1,0,0,0,90:00,3,7,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Ga. Southern Eagles,Coastal Carolina,Away,Win,2,1,NA,1,2,3,17,5,14,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,4,0,0,1,1,0,3,2,14,0,2,0,0,0,90:00,2,3,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-11,Ga. Southern Eagles,Georgia St.,Home,Win,2,1,NA,1,2,0,15,5,3,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,7,1,1,1,1,1,15,5,7,0,3,0,0,0,90:00,2,3,0,0,0,0,0,0,10,0,0,NA,game_sport_year_ctl_id=16462
2023-10-15,Ga. Southern Eagles,Southern Miss.,Away,Win,2,1,NA,1,2,3,20,6,10,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,7,0,0,1,1,1,10,6,10,1,3,0,0,0,90:00,2,4,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-19,Ga. Southern Eagles,Marshall,Home,Win,4,1,NA,1,4,3,32,13,6,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,7,0,0,1,1,1,7,5,5,0,1,0,0,0,90:00,4,9,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
