date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,corners,pk,pk_att,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_corners,defensive_pk,defensive_pk_att,team_id
2019-10-05,Duquesne Dukes,St. Bonaventure,Home,Win,4,0,,4.0,4.0,18.0,9.0,13.0,,,2.0,,1.0,,,11.0,2.0,10.0,,1.0,1.0,,,194
2019-10-12,Duquesne Dukes,George Washington,Home,Win,1,0,,1.0,2.0,8.0,1.0,19.0,,2.0,2.0,,,,,9.0,2.0,14.0,,1.0,6.0,,,194
2019-10-15,Duquesne Dukes,Cleveland St.,Away,Loss,0,2,,,,4.0,,22.0,,5.0,1.0,,,2.0,1.0,6.0,4.0,13.0,,1.0,1.0,1.0,1.0,194
2019-10-19,Duquesne Dukes,Massachusetts,Home,Loss,1,2,2,1.0,,19.0,4.0,10.0,,2.0,6.0,1.0,1.0,2.0,2.0,10.0,6.0,20.0,,1.0,4.0,,,194
2019-10-23,Duquesne Dukes,Dayton,Away,Loss,0,2,,,,9.0,3.0,14.0,,3.0,1.0,,,2.0,1.0,21.0,9.0,16.0,,,2.0,,1.0,194
2019-10-26,Duquesne Dukes,Saint Louis,Home,Loss,0,1,,,,7.0,1.0,13.0,,1.0,1.0,,,1.0,,12.0,2.0,12.0,,,7.0,1.0,1.0,194
2019-11-02,Duquesne Dukes,Davidson,Away,Loss,0,5,,,,12.0,2.0,6.0,,2.0,1.0,,,5.0,7.0,19.0,8.0,9.0,,1.0,7.0,1.0,1.0,194
2019-08-30,ETSU Buccaneers,VCU,Away,Loss,0,1,,,,9.0,2.0,11.0,,3.0,4.0,,,1.0,,14.0,6.0,10.0,,1.0,11.0,,,198
2019-09-02,ETSU Buccaneers,Old Dominion,Away,Win,3,2,2,3.0,,25.0,11.0,14.0,,3.0,11.0,2.0,2.0,2.0,1.0,10.0,5.0,17.0,,2.0,5.0,1.0,2.0,198
2019-09-07,ETSU Buccaneers,Lipscomb,Home,Loss,0,3,,,,4.0,2.0,13.0,,1.0,2.0,,,3.0,2.0,17.0,8.0,15.0,,4.0,6.0,1.0,1.0,198
2019-09-10,ETSU Buccaneers,Marshall,Away,Loss,1,2,,1.0,,9.0,3.0,14.0,,1.0,6.0,,,2.0,2.0,13.0,5.0,14.0,,3.0,4.0,,,198
2019-09-17,ETSU Buccaneers,Presbyterian,Home,Win,3,0,,3.0,2.0,19.0,10.0,15.0,,1.0,7.0,1.0,1.0,,,8.0,4.0,8.0,,1.0,7.0,,1.0,198
2019-09-21,ETSU Buccaneers,High Point,Away,Win,2,0,,2.0,1.0,13.0,8.0,14.0,,2.0,7.0,,,,,17.0,4.0,10.0,,2.0,7.0,,,198
2019-09-28,ETSU Buccaneers,Georgia St.,Home,Draw,2,2,2,2.0,2.0,20.0,9.0,13.0,,5.0,6.0,1.0,1.0,2.0,1.0,5.0,4.0,19.0,,1.0,,,,198
2019-10-01,ETSU Buccaneers,App State,Away,Draw,1,1,2,1.0,,22.0,9.0,19.0,,2.0,4.0,,,1.0,1.0,16.0,6.0,19.0,,3.0,5.0,,,198
2019-10-05,ETSU Buccaneers,Kentucky,Home,Loss,0,1,,,,7.0,1.0,9.0,,2.0,5.0,,,1.0,1.0,8.0,4.0,13.0,,1.0,5.0,,,198
2019-10-08,ETSU Buccaneers,NC State,Away,Loss,0,1,,,,5.0,,20.0,,3.0,1.0,,,1.0,,7.0,3.0,12.0,,4.0,6.0,,,198
2019-10-12,ETSU Buccaneers,Furman,Away,Loss,0,1,,,,9.0,3.0,17.0,,,3.0,,,1.0,2.0,11.0,7.0,16.0,,3.0,5.0,,,198
2019-10-15,ETSU Buccaneers,Davidson,Away,Win,2,1,,2.0,1.0,14.0,3.0,11.0,,2.0,6.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,,2.0,2.0,,,198
2019-10-19,ETSU Buccaneers,VMI,Away,Win,3,0,,3.0,3.0,21.0,8.0,15.0,,,10.0,,,,,5.0,2.0,17.0,,,,,,198
2019-10-22,ETSU Buccaneers,Mercer,Home,Win,2,0,,2.0,3.0,12.0,5.0,13.0,,2.0,3.0,,,,,15.0,4.0,9.0,,1.0,6.0,,,198
2019-10-26,ETSU Buccaneers,UNC Greensboro,Home,Loss,0,1,,,,6.0,,12.0,1.0,3.0,3.0,,,1.0,1.0,11.0,4.0,12.0,,3.0,5.0,,,198
2019-10-29,ETSU Buccaneers,Belmont,Away,Win,1,0,2,1.0,1.0,9.0,4.0,8.0,,,5.0,,,,,10.0,5.0,12.0,,,4.0,,,198
2019-11-02,ETSU Buccaneers,Wofford,Home,Win,2,1,1,2.0,2.0,17.0,7.0,13.0,,,7.0,,,1.0,,11.0,5.0,12.0,,,4.0,1.0,1.0,198
2019-11-08,ETSU Buccaneers,Belmont,Home,Loss,0,2,,,,13.0,3.0,11.0,,1.0,5.0,,,2.0,2.0,11.0,6.0,14.0,,1.0,3.0,1.0,1.0,198
2019-08-30,Eastern Ill. Panthers,Evansville,Away,Loss,1,3,,1.0,1.0,5.0,2.0,14.0,,2.0,1.0,,,3.0,1.0,11.0,7.0,18.0,,2.0,7.0,1.0,1.0,201
2019-09-02,Eastern Ill. Panthers,Xavier,Away,Loss,0,3,,,,2.0,1.0,17.0,,2.0,1.0,,,3.0,4.0,18.0,6.0,10.0,,2.0,6.0,,,201
2019-09-08,Eastern Ill. Panthers,Ohio St.,Home,Loss,2,3,,2.0,1.0,5.0,1.0,16.0,,2.0,2.0,1.0,1.0,3.0,4.0,23.0,8.0,14.0,,,8.0,,,201
2019-09-10,Eastern Ill. Panthers,St. Xavier,Home,Win,2,0,,2.0,3.0,15.0,9.0,12.0,,2.0,5.0,,,,,1.0,,6.0,,,2.0,,,201
2019-09-13,Eastern Ill. Panthers,Bradley,Away,Win,1,0,,1.0,2.0,6.0,2.0,16.0,,,2.0,,,,,19.0,6.0,11.0,,1.0,12.0,,,201
2019-09-15,Eastern Ill. Panthers,Northwestern,Away,Loss,0,1,,,,2.0,,8.0,,2.0,4.0,,,1.0,2.0,7.0,4.0,12.0,,2.0,7.0,,,201
2019-09-24,Eastern Ill. Panthers,Belmont,Home,Win,3,2,1,3.0,3.0,11.0,7.0,14.0,,,5.0,,,2.0,2.0,12.0,8.0,24.0,,,,,,201
2019-09-28,Eastern Ill. Panthers,Denver,Away,Draw,0,0,2,,,3.0,,12.0,2.0,,,,,,,27.0,8.0,16.0,,1.0,13.0,,,201
2019-10-01,Eastern Ill. Panthers,IU Indy,Home,Win,1,0,,1.0,1.0,9.0,7.0,14.0,,1.0,3.0,,,,,8.0,2.0,18.0,,2.0,5.0,,,201
2019-10-05,Eastern Ill. Panthers,Oral Roberts,Home,Loss,0,2,,,,2.0,1.0,21.0,,,,,,2.0,4.0,14.0,8.0,12.0,,1.0,8.0,,,201
2019-10-08,Eastern Ill. Panthers,NIU,Away,Loss,1,5,,1.0,1.0,12.0,5.0,13.0,,1.0,4.0,,,5.0,3.0,14.0,8.0,9.0,,1.0,3.0,,,201
2019-10-15,Eastern Ill. Panthers,Milwaukee,Home,Loss,0,2,,,,6.0,1.0,12.0,,1.0,4.0,,,2.0,3.0,20.0,7.0,13.0,,2.0,9.0,,,201
2019-10-19,Eastern Ill. Panthers,Omaha,Home,Draw,0,0,2,,,7.0,3.0,17.0,,4.0,3.0,,,,,15.0,8.0,10.0,,2.0,6.0,,1.0,201
2019-10-26,Eastern Ill. Panthers,Western Ill.,Away,Loss,1,2,,1.0,1.0,14.0,4.0,11.0,1.0,4.0,4.0,,,2.0,2.0,15.0,8.0,13.0,1.0,1.0,2.0,,,201
2019-11-02,Eastern Ill. Panthers,Purdue Fort Wayne,Away,Win,1,0,,1.0,,9.0,3.0,10.0,,,1.0,,,,,14.0,4.0,11.0,,,2.0,,,201
2019-11-05,Eastern Ill. Panthers,Green Bay,Away,Loss,1,2,1,1.0,,6.0,2.0,3.0,,,2.0,,,2.0,2.0,9.0,5.0,3.0,,1.0,3.0,,,201
2019-08-30,Elon Phoenix,CSU Bakersfield,Home,Win,3,2,,3.0,4.0,16.0,6.0,18.0,,1.0,5.0,,,2.0,2.0,8.0,5.0,17.0,,5.0,7.0,,,1068
2019-09-01,Elon Phoenix,Furman,Home,Draw,3,3,2,3.0,2.0,19.0,7.0,28.0,,5.0,8.0,1.0,1.0,3.0,2.0,13.0,4.0,22.0,1.0,4.0,3.0,1.0,1.0,1068
2019-09-07,Elon Phoenix,Rutgers,Home,Loss,0,1,,,,8.0,3.0,12.0,,3.0,5.0,,,1.0,,10.0,6.0,17.0,,1.0,2.0,,,1068
2019-09-11,Elon Phoenix,High Point,Home,Loss,0,1,,,,19.0,8.0,12.0,,3.0,9.0,,,1.0,1.0,7.0,3.0,15.0,,6.0,4.0,,,1068
2019-09-14,Elon Phoenix,James Madison,Home,Loss,0,6,,,,9.0,2.0,13.0,,1.0,5.0,,,6.0,4.0,12.0,7.0,12.0,,1.0,6.0,,,1068
2019-09-17,Elon Phoenix,App State,Home,Win,1,0,,1.0,,14.0,7.0,7.0,,2.0,6.0,,1.0,,,9.0,2.0,8.0,1.0,3.0,2.0,,,1068
2019-09-21,Elon Phoenix,Hofstra,Away,Loss,2,3,,2.0,2.0,8.0,3.0,13.0,,1.0,3.0,,,3.0,4.0,14.0,6.0,8.0,,,7.0,,,1068
2019-09-25,Elon Phoenix,UNC Greensboro,Home,Win,3,0,,3.0,3.0,12.0,4.0,9.0,,1.0,10.0,,,,,11.0,5.0,2.0,,,9.0,,,1068
2019-09-28,Elon Phoenix,Delaware,Away,Loss,2,3,,2.0,2.0,13.0,9.0,7.0,,1.0,11.0,,,3.0,2.0,5.0,4.0,14.0,,2.0,2.0,,,1068
2019-10-05,Elon Phoenix,Drexel,Home,Loss,1,2,,1.0,2.0,15.0,5.0,13.0,,4.0,8.0,,,2.0,1.0,5.0,3.0,7.0,,2.0,5.0,,,1068
2019-10-09,Elon Phoenix,William & Mary,Away,Loss,1,2,1,1.0,1.0,13.0,4.0,22.0,,5.0,4.0,,,2.0,,11.0,4.0,16.0,,1.0,3.0,,,1068
2019-10-12,Elon Phoenix,Liberty,Away,Win,2,0,,2.0,,6.0,1.0,5.0,,1.0,5.0,,,,,8.0,2.0,11.0,,3.0,2.0,,,1068
2019-10-15,Elon Phoenix,Duke,Home,Win,3,2,,3.0,1.0,16.0,8.0,13.0,,2.0,3.0,1.0,1.0,2.0,2.0,6.0,4.0,13.0,,2.0,12.0,,,1068
2019-10-19,Elon Phoenix,Northeastern,Home,Win,3,1,,3.0,1.0,15.0,7.0,8.0,,2.0,4.0,1.0,1.0,1.0,1.0,10.0,3.0,8.0,,2.0,6.0,,,1068
2019-10-22,Elon Phoenix,NC State,Away,Loss,2,3,,2.0,1.0,10.0,4.0,12.0,1.0,3.0,6.0,,,3.0,3.0,17.0,8.0,13.0,,3.0,8.0,,,1068
2019-11-02,Elon Phoenix,UNCW,Away,Loss,0,1,2,,,5.0,3.0,16.0,,1.0,5.0,,,1.0,,16.0,6.0,16.0,,1.0,6.0,1.0,1.0,1068
2019-11-05,Elon Phoenix,Col. of Charleston,Home,Win,4,1,,4.0,5.0,22.0,9.0,6.0,,,10.0,,,1.0,1.0,4.0,2.0,7.0,,1.0,6.0,,,1068
2019-08-30,Evansville Purple Aces,Eastern Ill.,Home,Win,3,1,,3.0,1.0,11.0,7.0,18.0,,2.0,7.0,1.0,1.0,1.0,1.0,5.0,2.0,14.0,,2.0,1.0,,,219
2019-09-02,Evansville Purple Aces,Butler,Away,Loss,0,2,,,,7.0,2.0,19.0,,2.0,6.0,,,2.0,2.0,15.0,8.0,15.0,,,2.0,,,219
2019-09-06,Evansville Purple Aces,SIUE,Away,Loss,3,4,,,,,,,,,,,,,,,,,,,,,,219
2019-09-10,Evansville Purple Aces,Lipscomb,Away,Draw,1,1,2,1.0,,25.0,7.0,14.0,,1.0,7.0,,,1.0,2.0,17.0,5.0,18.0,,2.0,5.0,,,219
2019-09-14,Evansville Purple Aces,UNC Asheville,Home,Win,1,0,,1.0,2.0,16.0,6.0,9.0,,1.0,7.0,,,,,7.0,,17.0,,1.0,1.0,,,219
2019-09-18,Evansville Purple Aces,Loyola Chicago,Home,Loss,1,2,,1.0,1.0,6.0,3.0,13.0,,2.0,3.0,,,2.0,1.0,11.0,5.0,11.0,,,5.0,,,219
2019-09-22,Evansville Purple Aces,Valparaiso,Away,Loss,1,2,,1.0,,9.0,7.0,24.0,,2.0,1.0,,,2.0,1.0,19.0,6.0,14.0,,2.0,5.0,,,219
2019-09-29,Evansville Purple Aces,Santa Clara,Home,Loss,0,2,,,,4.0,2.0,16.0,,1.0,3.0,,,2.0,1.0,19.0,10.0,13.0,,1.0,5.0,1.0,1.0,219
2019-10-05,Evansville Purple Aces,Missouri St.,Home,Loss,0,4,,,,12.0,6.0,10.0,,1.0,4.0,,,4.0,2.0,19.0,10.0,9.0,,1.0,3.0,1.0,2.0,219
2019-10-09,Evansville Purple Aces,Drake,Away,Loss,0,1,,,,12.0,3.0,18.0,,2.0,1.0,,,1.0,,5.0,4.0,12.0,,,4.0,1.0,1.0,219
2019-10-13,Evansville Purple Aces,Bradley,Home,Loss,0,1,,,,6.0,1.0,14.0,,3.0,9.0,,,1.0,1.0,9.0,4.0,9.0,,2.0,4.0,,,219
2019-10-19,Evansville Purple Aces,Drake,Home,Loss,0,2,,,,15.0,3.0,16.0,,6.0,8.0,,,2.0,2.0,12.0,7.0,16.0,,3.0,9.0,1.0,1.0,219
2019-10-22,Evansville Purple Aces,Indiana,Away,Loss,1,5,,1.0,,5.0,3.0,13.0,,,3.0,1.0,1.0,5.0,6.0,18.0,10.0,11.0,,1.0,7.0,,,219
2019-10-26,Evansville Purple Aces,Missouri St.,Away,Loss,1,2,,1.0,2.0,14.0,6.0,18.0,,2.0,3.0,,,2.0,3.0,10.0,4.0,14.0,,1.0,3.0,,,219
2019-10-30,Evansville Purple Aces,Loyola Chicago,Away,Loss,0,1,,,,5.0,2.0,22.0,,,2.0,,,1.0,1.0,5.0,2.0,20.0,,1.0,2.0,,,219
2019-11-03,Evansville Purple Aces,Valparaiso,Home,Loss,0,1,,,,8.0,3.0,14.0,,2.0,2.0,,,1.0,1.0,18.0,6.0,11.0,,1.0,6.0,,,219
2019-11-09,Evansville Purple Aces,Bradley,Away,Loss,1,2,,1.0,1.0,9.0,3.0,9.0,1.0,,7.0,,,2.0,2.0,8.0,6.0,17.0,,,7.0,1.0,1.0,219
2019-11-13,Evansville Purple Aces,Bradley,Home,Loss,0,2,,,,11.0,5.0,13.0,,1.0,5.0,,1.0,2.0,1.0,13.0,3.0,11.0,,3.0,6.0,1.0,1.0,219
2019-08-30,FDU Knights,Bucknell,Away,Win,2,1,,2.0,2.0,12.0,7.0,14.0,,2.0,2.0,,,1.0,1.0,9.0,5.0,11.0,,,2.0,,,222
2019-09-03,FDU Knights,Lafayette,Away,Loss,0,1,,,,9.0,5.0,14.0,,1.0,3.0,,,1.0,1.0,13.0,7.0,16.0,,1.0,7.0,,,222
2019-09-06,FDU Knights,UConn,Away,Win,2,1,,2.0,2.0,5.0,3.0,4.0,,1.0,2.0,,,1.0,2.0,12.0,3.0,3.0,,1.0,10.0,,,222
2019-09-08,FDU Knights,Gonzaga,Home,Win,3,1,,3.0,2.0,14.0,5.0,14.0,,2.0,4.0,1.0,1.0,1.0,1.0,10.0,3.0,9.0,,1.0,5.0,,,222
2019-09-14,FDU Knights,Cornell,Away,Loss,0,1,,,,7.0,3.0,15.0,,2.0,4.0,,,1.0,1.0,22.0,15.0,20.0,,2.0,8.0,,,222
2019-09-17,FDU Knights,NJIT,Home,Win,2,1,,2.0,2.0,11.0,5.0,20.0,,,2.0,,,1.0,1.0,14.0,3.0,12.0,,,5.0,,,222
2019-09-21,FDU Knights,Princeton,Home,Loss,0,4,,,,14.0,5.0,11.0,,,2.0,,1.0,4.0,3.0,14.0,5.0,10.0,,,5.0,,,222
2019-09-29,FDU Knights,Robert Morris,Away,Draw,0,0,2,,,21.0,2.0,14.0,,2.0,5.0,,,,,17.0,5.0,17.0,,1.0,6.0,,,222
2019-10-02,FDU Knights,Iona,Home,Loss,1,2,,1.0,,13.0,2.0,15.0,,1.0,6.0,1.0,1.0,2.0,1.0,14.0,7.0,17.0,,1.0,6.0,,,222
2019-10-06,FDU Knights,Saint Francis,Away,Loss,1,3,,1.0,,14.0,4.0,22.0,,2.0,4.0,1.0,1.0,3.0,3.0,9.0,4.0,15.0,,,3.0,1.0,1.0,222
2019-10-11,FDU Knights,Sacred Heart,Away,Draw,0,0,2,,,21.0,6.0,16.0,,,6.0,,,,,7.0,3.0,9.0,,1.0,5.0,,,222
2019-10-13,FDU Knights,Central Conn. St.,Home,Win,5,1,,5.0,6.0,24.0,13.0,10.0,,,5.0,,,1.0,1.0,6.0,2.0,2.0,,,,,,222
2019-10-18,FDU Knights,LIU,Home,Loss,0,1,,,,15.0,2.0,12.0,,2.0,6.0,,,1.0,2.0,10.0,5.0,7.0,,,8.0,,,222
2019-10-26,FDU Knights,St. Francis Brooklyn,Home,Win,4,3,1,4.0,6.0,17.0,8.0,17.0,,2.0,5.0,,,3.0,2.0,16.0,8.0,9.0,,,2.0,,,222
2019-11-01,FDU Knights,Bryant,Away,Loss,0,1,,,,12.0,3.0,5.0,,,1.0,,,1.0,1.0,9.0,3.0,18.0,,1.0,1.0,,,222
2019-11-03,FDU Knights,Merrimack,Away,Loss,1,2,2,1.0,,4.0,2.0,16.0,,2.0,3.0,,,2.0,1.0,21.0,8.0,14.0,,,9.0,1.0,1.0,222
2019-11-10,FDU Knights,Mount St. Mary's,Home,Win,5,0,,5.0,6.0,25.0,13.0,12.0,,2.0,6.0,,,,,20.0,7.0,5.0,,1.0,8.0,,,222
2019-11-15,FDU Knights,Saint Francis,Away,Draw,0,0,3,,,14.0,4.0,12.0,,2.0,8.0,,,,,25.0,7.0,7.0,,1.0,10.0,,,222
2019-11-17,FDU Knights,LIU,Home,Draw,1,1,3,1.0,2.0,19.0,7.0,16.0,,1.0,7.0,,,1.0,2.0,12.0,3.0,13.0,,1.0,2.0,,,222
2019-11-21,FDU Knights,New Hampshire,Away,Loss,0,1,,,,6.0,4.0,10.0,,1.0,1.0,,,1.0,,26.0,7.0,5.0,,1.0,9.0,,,222
2019-08-30,FGCU Eagles,Michigan,Away,Win,4,3,,4.0,2.0,7.0,5.0,19.0,,4.0,1.0,,,3.0,4.0,16.0,9.0,14.0,,2.0,9.0,,,28755
2019-09-02,FGCU Eagles,Michigan St.,Away,Draw,1,1,2,1.0,,16.0,5.0,23.0,,6.0,7.0,1.0,1.0,1.0,,14.0,3.0,14.0,,2.0,3.0,1.0,1.0,28755
2019-09-06,FGCU Eagles,Seton Hall,Home,Win,1,0,,1.0,,12.0,7.0,17.0,,3.0,5.0,,,,,8.0,3.0,5.0,,,6.0,,,28755
2019-09-08,FGCU Eagles,Ga. Southern,Home,Win,5,1,,5.0,5.0,21.0,15.0,6.0,,,7.0,,,1.0,1.0,9.0,6.0,8.0,,2.0,3.0,,,28755
2019-09-13,FGCU Eagles,UC Riverside,Away,Loss,0,2,,,,12.0,3.0,13.0,,2.0,7.0,,,2.0,3.0,13.0,7.0,10.0,,1.0,5.0,,,28755
2019-09-15,FGCU Eagles,Cal St. Fullerton,Away,Loss,0,2,,,,9.0,5.0,9.0,1.0,2.0,4.0,,,2.0,1.0,15.0,7.0,12.0,,1.0,4.0,1.0,1.0,28755
2019-09-18,FGCU Eagles,UCF,Home,Loss,1,4,,1.0,1.0,18.0,8.0,20.0,1.0,1.0,5.0,,,4.0,7.0,11.0,8.0,12.0,1.0,3.0,1.0,,,28755
2019-09-25,FGCU Eagles,Fla. Atlantic,Away,Loss,1,3,,1.0,1.0,14.0,9.0,8.0,,1.0,8.0,,,3.0,5.0,13.0,5.0,10.0,1.0,3.0,5.0,,,28755
2019-09-28,FGCU Eagles,North Florida,Away,Draw,1,1,2,1.0,,9.0,3.0,22.0,1.0,2.0,5.0,,,1.0,1.0,16.0,6.0,16.0,,3.0,8.0,,,28755
2019-10-01,FGCU Eagles,South Fla.,Away,Loss,0,1,,,,12.0,1.0,14.0,1.0,2.0,7.0,,,1.0,1.0,12.0,3.0,12.0,,2.0,5.0,,,28755
2019-10-05,FGCU Eagles,Lipscomb,Home,Win,3,2,,3.0,4.0,17.0,5.0,9.0,,,3.0,,,2.0,1.0,15.0,5.0,8.0,,2.0,4.0,,,28755
2019-10-08,FGCU Eagles,FIU,Home,Loss,2,3,2,2.0,2.0,17.0,7.0,9.0,,2.0,6.0,,,3.0,4.0,14.0,8.0,13.0,,1.0,6.0,,,28755
2019-10-12,FGCU Eagles,Jacksonville,Home,Win,4,2,,4.0,2.0,22.0,10.0,17.0,,1.0,9.0,,,2.0,2.0,14.0,6.0,8.0,,1.0,3.0,,,28755
2019-10-19,FGCU Eagles,Liberty,Away,Win,2,0,,2.0,3.0,10.0,4.0,14.0,,1.0,1.0,,,,,5.0,1.0,9.0,,,6.0,,,28755
2019-10-22,FGCU Eagles,Charlotte,Home,Win,1,0,,1.0,1.0,12.0,6.0,17.0,,1.0,6.0,,,,,8.0,2.0,12.0,,1.0,4.0,,,28755
2019-10-26,FGCU Eagles,NJIT,Home,Loss,1,2,,1.0,1.0,18.0,7.0,16.0,1.0,3.0,7.0,,,2.0,2.0,11.0,5.0,6.0,1.0,1.0,6.0,,,28755
2019-11-02,FGCU Eagles,Stetson,Away,Win,4,2,,4.0,3.0,21.0,12.0,17.0,,1.0,5.0,,,2.0,1.0,14.0,7.0,10.0,,2.0,4.0,,,28755
2019-11-10,FGCU Eagles,North Florida,Home,Win,2,1,,2.0,2.0,14.0,6.0,22.0,1.0,4.0,3.0,,,1.0,1.0,6.0,3.0,14.0,1.0,3.0,2.0,,,28755
2019-11-16,FGCU Eagles,NJIT,Away,Loss,1,2,,1.0,1.0,15.0,8.0,10.0,,1.0,3.0,,,2.0,2.0,12.0,8.0,8.0,,3.0,3.0,,,28755
2019-08-30,FIU Panthers,St. Bonaventure,Home,Win,5,1,,5.0,5.0,19.0,11.0,4.0,,2.0,7.0,1.0,1.0,1.0,,11.0,4.0,5.0,,3.0,3.0,,,231
2019-08-31,FIU Panthers,James Madison,Home,Win,3,1,,3.0,3.0,12.0,8.0,1.0,,1.0,9.0,,,1.0,1.0,10.0,4.0,3.0,1.0,3.0,3.0,,,231
2019-09-06,FIU Panthers,Jacksonville,Away,Draw,3,3,2,3.0,4.0,17.0,11.0,20.0,,2.0,5.0,,,3.0,2.0,12.0,9.0,14.0,,2.0,1.0,1.0,1.0,231
2019-09-08,FIU Panthers,Seton Hall,Home,Win,2,1,,2.0,2.0,15.0,5.0,7.0,,8.0,3.0,,,1.0,,14.0,4.0,8.0,,2.0,,1.0,1.0,231
2019-09-14,FIU Panthers,Fla. Atlantic,Away,Win,6,1,,6.0,4.0,22.0,15.0,9.0,,,7.0,2.0,2.0,1.0,1.0,10.0,7.0,14.0,1.0,2.0,3.0,,,231
2019-09-17,FIU Panthers,North Florida,Home,Draw,1,1,2,1.0,1.0,9.0,2.0,7.0,,2.0,4.0,,,1.0,1.0,12.0,4.0,7.0,,3.0,6.0,,,231
2019-09-21,FIU Panthers,Old Dominion,Home,Win,5,0,,5.0,6.0,17.0,9.0,,,,8.0,,,,,7.0,2.0,,,2.0,3.0,,,231
2019-09-24,FIU Panthers,Stetson,Home,Win,2,0,,2.0,2.0,10.0,4.0,6.0,,,4.0,,,,,3.0,,3.0,,2.0,2.0,,,231
2019-09-28,FIU Panthers,UAB,Away,Win,2,0,,2.0,1.0,13.0,7.0,7.0,,3.0,6.0,,,,,9.0,3.0,10.0,,1.0,3.0,,,231
2019-10-05,FIU Panthers,Akron,Away,Draw,1,1,2,1.0,2.0,10.0,2.0,18.0,,2.0,6.0,,,1.0,,22.0,7.0,16.0,,,8.0,1.0,1.0,231
2019-10-08,FIU Panthers,FGCU,Away,Win,3,2,2,3.0,4.0,14.0,8.0,13.0,,1.0,6.0,,,2.0,2.0,17.0,7.0,9.0,,2.0,6.0,,,231
2019-10-13,FIU Panthers,Kentucky,Away,Win,2,1,,2.0,3.0,6.0,3.0,16.0,,2.0,6.0,,,1.0,1.0,15.0,8.0,9.0,,1.0,9.0,,,231
2019-10-18,FIU Panthers,Charlotte,Home,Draw,0,0,2,,,15.0,5.0,11.0,,,5.0,,,,,4.0,1.0,11.0,,,5.0,,,231
2019-10-22,FIU Panthers,South Fla.,Away,Draw,2,2,2,2.0,2.0,14.0,7.0,4.0,,3.0,2.0,,1.0,2.0,2.0,19.0,9.0,8.0,,2.0,10.0,,,231
2019-11-01,FIU Panthers,South Carolina,Away,Loss,0,1,,,,18.0,9.0,2.0,,,7.0,,,1.0,2.0,8.0,6.0,8.0,,1.0,6.0,,,231
2019-11-08,FIU Panthers,Marshall,Home,Loss,1,2,,1.0,1.0,17.0,7.0,10.0,,,10.0,,,2.0,2.0,15.0,6.0,11.0,,,3.0,,,231
2019-11-13,FIU Panthers,South Carolina,Home,Win,3,0,,3.0,3.0,16.0,8.0,6.0,,,4.0,,,,,6.0,2.0,6.0,,,2.0,,,231
2019-11-15,FIU Panthers,Charlotte,Home,Loss,0,1,,,,13.0,3.0,6.0,,2.0,8.0,,,1.0,1.0,11.0,3.0,9.0,,,5.0,,,231
2019-08-30,Fairfield Stags,Rhode Island,Away,Draw,1,1,2,1.0,2.0,14.0,6.0,10.0,,1.0,3.0,,,1.0,2.0,29.0,16.0,10.0,,1.0,11.0,,,220
2019-09-04,Fairfield Stags,Saint Joseph's,Away,Win,1,0,1,1.0,,19.0,11.0,7.0,,1.0,1.0,1.0,1.0,,,8.0,3.0,16.0,,1.0,4.0,,,220
2019-09-07,Fairfield Stags,Stony Brook,Home,Draw,2,2,2,2.0,3.0,14.0,10.0,17.0,,2.0,9.0,,,2.0,2.0,15.0,8.0,25.0,,4.0,2.0,,,220
2019-09-14,Fairfield Stags,New Hampshire,Home,Loss,0,4,,,,4.0,2.0,13.0,,1.0,2.0,,,4.0,2.0,14.0,8.0,16.0,,2.0,2.0,,,220
2019-09-18,Fairfield Stags,Yale,Away,Loss,0,1,,,,6.0,3.0,8.0,1.0,2.0,2.0,,,1.0,1.0,14.0,6.0,9.0,,2.0,6.0,,,220
2019-09-21,Fairfield Stags,Hartford,Away,Loss,0,2,,,,13.0,5.0,14.0,,1.0,,,,2.0,1.0,7.0,2.0,20.0,,3.0,4.0,,,220
2019-09-24,Fairfield Stags,Army West Point,Away,Win,1,0,,1.0,1.0,10.0,2.0,15.0,,3.0,2.0,,,,,12.0,7.0,15.0,,2.0,8.0,,,220
2019-10-02,Fairfield Stags,Rider,Home,Draw,0,0,2,,,14.0,8.0,8.0,,2.0,5.0,,,,,15.0,7.0,18.0,,4.0,5.0,,,220
2019-10-05,Fairfield Stags,Saint Peter's,Home,Loss,3,4,1,3.0,4.0,14.0,6.0,7.0,,2.0,5.0,,,4.0,3.0,11.0,5.0,7.0,,1.0,7.0,,,220
2019-10-12,Fairfield Stags,Iona,Away,Draw,0,0,2,,,12.0,3.0,21.0,,2.0,3.0,,,,,21.0,6.0,21.0,,3.0,11.0,,,220
2019-10-16,Fairfield Stags,Marist,Away,Loss,1,2,1,1.0,1.0,11.0,4.0,14.0,,,5.0,,,2.0,2.0,12.0,5.0,8.0,,1.0,10.0,,,220
2019-10-19,Fairfield Stags,Monmouth,Home,Win,3,1,,3.0,3.0,12.0,5.0,14.0,,1.0,2.0,,,1.0,1.0,10.0,5.0,15.0,,,6.0,,,220
