season,team,team_id,full_name,roster_name,first_name,last_name,yr,pos,number,ht,gp,gs,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,corners,pk,pk_att,gwg
2025,Northwestern Wildcats,509,Tre Barrett,Tre Barrett,Tre,Barrett,So,F,28,511,8,0,NA,1,6,1,5,NA,1,NA,NA,NA,NA
2025,Northwestern Wildcats,509,Yuval Nimrodi,Yuval Nimrodi,Yuval,Nimrodi,Jr,M,10,57,5,0,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA
2025,Northwestern Wildcats,509,Dimas van der Heide,Dimas van der Heide,Dimas,van der Heide,Fr,D,5,64,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Northwestern Wildcats,509,Henri Richter,Henri Richter,Henri,Richter,Sr,M,20,60,2,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
2025,Northwestern Wildcats,509,Dalton Bulowski,Dalton Bulowski,Dalton,Bulowski,Fr,D,4,60,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Northwestern Wildcats,509,Aidan O'Neill,Aidan O'Neill,Aidan,O'Neill,So,M,22,510,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Northwestern Wildcats,509,Josue Hangi,Josue Hangi,Josue,Hangi,Sr,GK,0,61,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Wyatt Lewis,Wyatt Lewis,Wyatt,Lewis,Jr,M,6,61,18,18,1,2,11,7,16,NA,3,NA,NA,NA,1
2025,Notre Dame Fighting Irish,513,Nolan Spicer,Nolan Spicer,Nolan,Spicer,Jr,M,22,58,18,17,2,7,17,5,10,NA,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,KK Baffour,KK Baffour,KK,Baffour,Sr,M,10,58,18,18,1,3,28,9,26,NA,2,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Mitch Ferguson,Mitch Ferguson,Mitch,Ferguson,Sr,D,2,64,18,18,5,1,19,10,5,NA,1,NA,NA,NA,2
2025,Notre Dame Fighting Irish,513,Ian Shaul,Ian Shaul,Ian,Shaul,So,M,15,58,18,18,NA,3,8,1,17,NA,2,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Wyatt Borso,Wyatt Borso,Wyatt,Borso,Sr,F,9,61,18,17,5,NA,35,10,21,NA,1,NA,NA,NA,1
2025,Notre Dame Fighting Irish,513,Jack Flanagan,Jack Flanagan,Jack,Flanagan,Jr,F,11,510,18,2,1,1,13,7,19,NA,1,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Blake Kelly,Blake Kelly,Blake,Kelly,So,GK,1,62,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Diego Ochoa,Diego Ochoa,Diego,Ochoa,Sr,D,18,61,16,15,1,1,6,5,6,1,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Alex Rosin,Alex Rosin,Alex,Rosin,Fr,D,17,NA,16,8,2,3,6,3,9,NA,1,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Sean McDowd,Sean McDowd,Sean,McDowd,Jr,D,3,60,16,10,NA,NA,5,2,5,NA,1,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Ren Sylvester,Ren Sylvester,Ren,Sylvester,Fr,F,19,NA,15,3,2,2,8,4,2,NA,NA,NA,NA,NA,1
2025,Notre Dame Fighting Irish,513,Nate Zimmermann,Nate Zimmermann,Nate,Zimmermann,Jr,F,7,59,15,2,NA,NA,8,2,5,NA,1,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Luke Burton,Luke Burton,Luke,Burton,Fr,F,27,NA,15,10,3,3,19,7,14,NA,1,NA,NA,NA,2
2025,Notre Dame Fighting Irish,513,Will Schroeder,Will Schroeder,Will,Schroeder,So,M,14,61,14,10,NA,NA,8,2,14,NA,2,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Brady Hilden,Brady Hilden,Brady,Hilden,So,M,20,510,14,1,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Sebastian Green,Sebastian Green,Sebastian,Green,Sr,M,24,59,12,10,NA,1,3,NA,5,NA,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Martin von Thun,Martin von Thun,Martin,von Thun,Sr,D,13,NA,12,1,1,NA,4,2,2,1,1,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Stevie Dunphy,Stevie Dunphy,Stevie,Dunphy,So,F,23,511,11,0,1,NA,2,1,3,1,NA,NA,NA,NA,1
2025,Notre Dame Fighting Irish,513,Karson Baquero,Karson Baquero,Karson,Baquero,Fr,M,21,NA,9,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Nico Bartlett,Nico Bartlett,Nico,Bartlett,Jr,M,8,55,8,1,NA,NA,4,2,4,NA,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Daniel Boateng,Daniel Boateng,Daniel,Boateng,Sr,M,12,56,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Notre Dame Fighting Irish,513,Liam Egan,Liam Egan,Liam,Egan,Sr,GK,30,65,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Noah Roka,Noah Roka,Noah,Roka,Jr,D,7,58,18,12,NA,3,5,2,8,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Abdul Al-Rashed,Abdul Al-Rashed,Abdul,Al-Rashed,Sr,M,22,59,18,10,NA,1,16,9,15,NA,2,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Malik Sylvester,Malik Sylvester,Malik,Sylvester,Sr,D,24,62,18,18,1,NA,3,2,3,NA,1,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Jace Foster,Jace Foster,Jace,Foster,Sr,D,21,58,18,18,NA,2,8,6,11,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Andriy Bilous,Andriy Bilous,Andriy,Bilous,Jr,F,27,63,18,17,3,4,31,10,20,NA,2,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Julian Kanzler,Julian Kanzler,Julian,Kanzler,Jr,M,18,NA,18,5,NA,1,9,NA,6,NA,2,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Gabriel Baylon,Gabriel Baylon,Gabriel,Baylon,Sr,M,6,58,17,17,1,2,21,6,11,NA,3,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Marco Mazzei,Marco Mazzei,Marco,Mazzei,Sr,F,10,58,17,17,3,3,26,15,17,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Christopher Jean Leger,Christopher Jean Leger,Christopher,Jean Leger,Fr,F,17,59,15,9,2,NA,23,10,13,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Tim Allos,Tim Allos,Tim,Allos,Sr,F,23,61,15,10,6,NA,24,13,4,NA,1,NA,2,2,2
2025,Oakland Golden Grizzlies,514,Miller Knestrict,Miller Knestrict,Miller,Knestrict,So,M,14,59,14,4,1,1,4,1,8,1,1,NA,NA,NA,1
2025,Oakland Golden Grizzlies,514,Mohammad Jamal Issa,Mohammad Jamal Issa,Mohammad,Jamal Issa,Sr,M,15,57,14,12,NA,NA,4,2,15,NA,3,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Cole Thompson,Cole Thompson,Cole,Thompson,So,GK,33,61,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Tyler Matuzak,Tyler Matuzak,Tyler,Matuzak,So,D,16,510,12,3,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Kevin Hubbell,Kevin Hubbell,Kevin,Hubbell,Sr,F,4,59,12,0,NA,1,5,NA,3,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Jack Klomparens,Jack Klomparens,Jack,Klomparens,Sr,M,5,NA,12,6,NA,2,15,6,10,NA,1,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Tal Rokah,Tal Rokah,Tal,Rokah,Sr,MD,20,57,11,6,NA,NA,2,NA,14,NA,2,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Nour Aoude,Nour Aoude,Nour,Aoude,Jr,M,19,57,9,5,1,NA,8,5,2,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Markus Wienerroither,Markus Wienerroither,Markus,Wienerroither,Jr,D,2,NA,8,3,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Evan Combs,Evan Combs,Evan,Combs,So,MD,8,62,6,4,1,NA,1,1,5,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Kinan Abdulrazzak,Kinan Abdulrazzak,Kinan,Abdulrazzak,Fr,FM,12,59,6,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Gabe Gjokaj,Gabe Gjokaj,Gabe,Gjokaj,Fr,D,11,60,4,0,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Aiden Smith,Aiden Smith,Aiden,Smith,Sr,GK,30,510,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Sebastian Stanaj,Sebastian Stanaj,Sebastian,Stanaj,So,GK,1,62,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Jayden Pinheiro,Jayden Pinheiro,Jayden,Pinheiro,Jr,D,25,61,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Oakland Golden Grizzlies,514,Joshua Francou,Joshua Francou,Joshua,Francou,Sr,D,3,510,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Nick Skubis,Nick Skubis,Nick,Skubis,So,M,14,510,16,11,NA,2,10,3,13,NA,2,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Tanner Creech,Tanner Creech,Tanner,Creech,Sr,F,31,63,16,9,2,NA,16,7,4,NA,NA,NA,NA,NA,1
2025,Ohio St. Buckeyes,518,Aaron Hurge,Aaron Hurge,Aaron,Hurge,Fr,M,13,57,16,7,2,1,10,6,11,NA,3,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Donovan Williams,Donovan Williams,Donovan,Williams,Sr,D,23,511,16,16,NA,NA,7,2,25,NA,4,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Luciano Pechota,Luciano Pechota,Luciano,Pechota,Sr,M,11,56,16,16,NA,5,30,6,17,NA,4,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Will Arnesen,Will Arnesen,Will,Arnesen,Jr,F,15,58,16,14,1,NA,38,9,9,NA,2,NA,NA,NA,1
2025,Ohio St. Buckeyes,518,Max Trejo,Max Trejo,Max,Trejo,Sr,GK,1,62,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Nick McHenry,Nick McHenry,Nick,McHenry,So,D,4,63,15,15,3,1,8,4,15,1,1,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Nyle Waugh,Nyle Waugh,Nyle,Waugh,Fr,F,19,60,15,0,1,1,9,4,6,NA,2,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Thomas Gilej,Thomas Gilej,Thomas,Gilej,Sr,D,6,63,15,15,1,1,15,6,19,NA,6,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Andre Roberts,Andre Roberts,Andre,Roberts,Jr,M,8,511,14,14,NA,1,6,2,18,NA,2,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Justis Olorunto,Justis Olorunto,Justis,Olorunto,Fr,D,30,62,14,3,NA,NA,8,2,2,NA,2,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Nathan Demian,Nathan Demian,Nathan,Demian,Sr,D,3,510,13,10,NA,1,2,1,3,NA,1,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Dyland Onwona-Agyeman,Dyland Onwona-Agyeman,Dyland,Onwona-Agyeman,Jr,D,2,60,12,2,NA,1,5,NA,4,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Ashton Bilow,Ashton Bilow,Ashton,Bilow,Sr,M,10,510,10,8,1,2,20,9,7,NA,1,NA,NA,NA,1
2025,Ohio St. Buckeyes,518,Joel Demian,Joel Demian,Joel,Demian,Jr,D,12,510,9,5,NA,2,1,1,3,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Michael Ndiweni,Michael Ndiweni,Michael,Ndiweni,Fr,M,25,57,8,5,1,NA,11,3,8,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Anthony Faupel,Anthony Faupel,Anthony,Faupel,So,F,16,58,8,0,NA,NA,4,1,4,NA,1,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Marko Borkovic,Marko Borkovic,Marko,Borkovic,Sr,M,7,511,8,8,5,3,27,16,10,NA,NA,NA,2,2,3
2025,Ohio St. Buckeyes,518,Jacob Maisonneuve,Jacob Maisonneuve,Jacob,Maisonneuve,So,M,20,61,6,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Zsombar Onodi,Zsombar Onodi,Zsombar,Onodi,So,F,29,510,6,2,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Johnny Rush,Johnny Rush,Johnny,Rush,So,M,5,511,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Cole Evans,Cole Evans,Cole,Evans,Fr,M,26,59,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Ohio St. Buckeyes,518,Patrick McLaughlin,Patrick McLaughlin,Patrick,McLaughlin,So,GK,32,63,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Barrett Saul,Barrett Saul,Barrett,Saul,Jr,M,8,60,18,14,3,2,15,8,24,NA,3,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Lewis Rourke,Lewis Rourke,Lewis,Rourke,Jr,F,12,62,18,14,10,3,36,21,21,NA,2,NA,NA,NA,1
2025,Old Dominion Monarchs,523,Michael Eberle,Michael Eberle,Michael,Eberle,Sr,F,10,62,18,9,1,6,14,8,11,NA,NA,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Teagan Dunne,Teagan Dunne,Teagan,Dunne,Sr,D,3,510,18,17,NA,3,6,2,14,NA,2,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Abdou So,Abdou So,Abdou,So,Fr,M,28,510,18,11,NA,1,11,1,24,NA,3,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Miguel Menendez,Miguel Menendez,Miguel,Menendez,Jr,M,17,58,18,10,1,1,20,12,19,NA,4,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Jett Aktan,Jett Aktan,Jett,Aktan,So,M,6,64,18,18,1,1,10,6,11,NA,NA,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Jake Lane,Jake Lane,Jake,Lane,Jr,M,13,58,17,11,4,2,14,7,28,NA,6,NA,NA,NA,1
2025,Old Dominion Monarchs,523,Evan Watt,Evan Watt,Evan,Watt,Sr,D,4,62,17,17,2,NA,20,11,8,NA,1,NA,NA,NA,1
2025,Old Dominion Monarchs,523,Michael Statham,Michael Statham,Michael,Statham,Sr,GK,1,64,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Micah Wayland,Micah Wayland,Micah,Wayland,So,F,14,63,16,1,2,3,17,6,11,1,2,NA,NA,NA,1
2025,Old Dominion Monarchs,523,Jamie Wynne,Jamie Wynne,Jamie,Wynne,Sr,F,11,510,16,12,NA,2,9,7,21,1,7,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Marcelo Randolf,Marcelo Randolf,Marcelo,Randolf,So,D,7,510,15,13,NA,2,5,2,14,1,2,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Jago Lott,Jago Lott,Jago,Lott,Sr,M,30,58,14,10,1,1,6,2,13,NA,2,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Kolby Godbolt,Kolby Godbolt,Kolby,Godbolt,Sr,F,19,60,14,4,2,1,12,7,9,1,3,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Otu Bisong,Otu Bisong,Otu,Bisong,Fr,F,16,60,12,4,3,NA,7,6,11,1,1,NA,NA,NA,1
2025,Old Dominion Monarchs,523,Alex Kryazhev,Alex Kryazhev,Alex,Kryazhev,Sr,F,9,61,12,9,2,6,20,10,18,NA,2,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Mathias Krohnstad,Mathias Krohnstad,Mathias,Krohnstad,Fr,M,15,510,12,4,NA,2,9,2,11,NA,3,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Jordan Rodgers,Jordan Rodgers,Jordan,Rodgers,So,D,18,58,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Ethan Fisher,Ethan Fisher,Ethan,Fisher,Jr,D,5,64,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Kosuke Yoshikawa,Kosuke Yoshikawa,Kosuke,Yoshikawa,Fr,M,27,58,2,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
2025,Old Dominion Monarchs,523,Logan Bellina,Logan Bellina,Logan,Bellina,Jr,GK,24,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Maguire Perkins,Maguire Perkins,Maguire,Perkins,So,D,3,61,16,16,3,1,7,4,12,NA,4,NA,NA,NA,NA
2025,Omaha Mavericks,464,Takeru Chiba,Takeru Chiba,Takeru,Chiba,Jr,D,5,62,16,16,NA,NA,1,1,10,NA,1,NA,NA,NA,NA
2025,Omaha Mavericks,464,Brett Perkins,Brett Perkins,Brett,Perkins,Jr,M,14,59,16,9,NA,2,8,2,11,NA,2,NA,NA,NA,NA
2025,Omaha Mavericks,464,Oskar Kvarnback,Oskar Kvarnback,Oskar,Kvarnback,Sr,M,15,511,16,16,NA,2,17,6,20,NA,1,NA,NA,NA,NA
2025,Omaha Mavericks,464,Sahai Williams,Sahai Williams,Sahai,Williams,So,D,4,511,15,10,NA,NA,1,1,8,NA,3,NA,NA,NA,NA
2025,Omaha Mavericks,464,Bradley Takamo,Bradley Takamo,Bradley,Takamo,So,F,13,59,15,7,2,1,12,5,14,NA,2,NA,1,1,NA
2025,Omaha Mavericks,464,Mikey Stukenholtz,Mikey Stukenholtz,Mikey,Stukenholtz,So,F,7,58,15,14,NA,3,16,8,20,NA,5,NA,NA,NA,NA
2025,Omaha Mavericks,464,Yoshiki Igarashi,Yoshiki Igarashi,Yoshiki,Igarashi,Sr,M,11,511,15,15,NA,6,16,8,31,NA,2,NA,NA,NA,NA
2025,Omaha Mavericks,464,Italo Jenkins,Italo Jenkins,Italo,Jenkins,Jr,F,9,61,15,11,5,1,17,9,21,NA,5,NA,NA,NA,NA
2025,Omaha Mavericks,464,Simon Guardiero,Simon Guardiero,Simon,Guardiero,So,D,22,62,14,12,NA,NA,3,1,5,NA,2,NA,NA,NA,NA
2025,Omaha Mavericks,464,Gael de Montigny,Gael de Montigny,Gael,de Montigny,So,D,17,58,14,10,NA,1,2,NA,10,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Kaito Ueki,Kaito Ueki,Kaito,Ueki,Sr,F,24,58,14,6,NA,NA,12,3,6,NA,1,NA,NA,NA,NA
2025,Omaha Mavericks,464,Theo Klein,Theo Klein,Theo,Klein,Sr,F,10,511,12,12,6,1,22,9,15,NA,NA,NA,2,2,3
2025,Omaha Mavericks,464,Stefan Bilinac,Stefan Bilinac,Stefan,Bilinac,Sr,M,8,510,12,5,NA,1,1,NA,6,NA,3,NA,NA,NA,NA
2025,Omaha Mavericks,464,Maarten Gravekamp,Maarten Gravekamp,Maarten,Gravekamp,Sr,M,21,511,11,0,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA
2025,Omaha Mavericks,464,Kamy Ndione,Kamy Ndione,Kamy,Ndione,Jr,GK,1,62,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Brody Brakke,Brody Brakke,Brody,Brakke,Fr,D,6,61,9,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Brady Robins,Brady Robins,Brady,Robins,Fr,M,27,61,8,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Austin Kaiser,Austin Kaiser,Austin,Kaiser,Fr,F,28,61,6,0,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Cole Stewart,Cole Stewart,Cole,Stewart,Sr,GK,31,61,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Johan Magana,Johan Magana,Johan,Magana,Sr,F,19,58,6,1,1,NA,2,1,6,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Noah Shook,Noah Shook,Noah,Shook,So,D,25,60,4,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
2025,Omaha Mavericks,464,Jonah Arszman,Jonah Arszman,Jonah,Arszman,Fr,D,29,510,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Omaha Mavericks,464,Brian Franco,Brian Franco,Brian,Franco,So,M,23,57,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Tweneboa Kodua,Tweneboa Kodua,Tweneboa,Kodua,So,M,18,59,17,17,1,1,9,2,20,NA,3,NA,NA,NA,1
2025,Oral Roberts Golden Eagles,527,Jeff Mesidor,Jeff Mesidor,Jeff,Mesidor,Fr,M,22,NA,17,4,1,NA,6,3,11,NA,3,NA,1,1,NA
2025,Oral Roberts Golden Eagles,527,Emmanuel Denis,Emmanuel Denis,Emmanuel,Denis,Sr,M,6,510,17,8,1,2,6,5,11,NA,1,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Enzo Gindro,Enzo Gindro,Enzo,Gindro,So,D,5,58,17,17,NA,NA,12,3,10,NA,4,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Ronardo Burgher,Ronardo Burgher,Ronardo,Burgher,Jr,M,17,NA,17,15,2,1,12,5,13,NA,1,NA,NA,NA,1
2025,Oral Roberts Golden Eagles,527,Rhys Shirley,Rhys Shirley,Rhys,Shirley,So,,19,60,16,4,NA,1,6,2,5,NA,1,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Juan Demichelis,Juan Demichelis,Juan,Demichelis,Sr,D,3,62,16,15,NA,NA,4,2,4,NA,NA,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Leonardo de Almeida Seixas,Leonardo de Almeida Seixas,Leonardo,de Almeida Seixas,Sr,M,15,55,16,10,1,1,11,6,9,1,3,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Emilio Cazares,Emilio Cazares,Emilio,Cazares,Sr,F,11,NA,16,13,3,4,23,10,15,NA,2,NA,1,1,NA
2025,Oral Roberts Golden Eagles,527,Zak Ford,Zak Ford,Zak,Ford,Jr,D,12,510,15,9,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Juan Moreno,Juan Moreno,Juan,Moreno,Sr,M,10,57,14,10,NA,NA,9,1,13,NA,1,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Mason Dalton,Mason Dalton,Mason,Dalton,Jr,M,16,511,14,14,NA,1,12,1,10,NA,1,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Antonio Bittencourt,Antonio Bittencourt,Antonio,Bittencourt,Sr,D,4,61,13,13,NA,NA,1,1,6,NA,4,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Colin Spuler,Colin Spuler,Colin,Spuler,So,F,14,60,13,2,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Hagen Waesch,Hagen Waesch,Hagen,Waesch,Fr,M,8,511,12,3,NA,NA,8,6,8,NA,NA,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Ebenezer Boti,Ebenezer Boti,Ebenezer,Boti,Jr,D,13,60,11,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Joao Mesquita,Joao Mesquita,Joao,Mesquita,Sr,GK,30,510,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Aiden Ussery,Aiden Ussery,Aiden,Ussery,So,D,2,58,10,6,1,NA,2,2,2,NA,1,NA,NA,NA,1
2025,Oral Roberts Golden Eagles,527,Benjamin Morgan,Benjamin Morgan,Benjamin,Morgan,So,M,7,510,10,7,2,NA,7,5,7,NA,1,NA,NA,NA,1
2025,Oral Roberts Golden Eagles,527,David Palade,David Palade,David,Palade,So,M,9,60,10,3,2,NA,9,4,13,NA,2,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Jakub Grzesiak,Jakub Grzesiak,Jakub,Grzesiak,Sr,GK,1,64,8,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Roman Hemphill,Roman Hemphill,Roman,Hemphill,So,F,20,57,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Oral Roberts Golden Eagles,527,Daniel Smith,Daniel Smith,Daniel,Smith,Jr,M,21,510,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Oregon St. Beavers,528,Tate Richards,Tate Richards,Tate,Richards,Sr,M,14,NA,15,14,1,2,11,3,19,NA,3,NA,NA,NA,NA
2025,Oregon St. Beavers,528,Andrew De Gannes,Andrew De Gannes,Andrew,De Gannes,Sr,D,12,59,15,14,2,7,14,5,6,NA,3,NA,1,1,1
2025,Oregon St. Beavers,528,Fernando Hernandez,Fernando Hernandez,Fernando,Hernandez,Sr,D,23,NA,15,15,1,NA,5,3,13,NA,2,NA,NA,NA,NA
2025,Oregon St. Beavers,528,Fran Cortijo,Fran Cortijo,Fran,Cortijo,Sr,D,3,511,15,13,5,5,31,16,10,NA,1,NA,NA,NA,2
2025,Oregon St. Beavers,528,Arnau Farnos,Arnau Farnos,Arnau,Farnos,Sr,M,10,59,15,15,14,8,73,33,18,NA,3,NA,2,3,5
2025,Oregon St. Beavers,528,Nico Nee,Nico Nee,Nico,Nee,Sr,F,9,510,15,11,2,6,15,7,9,NA,NA,NA,NA,NA,NA
2025,Oregon St. Beavers,528,Tim Hoffman,Tim Hoffman,Tim,Hoffman,Fr,M,33,NA,15,9,2,2,13,5,12,NA,4,NA,NA,NA,NA
2025,Oregon St. Beavers,528,Lucas Fernandez-Kim,Lucas Fernandez-Kim,Lucas,Fernandez-Kim,Sr,M,7,58,15,15,2,4,8,4,13,NA,2,NA,NA,NA,NA
