date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,corners,pk,pk_att,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_corners,defensive_pk,defensive_pk_att,team_id
2021-10-12,Missouri St. Bears,Kansas City,Home,Win,5,1,,5.0,3.0,19.0,12.0,4.0,,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,,,,,,669
2021-10-17,Missouri St. Bears,SIUE,Home,Win,1,0,,1.0,1.0,15.0,4.0,9.0,,1.0,9.0,,,,,5.0,3.0,9.0,,2.0,,,,669
2021-10-23,Missouri St. Bears,Evansville,Away,Win,1,0,,1.0,1.0,21.0,8.0,3.0,,1.0,13.0,,,,,10.0,3.0,10.0,,1.0,2.0,,,669
2021-10-27,Missouri St. Bears,Drake,Away,Win,2,0,,2.0,2.0,18.0,2.0,4.0,,1.0,6.0,,,,,9.0,3.0,8.0,,1.0,8.0,,,669
2021-10-31,Missouri St. Bears,Bradley,Home,Win,4,0,,4.0,3.0,24.0,11.0,4.0,,,9.0,,,,,1.0,,7.0,,1.0,,,,669
2021-11-06,Missouri St. Bears,Loyola Chicago,Away,Win,2,1,,2.0,3.0,9.0,2.0,11.0,,1.0,4.0,,,1.0,,8.0,3.0,17.0,,1.0,2.0,1.0,1.0,669
2021-11-12,Missouri St. Bears,Bradley,Home,Win,1,0,,1.0,2.0,14.0,5.0,4.0,,,9.0,,,,,1.0,1.0,12.0,,1.0,2.0,,,669
2021-11-14,Missouri St. Bears,Evansville,Home,Win,3,0,,3.0,4.0,16.0,8.0,8.0,,1.0,6.0,,,,,6.0,3.0,10.0,,1.0,1.0,,,669
2021-11-18,Missouri St. Bears,Creighton,Home,Loss,0,1,,,,12.0,7.0,4.0,,,8.0,,,1.0,1.0,10.0,4.0,10.0,,1.0,2.0,,,669
2021-08-27,Monmouth Hawks,Howard,Home,Draw,3,3,2,3.0,1.0,18.0,11.0,16.0,,3.0,8.0,2.0,2.0,3.0,1.0,12.0,6.0,20.0,1.0,4.0,3.0,,,439
2021-09-04,Monmouth Hawks,St. Francis Brooklyn,Home,Win,3,0,,3.0,5.0,9.0,7.0,24.0,,2.0,2.0,,,,,7.0,4.0,24.0,,2.0,3.0,,,439
2021-09-07,Monmouth Hawks,Delaware,Away,Win,4,0,,4.0,4.0,12.0,6.0,10.0,,1.0,6.0,,,,,15.0,4.0,15.0,,3.0,7.0,,,439
2021-09-11,Monmouth Hawks,UConn,Away,Loss,0,1,2,,,9.0,5.0,16.0,,3.0,3.0,,,1.0,1.0,23.0,9.0,16.0,,3.0,5.0,,,439
2021-09-15,Monmouth Hawks,Sacred Heart,Away,Draw,0,0,2,,,35.0,8.0,15.0,,,12.0,,,,,12.0,3.0,16.0,,3.0,3.0,,,439
2021-09-18,Monmouth Hawks,Binghamton,Home,Loss,0,2,,,,8.0,4.0,9.0,1.0,2.0,5.0,,,2.0,2.0,12.0,4.0,17.0,,4.0,2.0,,,439
2021-09-25,Monmouth Hawks,Penn,Away,Loss,0,1,,,,9.0,5.0,9.0,,1.0,4.0,,,1.0,1.0,7.0,1.0,6.0,,3.0,5.0,,,439
2021-09-29,Monmouth Hawks,Rider,Home,Win,1,0,2,1.0,2.0,16.0,4.0,14.0,,2.0,8.0,,,,,10.0,6.0,13.0,,4.0,5.0,,,439
2021-10-02,Monmouth Hawks,Saint Peter's,Away,Win,1,0,,1.0,1.0,11.0,5.0,14.0,,2.0,4.0,,,,,11.0,2.0,10.0,,4.0,10.0,,1.0,439
2021-10-06,Monmouth Hawks,Fairfield,Home,Win,3,2,,3.0,3.0,11.0,7.0,10.0,,2.0,5.0,,,2.0,2.0,13.0,5.0,9.0,,1.0,8.0,,,439
2021-10-09,Monmouth Hawks,Iona,Away,Win,2,0,,2.0,3.0,9.0,3.0,15.0,,2.0,4.0,,,,,15.0,5.0,17.0,,2.0,5.0,,,439
2021-10-16,Monmouth Hawks,Canisius,Home,Win,4,2,,4.0,4.0,17.0,7.0,19.0,,1.0,11.0,,,2.0,1.0,7.0,5.0,16.0,,2.0,2.0,,,439
2021-10-20,Monmouth Hawks,Marist,Home,Loss,0,1,,,,12.0,3.0,12.0,,1.0,4.0,,1.0,1.0,2.0,9.0,4.0,21.0,,4.0,3.0,,,439
2021-10-23,Monmouth Hawks,Quinnipiac,Away,Loss,1,2,,1.0,,8.0,1.0,16.0,,2.0,6.0,,,2.0,3.0,25.0,8.0,18.0,,,5.0,,2.0,439
2021-10-27,Monmouth Hawks,Manhattan,Home,Loss,1,2,2,1.0,,5.0,1.0,6.0,,1.0,7.0,,,2.0,1.0,16.0,4.0,14.0,,3.0,6.0,,,439
2021-10-30,Monmouth Hawks,Niagara,Away,Loss,0,2,,,,17.0,8.0,15.0,,4.0,2.0,,,2.0,1.0,17.0,8.0,15.0,,4.0,3.0,,,439
2021-11-03,Monmouth Hawks,Siena,Away,Loss,1,2,,1.0,1.0,8.0,4.0,7.0,,,5.0,,,2.0,4.0,10.0,4.0,18.0,,1.0,5.0,,,439
2021-11-07,Monmouth Hawks,Saint Peter's,Away,Win,1,0,,1.0,,14.0,6.0,17.0,,2.0,6.0,,,,,5.0,,15.0,,1.0,4.0,,,439
2021-11-11,Monmouth Hawks,Marist,Away,Loss,0,1,,,,13.0,6.0,15.0,,1.0,1.0,,,1.0,1.0,15.0,5.0,14.0,,2.0,5.0,,,439
2021-08-26,Mount St. Mary's Mountaineers,Saint Peter's,Home,Win,2,1,1,2.0,2.0,13.0,8.0,21.0,,3.0,4.0,,,1.0,,11.0,4.0,13.0,,2.0,5.0,,,450
2021-09-03,Mount St. Mary's Mountaineers,Lafayette,Away,Loss,0,3,,,,7.0,3.0,10.0,,1.0,3.0,,,3.0,3.0,12.0,5.0,17.0,,2.0,2.0,,,450
2021-09-06,Mount St. Mary's Mountaineers,Rutgers,Away,Loss,0,2,,,,6.0,2.0,8.0,,2.0,6.0,,,2.0,2.0,16.0,6.0,12.0,,1.0,9.0,,,450
2021-09-10,Mount St. Mary's Mountaineers,Bucknell,Home,Loss,1,2,,1.0,1.0,7.0,2.0,6.0,,1.0,1.0,,,2.0,1.0,13.0,4.0,12.0,,1.0,8.0,,,450
2021-09-14,Mount St. Mary's Mountaineers,UMBC,Away,Loss,1,2,1,1.0,,8.0,4.0,11.0,,2.0,5.0,,,2.0,2.0,24.0,12.0,11.0,,3.0,3.0,,,450
2021-09-17,Mount St. Mary's Mountaineers,Penn,Away,Loss,1,5,,1.0,1.0,5.0,3.0,11.0,,,4.0,,,5.0,4.0,20.0,11.0,4.0,,,6.0,,,450
2021-09-22,Mount St. Mary's Mountaineers,George Washington,Home,Win,1,0,,1.0,1.0,3.0,3.0,15.0,,3.0,2.0,,,,,21.0,3.0,12.0,,2.0,5.0,,,450
2021-09-26,Mount St. Mary's Mountaineers,Bryant,Away,Loss,1,3,,1.0,1.0,13.0,6.0,12.0,,1.0,9.0,,,3.0,4.0,17.0,6.0,22.0,,3.0,6.0,,,450
2021-09-30,Mount St. Mary's Mountaineers,Central Conn. St.,Home,Loss,1,4,,1.0,,10.0,8.0,16.0,,4.0,4.0,,,4.0,1.0,14.0,7.0,14.0,,1.0,5.0,,,450
2021-10-03,Mount St. Mary's Mountaineers,St. Francis Brooklyn,Home,Loss,0,1,,,,4.0,,10.0,,,4.0,,,1.0,1.0,27.0,7.0,13.0,,,6.0,,,450
2021-10-06,Mount St. Mary's Mountaineers,James Madison,Home,Loss,0,4,,,,5.0,1.0,7.0,,,3.0,,,4.0,3.0,18.0,7.0,4.0,,,5.0,,,450
2021-10-10,Mount St. Mary's Mountaineers,Sacred Heart,Away,Loss,0,1,,,,9.0,4.0,14.0,,,2.0,,,1.0,,32.0,11.0,9.0,,1.0,7.0,,,450
2021-10-14,Mount St. Mary's Mountaineers,Saint Francis,Away,Loss,0,1,,,,5.0,2.0,13.0,,1.0,6.0,,,1.0,1.0,10.0,5.0,9.0,,1.0,8.0,,1.0,450
2021-10-17,Mount St. Mary's Mountaineers,Howard,Home,Win,1,0,,1.0,1.0,6.0,1.0,14.0,,4.0,7.0,,,,,5.0,2.0,22.0,,3.0,3.0,,,450
2021-10-20,Mount St. Mary's Mountaineers,Navy,Away,Loss,0,3,,,,5.0,,19.0,,1.0,3.0,,,3.0,4.0,30.0,14.0,12.0,,,5.0,,,450
2021-10-24,Mount St. Mary's Mountaineers,Merrimack,Away,Loss,0,7,,,,9.0,5.0,6.0,,,4.0,,,7.0,6.0,25.0,14.0,9.0,,,15.0,,1.0,450
2021-10-31,Mount St. Mary's Mountaineers,LIU,Home,Loss,1,5,,1.0,,6.0,2.0,12.0,,1.0,3.0,1.0,1.0,5.0,5.0,20.0,11.0,10.0,,3.0,5.0,,,450
2021-11-07,Mount St. Mary's Mountaineers,FDU,Home,Loss,1,3,,1.0,,8.0,1.0,12.0,,1.0,3.0,,,3.0,4.0,20.0,10.0,11.0,,2.0,6.0,,,450
2021-08-26,NC State Wolfpack,USC Upstate,Home,Win,2,0,,2.0,1.0,18.0,7.0,10.0,,,4.0,,1.0,,,4.0,1.0,18.0,,2.0,,,,490
2021-08-30,NC State Wolfpack,UNC Asheville,Home,Win,4,0,,4.0,4.0,19.0,7.0,18.0,,1.0,11.0,,,,,6.0,3.0,13.0,,3.0,4.0,,1.0,490
2021-09-03,NC State Wolfpack,Seton Hall,Home,Loss,1,3,,1.0,1.0,11.0,5.0,10.0,,2.0,7.0,,,3.0,4.0,15.0,7.0,10.0,,2.0,6.0,,,490
2021-09-06,NC State Wolfpack,UCF,Home,Win,2,1,,2.0,2.0,11.0,4.0,7.0,,,2.0,,,1.0,1.0,11.0,5.0,11.0,,,11.0,,,490
2021-09-10,NC State Wolfpack,Clemson,Home,Loss,0,2,,,,13.0,6.0,13.0,,2.0,3.0,,,2.0,3.0,13.0,8.0,13.0,,1.0,5.0,,,490
2021-09-14,NC State Wolfpack,James Madison,Home,Win,2,1,,2.0,,9.0,3.0,15.0,,3.0,2.0,,,1.0,2.0,14.0,5.0,17.0,,2.0,5.0,,,490
2021-09-17,NC State Wolfpack,Notre Dame,Away,Loss,0,1,,,,9.0,1.0,9.0,,,6.0,,,1.0,1.0,10.0,2.0,14.0,,1.0,5.0,,,490
2021-09-24,NC State Wolfpack,Wake Forest,Home,Draw,1,1,2,1.0,1.0,15.0,3.0,14.0,,3.0,4.0,,,1.0,2.0,11.0,3.0,10.0,,1.0,6.0,,,490
2021-09-28,NC State Wolfpack,Longwood,Away,Win,6,2,,6.0,8.0,21.0,10.0,14.0,,1.0,6.0,,,2.0,1.0,8.0,3.0,12.0,,,1.0,1.0,1.0,490
2021-10-03,NC State Wolfpack,North Carolina,Away,Loss,0,4,,,,7.0,4.0,15.0,,2.0,3.0,,,4.0,3.0,15.0,6.0,13.0,,1.0,6.0,,,490
2021-10-08,NC State Wolfpack,Syracuse,Away,Draw,0,0,2,,,5.0,2.0,5.0,1.0,3.0,9.0,,,,,18.0,6.0,9.0,,1.0,11.0,,,490
2021-10-12,NC State Wolfpack,High Point,Home,Win,4,0,,4.0,5.0,13.0,6.0,6.0,,1.0,10.0,,,,,5.0,1.0,11.0,,2.0,6.0,,,490
2021-10-15,NC State Wolfpack,Virginia,Home,Loss,1,2,,1.0,,11.0,5.0,16.0,,1.0,7.0,,,2.0,1.0,10.0,3.0,17.0,,4.0,4.0,,,490
2021-10-19,NC State Wolfpack,William & Mary,Home,Loss,0,1,,,,24.0,8.0,3.0,,1.0,12.0,,1.0,1.0,1.0,4.0,2.0,16.0,,3.0,1.0,,,490
2021-10-22,NC State Wolfpack,Louisville,Away,Loss,1,2,,1.0,1.0,5.0,3.0,12.0,,2.0,2.0,,,2.0,2.0,14.0,6.0,12.0,,3.0,7.0,,,490
2021-10-29,NC State Wolfpack,Boston College,Home,Win,1,0,2,1.0,1.0,26.0,8.0,11.0,,2.0,12.0,,1.0,,,5.0,2.0,15.0,1.0,3.0,3.0,,,490
2021-11-03,NC State Wolfpack,Notre Dame,Away,Loss,0,1,,,,6.0,3.0,11.0,,,2.0,,,1.0,,11.0,3.0,7.0,,2.0,5.0,1.0,1.0,490
2021-08-26,NIU Huskies,Purdue Fort Wayne,Home,Win,1,0,,1.0,,19.0,9.0,16.0,,3.0,7.0,,,,,6.0,2.0,20.0,1.0,3.0,4.0,,,503
2021-08-30,NIU Huskies,Notre Dame,Away,Loss,0,2,,,,12.0,5.0,9.0,,3.0,4.0,,,2.0,2.0,18.0,7.0,16.0,,3.0,8.0,,,503
2021-09-04,NIU Huskies,St. Thomas (MN),Home,Win,4,0,,4.0,5.0,20.0,9.0,13.0,,,8.0,,,,,2.0,1.0,13.0,,2.0,,,,503
2021-09-07,NIU Huskies,Eastern Ill.,Away,Win,5,1,,5.0,5.0,14.0,9.0,9.0,,1.0,5.0,,,1.0,,4.0,1.0,9.0,,3.0,1.0,,,503
2021-09-10,NIU Huskies,Marquette,Home,Win,3,0,,3.0,2.0,18.0,6.0,14.0,,,6.0,,,,,7.0,3.0,11.0,,1.0,4.0,,,503
2021-09-14,NIU Huskies,Milwaukee,Away,Win,4,0,,4.0,3.0,19.0,6.0,15.0,,2.0,6.0,,,,,6.0,2.0,25.0,,1.0,2.0,,,503
2021-09-18,NIU Huskies,Western Ill.,Home,Win,6,0,,6.0,3.0,16.0,8.0,11.0,,1.0,5.0,1.0,1.0,,,5.0,,6.0,,1.0,,,,503
2021-09-21,NIU Huskies,Chicago St.,Away,Win,3,0,,3.0,3.0,18.0,11.0,1.0,,1.0,4.0,,,,,3.0,1.0,3.0,,3.0,,,,503
2021-09-25,NIU Huskies,Green Bay,Away,Win,1,0,,1.0,1.0,15.0,5.0,13.0,1.0,1.0,4.0,,,,,5.0,3.0,15.0,,2.0,2.0,,,503
2021-10-02,NIU Huskies,Western Mich.,Away,Win,3,0,,3.0,4.0,14.0,11.0,16.0,,1.0,6.0,,,,,10.0,2.0,8.0,,,3.0,,,503
2021-10-09,NIU Huskies,West Virginia,Home,Win,2,0,,2.0,3.0,9.0,6.0,16.0,,2.0,4.0,,,,,6.0,3.0,8.0,,1.0,8.0,,,503
2021-10-16,NIU Huskies,Bowling Green,Home,Draw,1,1,2,1.0,1.0,9.0,4.0,25.0,,,3.0,,,1.0,1.0,9.0,4.0,27.0,,2.0,6.0,,,503
2021-10-21,NIU Huskies,Ga. Southern,Away,Draw,1,1,2,1.0,1.0,10.0,6.0,15.0,,2.0,9.0,,,1.0,,9.0,6.0,10.0,,2.0,2.0,,,503
2021-10-23,NIU Huskies,Georgia St.,Away,Win,2,1,1,2.0,2.0,24.0,11.0,13.0,,3.0,8.0,,1.0,1.0,,7.0,3.0,18.0,,3.0,5.0,,,503
2021-10-30,NIU Huskies,Akron,Home,Win,2,1,,2.0,1.0,12.0,6.0,19.0,,1.0,6.0,,,1.0,1.0,9.0,3.0,21.0,,2.0,6.0,,,503
2021-11-03,NIU Huskies,Portland,Away,Loss,0,4,,,,7.0,3.0,10.0,,2.0,2.0,,,4.0,6.0,13.0,6.0,12.0,,1.0,3.0,,,503
2021-11-11,NIU Huskies,Bowling Green,Home,Win,5,2,,5.0,2.0,10.0,6.0,12.0,,,4.0,,,2.0,2.0,9.0,3.0,14.0,,,3.0,,,503
2021-11-14,NIU Huskies,Georgia St.,Home,Win,2,1,2,2.0,1.0,22.0,9.0,16.0,,1.0,4.0,,,1.0,2.0,6.0,2.0,14.0,,2.0,,,,503
2021-11-18,NIU Huskies,Oakland,Home,Win,2,1,,2.0,3.0,13.0,4.0,16.0,,1.0,5.0,,,1.0,,12.0,4.0,15.0,2.0,4.0,6.0,1.0,2.0,503
2021-11-21,NIU Huskies,Pittsburgh,Away,Loss,2,5,,2.0,3.0,9.0,7.0,11.0,,1.0,3.0,,,5.0,6.0,14.0,6.0,16.0,,1.0,4.0,,,503
2021-08-26,NJIT Highlanders,FDU,Home,Win,4,1,,4.0,6.0,17.0,8.0,11.0,,3.0,7.0,,,1.0,1.0,8.0,5.0,11.0,1.0,2.0,,,,471
2021-08-30,NJIT Highlanders,Rider,Home,Draw,2,2,3,2.0,2.0,12.0,4.0,14.0,,5.0,2.0,1.0,1.0,2.0,1.0,18.0,7.0,21.0,,3.0,9.0,,,471
2021-09-04,NJIT Highlanders,James Madison,Home,Loss,1,2,,1.0,1.0,13.0,6.0,14.0,,2.0,8.0,,,2.0,1.0,17.0,8.0,18.0,,3.0,4.0,,,471
2021-09-10,NJIT Highlanders,Seton Hall,Away,Loss,3,4,1,3.0,3.0,14.0,8.0,9.0,,3.0,3.0,,,4.0,5.0,18.0,5.0,16.0,,2.0,10.0,,,471
2021-09-14,NJIT Highlanders,Iona,Home,Loss,2,5,,2.0,1.0,12.0,5.0,11.0,,1.0,5.0,1.0,1.0,5.0,5.0,17.0,9.0,15.0,,4.0,3.0,,,471
2021-09-18,NJIT Highlanders,UMass Lowell,Home,Win,2,1,1,2.0,2.0,15.0,3.0,13.0,,2.0,4.0,,,1.0,,7.0,6.0,14.0,,3.0,2.0,,,471
2021-09-21,NJIT Highlanders,La Salle,Home,Loss,1,2,,1.0,1.0,12.0,3.0,13.0,,5.0,6.0,,,2.0,2.0,11.0,5.0,10.0,,1.0,1.0,,,471
2021-09-25,NJIT Highlanders,UAlbany,Away,Loss,1,2,,1.0,,7.0,2.0,7.0,,2.0,1.0,,,2.0,3.0,8.0,7.0,19.0,,3.0,4.0,,,471
2021-10-01,NJIT Highlanders,New Hampshire,Away,Loss,0,3,,,,6.0,2.0,8.0,,2.0,4.0,,,3.0,3.0,20.0,8.0,16.0,,1.0,8.0,,,471
2021-10-05,NJIT Highlanders,Loyola Maryland,Home,Win,2,1,,2.0,4.0,15.0,4.0,15.0,,1.0,7.0,,,1.0,2.0,6.0,4.0,11.0,,,1.0,,,471
2021-10-09,NJIT Highlanders,Vermont,Home,Loss,0,1,,,,4.0,1.0,16.0,,3.0,3.0,,,1.0,1.0,11.0,4.0,18.0,,1.0,3.0,,,471
2021-10-13,NJIT Highlanders,Stony Brook,Home,Loss,1,2,,1.0,1.0,10.0,2.0,14.0,,,5.0,,,2.0,3.0,8.0,6.0,14.0,,,2.0,,,471
2021-10-16,NJIT Highlanders,Hofstra,Away,Loss,0,4,,,,2.0,1.0,27.0,1.0,4.0,,,,4.0,5.0,16.0,8.0,22.0,,3.0,6.0,,,471
2021-10-19,NJIT Highlanders,Drexel,Away,Loss,1,2,,1.0,,10.0,5.0,17.0,,4.0,6.0,,,2.0,1.0,17.0,8.0,10.0,,1.0,8.0,,,471
2021-10-23,NJIT Highlanders,Binghamton,Away,Win,3,2,1,3.0,2.0,14.0,11.0,9.0,,4.0,1.0,,,2.0,2.0,12.0,3.0,11.0,,,3.0,,,471
2021-10-28,NJIT Highlanders,UMBC,Home,Loss,2,3,,2.0,2.0,12.0,6.0,10.0,,4.0,7.0,,,3.0,2.0,11.0,5.0,13.0,,3.0,4.0,,,471
2021-11-01,NJIT Highlanders,Hartford,Away,Win,2,0,,2.0,2.0,10.0,2.0,14.0,,5.0,6.0,,,,,11.0,4.0,11.0,,2.0,4.0,,,471
2021-11-06,NJIT Highlanders,UAlbany,Away,Win,2,1,,2.0,1.0,14.0,6.0,10.0,,2.0,4.0,,,1.0,,7.0,2.0,15.0,,1.0,6.0,1.0,1.0,471
2021-11-10,NJIT Highlanders,Vermont,Away,Loss,2,3,,2.0,2.0,16.0,8.0,10.0,,2.0,1.0,,,3.0,4.0,20.0,11.0,19.0,,1.0,8.0,,,471
2021-08-26,Navy Midshipmen,UMBC,Away,Draw,2,2,2,2.0,1.0,22.0,7.0,8.0,,4.0,7.0,1.0,1.0,2.0,1.0,6.0,3.0,16.0,,3.0,5.0,1.0,1.0,726
2021-08-29,Navy Midshipmen,Marist,Home,Win,1,0,,1.0,,19.0,10.0,13.0,,,5.0,,,,,9.0,3.0,21.0,,3.0,2.0,,,726
2021-09-03,Navy Midshipmen,Iona,Home,Win,2,1,1,2.0,1.0,25.0,5.0,13.0,,,10.0,1.0,1.0,1.0,,6.0,2.0,17.0,,6.0,1.0,,,726
2021-09-05,Navy Midshipmen,La Salle,Home,Win,2,0,,2.0,1.0,13.0,5.0,11.0,,2.0,5.0,,,,,13.0,8.0,14.0,,2.0,7.0,,,726
2021-09-10,Navy Midshipmen,George Washington,Away,Win,1,0,,1.0,,15.0,5.0,6.0,,2.0,3.0,,,,,9.0,4.0,15.0,,,2.0,,,726
2021-09-14,Navy Midshipmen,Longwood,Home,Win,2,0,,2.0,1.0,15.0,7.0,11.0,,1.0,5.0,,,,,13.0,6.0,13.0,,4.0,12.0,,,726
2021-09-18,Navy Midshipmen,Boston U.,Away,Loss,0,1,,,,12.0,6.0,13.0,,,6.0,,,1.0,2.0,4.0,1.0,12.0,,1.0,1.0,,,726
2021-09-25,Navy Midshipmen,Colgate,Away,Win,3,0,,3.0,3.0,10.0,7.0,7.0,,1.0,7.0,,,,,7.0,2.0,4.0,,,10.0,,,726
2021-09-29,Navy Midshipmen,Lafayette,Home,Win,3,2,2,3.0,1.0,17.0,8.0,16.0,,2.0,3.0,,,2.0,1.0,21.0,5.0,11.0,,1.0,5.0,1.0,1.0,726
2021-10-02,Navy Midshipmen,Holy Cross,Home,Win,3,0,,3.0,3.0,16.0,8.0,4.0,,1.0,9.0,,,,,4.0,2.0,11.0,,2.0,1.0,,,726
2021-10-09,Navy Midshipmen,Army West Point,Home,Win,3,0,,3.0,2.0,7.0,3.0,12.0,,1.0,2.0,,1.0,,,14.0,4.0,15.0,,3.0,12.0,,,726
2021-10-16,Navy Midshipmen,Loyola Maryland,Away,Loss,0,2,,,,9.0,2.0,16.0,,2.0,6.0,,,2.0,,9.0,3.0,23.0,,3.0,1.0,1.0,1.0,726
2021-10-20,Navy Midshipmen,Mount St. Mary's,Home,Win,3,0,,3.0,4.0,30.0,14.0,12.0,,,5.0,,,,,5.0,,19.0,,1.0,3.0,,,726
2021-10-23,Navy Midshipmen,Lehigh,Home,Loss,2,3,1,2.0,3.0,18.0,5.0,9.0,,1.0,10.0,,1.0,3.0,5.0,14.0,8.0,15.0,,2.0,7.0,,,726
2021-10-26,Navy Midshipmen,Saint Joseph's,Away,Loss,1,2,2,1.0,,9.0,3.0,13.0,,,5.0,1.0,1.0,2.0,2.0,13.0,6.0,25.0,,2.0,4.0,,,726
2021-10-31,Navy Midshipmen,Bucknell,Home,Win,1,0,,1.0,1.0,12.0,5.0,6.0,,,7.0,,,,,8.0,1.0,12.0,1.0,1.0,2.0,,,726
2021-11-03,Navy Midshipmen,American,Away,Loss,1,3,,1.0,1.0,18.0,4.0,9.0,,,7.0,,,3.0,3.0,9.0,5.0,8.0,,1.0,4.0,,,726
2021-11-06,Navy Midshipmen,Lehigh,Away,Win,1,0,,1.0,1.0,17.0,8.0,7.0,,,6.0,,,,,15.0,6.0,5.0,,1.0,6.0,,,726
2021-11-09,Navy Midshipmen,American,Away,Loss,2,4,,2.0,1.0,11.0,6.0,9.0,,2.0,8.0,1.0,1.0,4.0,5.0,11.0,6.0,12.0,,1.0,3.0,,,726
2021-08-26,New Hampshire Wildcats,Boston U.,Away,Win,2,0,,2.0,3.0,14.0,7.0,18.0,,2.0,8.0,,,,,4.0,,22.0,,,2.0,,,469
2021-08-29,New Hampshire Wildcats,Colgate,Home,Win,1,0,,1.0,1.0,12.0,6.0,14.0,,2.0,7.0,,,,,2.0,2.0,17.0,,2.0,1.0,,,469
2021-09-03,New Hampshire Wildcats,Providence,Home,Win,2,1,,2.0,3.0,9.0,2.0,11.0,,2.0,6.0,,,1.0,,9.0,4.0,7.0,,3.0,4.0,1.0,1.0,469
2021-09-07,New Hampshire Wildcats,Northeastern,Away,Win,1,0,,1.0,,18.0,7.0,12.0,,1.0,6.0,,,,,10.0,1.0,17.0,,2.0,3.0,,,469
2021-09-10,New Hampshire Wildcats,Michigan,Away,Win,1,0,,1.0,,11.0,5.0,16.0,,1.0,7.0,,,,,10.0,3.0,12.0,,2.0,8.0,,,469
2021-09-14,New Hampshire Wildcats,Marist,Away,Win,2,1,,2.0,1.0,16.0,8.0,12.0,,,9.0,1.0,1.0,1.0,1.0,5.0,2.0,12.0,,2.0,4.0,,,469
2021-09-18,New Hampshire Wildcats,UAlbany,Home,Win,2,0,,2.0,1.0,10.0,6.0,9.0,,1.0,4.0,1.0,1.0,,,5.0,1.0,13.0,,2.0,2.0,,,469
2021-09-21,New Hampshire Wildcats,Quinnipiac,Home,Win,5,0,,5.0,6.0,16.0,11.0,15.0,,1.0,2.0,,,,,3.0,2.0,12.0,,2.0,3.0,,,469
2021-09-25,New Hampshire Wildcats,Hartford,Away,Win,4,1,,4.0,2.0,15.0,5.0,14.0,,,11.0,,,1.0,,4.0,1.0,14.0,,,,1.0,1.0,469
2021-09-28,New Hampshire Wildcats,Harvard,Home,Win,3,1,,3.0,5.0,14.0,7.0,14.0,,1.0,4.0,,,1.0,1.0,8.0,5.0,15.0,,1.0,,,,469
2021-10-01,New Hampshire Wildcats,NJIT,Home,Win,3,0,,3.0,3.0,20.0,8.0,16.0,,1.0,8.0,,,,,6.0,2.0,8.0,,2.0,4.0,,,469
2021-10-09,New Hampshire Wildcats,Binghamton,Away,Win,4,1,,4.0,4.0,15.0,8.0,8.0,,,8.0,,,1.0,1.0,6.0,3.0,8.0,,2.0,1.0,,,469
2021-10-12,New Hampshire Wildcats,Yale,Home,Draw,1,1,2,1.0,2.0,16.0,5.0,15.0,,1.0,10.0,,,1.0,2.0,12.0,3.0,11.0,,1.0,6.0,,,469
2021-10-16,New Hampshire Wildcats,Vermont,Home,Draw,1,1,2,1.0,,8.0,3.0,15.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,3.0,21.0,,4.0,2.0,,,469
2021-10-23,New Hampshire Wildcats,UMBC,Away,Win,1,0,,1.0,1.0,15.0,10.0,15.0,,2.0,7.0,,,,,9.0,3.0,11.0,,2.0,1.0,,,469
2021-10-28,New Hampshire Wildcats,Stony Brook,Home,Win,5,0,,5.0,8.0,21.0,9.0,18.0,,1.0,10.0,,,,,7.0,3.0,9.0,1.0,1.0,3.0,,,469
2021-11-01,New Hampshire Wildcats,UMass Lowell,Away,Win,1,0,,1.0,1.0,13.0,7.0,15.0,,2.0,6.0,,,,,6.0,3.0,13.0,,3.0,4.0,,,469
2021-11-10,New Hampshire Wildcats,UMBC,Home,Win,4,0,,4.0,4.0,13.0,7.0,13.0,,1.0,6.0,,,,,8.0,2.0,17.0,,2.0,,,,469
2021-11-14,New Hampshire Wildcats,Vermont,Home,Loss,0,1,,,,6.0,2.0,13.0,,,1.0,,,1.0,1.0,5.0,3.0,21.0,,2.0,1.0,,,469
2021-11-21,New Hampshire Wildcats,North Carolina,Home,Win,4,1,,4.0,7.0,11.0,7.0,19.0,,,3.0,,,1.0,2.0,8.0,3.0,14.0,,2.0,3.0,,,469
2021-11-28,New Hampshire Wildcats,Oregon St.,Away,Loss,0,1,,,,11.0,3.0,17.0,,2.0,7.0,,,1.0,1.0,7.0,3.0,12.0,,1.0,6.0,,,469
2021-08-26,Niagara Purple Eagles,UC Riverside,Home,Loss,0,3,,,,11.0,5.0,18.0,,3.0,6.0,,,3.0,1.0,17.0,9.0,17.0,,3.0,2.0,,,482
2021-08-29,Niagara Purple Eagles,Utah Valley,Home,Loss,1,2,,1.0,,8.0,4.0,19.0,,1.0,5.0,,,2.0,2.0,13.0,7.0,9.0,,1.0,6.0,,,482
2021-09-03,Niagara Purple Eagles,Binghamton,Home,Win,2,1,,2.0,3.0,17.0,9.0,11.0,,5.0,7.0,,,1.0,1.0,14.0,5.0,10.0,,2.0,4.0,,,482
